id,panels,pv_kw,battery_kwh,state,schemeA_final,schemeA_per_kw,schemeB_final,schemeB_per_kw,schemeC_ex,schemeC_inc,schemeC_per_kw,schemeD_ex,schemeD_inc,schemeD_per_kw
5,27,11.88,10.0,QLD,11621.0,978.0,9326.0,785.0,16504.0,12222.0,1029.0,15022.0,12178.0,1025.0
5,27,11.88,10.0,SA,11621.0,978.0,9326.0,785.0,16504.0,12222.0,1029.0,15022.0,12178.0,1025.0
5,27,11.88,10.0,WA,11621.0,978.0,9326.0,785.0,16504.0,12222.0,1029.0,15022.0,12178.0,1025.0
5,27,11.88,10.0,NT,11387.0,958.0,9092.0,765.0,16504.0,12222.0,1029.0,15022.0,12178.0,1025.0
5,27,11.88,10.0,ACT,12050.0,1014.0,9755.0,821.0,16504.0,12222.0,1029.0,15022.0,12178.0,1025.0
6,9,3.96,10.0,TAS,7968.0,2012.0,7445.0,1880.0,10168.0,7074.0,1786.0,9874.0,8059.0,2035.0
6,9,3.96,10.0,NSW,7968.0,2012.0,7445.0,1880.0,10168.0,7074.0,1786.0,9874.0,8059.0,2035.0
6,9,3.96,10.0,VIC,7968.0,2012.0,7445.0,1880.0,10168.0,7074.0,1786.0,9874.0,8059.0,2035.0
6,9,3.96,10.0,QLD,7812.0,1973.0,7289.0,1841.0,10168.0,7074.0,1786.0,9874.0,8059.0,2035.0
6,9,3.96,10.0,SA,7812.0,1973.0,7289.0,1841.0,10168.0,7074.0,1786.0,9874.0,8059.0,2035.0
6,9,3.96,10.0,WA,7812.0,1973.0,7289.0,1841.0,10168.0,7074.0,1786.0,9874.0,8059.0,2035.0
6,9,3.96,10.0,NT,7734.0,1953.0,7211.0,1821.0,10168.0,7074.0,1786.0,9874.0,8059.0,2035.0
6,9,3.96,10.0,ACT,7968.0,2012.0,7445.0,1880.0,10168.0,7074.0,1786.0,9874.0,8059.0,2035.0
8,42,18.48,10.0,TAS,15452.0,836.0,11240.0,608.0,21784.0,16512.0,894.0,19312.0,15610.0,845.0
8,42,18.48,10.0,NSW,15452.0,836.0,11240.0,608.0,21784.0,16512.0,894.0,19312.0,15610.0,845.0
8,42,18.48,10.0,VIC,15452.0,836.0,11240.0,608.0,21784.0,16512.0,894.0,19312.0,15610.0,845.0
8,42,18.48,10.0,QLD,14789.0,800.0,10577.0,572.0,21784.0,16512.0,894.0,19312.0,15610.0,845.0
8,42,18.48,10.0,SA,14789.0,800.0,10577.0,572.0,21784.0,16512.0,894.0,19312.0,15610.0,845.0
8,42,18.48,10.0,WA,14789.0,800.0,10577.0,572.0,21784.0,16512.0,894.0,19312.0,15610.0,845.0
8,42,18.48,10.0,NT,14438.0,781.0,10226.0,553.0,21784.0,16512.0,894.0,19312.0,15610.0,845.0
8,42,18.48,10.0,ACT,15452.0,836.0,11240.0,608.0,21784.0,16512.0,894.0,19312.0,15610.0,845.0
9,32,14.08,10.0,TAS,13197.0,937.0,10263.0,729.0,18264.0,13652.0,970.0,16452.0,13322.0,946.0
9,32,14.08,10.0,NSW,13197.0,937.0,10263.0,729.0,18264.0,13652.0,970.0,16452.0,13322.0,946.0
9,32,14.08,10.0,VIC,13197.0,937.0,10263.0,729.0,18264.0,13652.0,970.0,16452.0,13322.0,946.0
9,32,14.08,10.0,QLD,12690.0,901.0,9756.0,693.0,18264.0,13652.0,970.0,16452.0,13322.0,946.0
9,32,14.08,10.0,SA,12690.0,901.0,9756.0,693.0,18264.0,13652.0,970.0,16452.0,13322.0,946.0
9,32,14.08,10.0,WA,12690.0,901.0,9756.0,693.0,18264.0,13652.0,970.0,16452.0,13322.0,946.0
9,32,14.08,10.0,NT,12378.0,879.0,9444.0,671.0,18264.0,13652.0,970.0,16452.0,13322.0,946.0
9,32,14.08,10.0,ACT,13197.0,937.0,10263.0,729.0,18264.0,13652.0,970.0,16452.0,13322.0,946.0
10,26,11.44,10.0,TAS,11836.0,1035.0,9669.0,845.0,16152.0,11936.0,1043.0,14736.0,11949.0,1044.0
10,26,11.44,10.0,NSW,11836.0,1035.0,9669.0,845.0,16152.0,11936.0,1043.0,14736.0,11949.0,1044.0
10,26,11.44,10.0,VIC,11836.0,1035.0,9669.0,845.0,16152.0,11936.0,1043.0,14736.0,11949.0,1044.0
10,26,11.44,10.0,QLD,11407.0,997.0,9240.0,808.0,16152.0,11936.0,1043.0,14736.0,11949.0,1044.0
10,26,11.44,10.0,SA,11407.0,997.0,9240.0,808.0,16152.0,11936.0,1043.0,14736.0,11949.0,1044.0
10,26,11.44,10.0,WA,11407.0,997.0,9240.0,808.0,16152.0,11936.0,1043.0,14736.0,11949.0,1044.0
10,26,11.44,10.0,NT,11173.0,977.0,9006.0,787.0,16152.0,11936.0,1043.0,14736.0,11949.0,1044.0
10,26,11.44,10.0,ACT,11836.0,1035.0,9669.0,845.0,16152.0,11936.0,1043.0,14736.0,11949.0,1044.0
11,25,11.0,10.0,TAS,11583.0,1053.0,9544.0,868.0,15800.0,11650.0,1059.0,14450.0,11720.0,1065.0
11,25,11.0,10.0,NSW,11583.0,1053.0,9544.0,868.0,15800.0,11650.0,1059.0,14450.0,11720.0,1065.0
11,25,11.0,10.0,VIC,11583.0,1053.0,9544.0,868.0,15800.0,11650.0,1059.0,14450.0,11720.0,1065.0
11,25,11.0,10.0,QLD,11193.0,1018.0,9154.0,832.0,15800.0,11650.0,1059.0,14450.0,11720.0,1065.0
11,25,11.0,10.0,SA,11193.0,1018.0,9154.0,832.0,15800.0,11650.0,1059.0,14450.0,11720.0,1065.0
11,25,11.0,10.0,WA,11193.0,1018.0,9154.0,832.0,15800.0,11650.0,1059.0,14450.0,11720.0,1065.0
11,25,11.0,10.0,NT,10959.0,996.0,8920.0,811.0,15800.0,11650.0,1059.0,14450.0,11720.0,1065.0
11,25,11.0,10.0,ACT,11583.0,1053.0,9544.0,868.0,15800.0,11650.0,1059.0,14450.0,11720.0,1065.0
12,13,5.72,10.0,TAS,8862.0,1549.0,8180.0,1430.0,11576.0,8218.0,1437.0,11018.0,8974.0,1569.0
12,13,5.72,10.0,NSW,8862.0,1549.0,8180.0,1430.0,11576.0,8218.0,1437.0,11018.0,8974.0,1569.0
12,13,5.72,10.0,VIC,8862.0,1549.0,8180.0,1430.0,11576.0,8218.0,1437.0,11018.0,8974.0,1569.0
12,13,5.72,10.0,QLD,8667.0,1515.0,7985.0,1396.0,11576.0,8218.0,1437.0,11018.0,8974.0,1569.0
12,13,5.72,10.0,SA,8667.0,1515.0,7985.0,1396.0,11576.0,8218.0,1437.0,11018.0,8974.0,1569.0
12,13,5.72,10.0,WA,8667.0,1515.0,7985.0,1396.0,11576.0,8218.0,1437.0,11018.0,8974.0,1569.0
12,13,5.72,10.0,NT,8550.0,1495.0,7868.0,1376.0,11576.0,8218.0,1437.0,11018.0,8974.0,1569.0
12,13,5.72,10.0,ACT,8862.0,1549.0,8180.0,1430.0,11576.0,8218.0,1437.0,11018.0,8974.0,1569.0
13,11,4.84,10.0,TAS,8396.0,1735.0,7793.0,1610.0,10872.0,7646.0,1580.0,10446.0,8517.0,1760.0
13,11,4.84,10.0,NSW,8396.0,1735.0,7793.0,1610.0,10872.0,7646.0,1580.0,10446.0,8517.0,1760.0
13,11,4.84,10.0,VIC,8396.0,1735.0,7793.0,1610.0,10872.0,7646.0,1580.0,10446.0,8517.0,1760.0
13,11,4.84,10.0,QLD,8240.0,1702.0,7637.0,1578.0,10872.0,7646.0,1580.0,10446.0,8517.0,1760.0
13,11,4.84,10.0,SA,8240.0,1702.0,7637.0,1578.0,10872.0,7646.0,1580.0,10446.0,8517.0,1760.0
13,11,4.84,10.0,WA,8240.0,1702.0,7637.0,1578.0,10872.0,7646.0,1580.0,10446.0,8517.0,1760.0
13,11,4.84,10.0,NT,8123.0,1678.0,7520.0,1554.0,10872.0,7646.0,1580.0,10446.0,8517.0,1760.0
13,11,4.84,10.0,ACT,8396.0,1735.0,7793.0,1610.0,10872.0,7646.0,1580.0,10446.0,8517.0,1760.0
15,26,11.44,10.0,TAS,11836.0,1035.0,9669.0,845.0,16152.0,11936.0,1043.0,14736.0,11949.0,1044.0
15,26,11.44,10.0,NSW,11836.0,1035.0,9669.0,845.0,16152.0,11936.0,1043.0,14736.0,11949.0,1044.0
15,26,11.44,10.0,VIC,11836.0,1035.0,9669.0,845.0,16152.0,11936.0,1043.0,14736.0,11949.0,1044.0
15,26,11.44,10.0,QLD,11407.0,997.0,9240.0,808.0,16152.0,11936.0,1043.0,14736.0,11949.0,1044.0
15,26,11.44,10.0,SA,11407.0,997.0,9240.0,808.0,16152.0,11936.0,1043.0,14736.0,11949.0,1044.0
15,26,11.44,10.0,WA,11407.0,997.0,9240.0,808.0,16152.0,11936.0,1043.0,14736.0,11949.0,1044.0
15,26,11.44,10.0,NT,11173.0,977.0,9006.0,787.0,16152.0,11936.0,1043.0,14736.0,11949.0,1044.0
15,26,11.44,10.0,ACT,11836.0,1035.0,9669.0,845.0,16152.0,11936.0,1043.0,14736.0,11949.0,1044.0
16,22,9.68,10.0,TAS,10903.0,1126.0,9247.0,955.0,14744.0,10792.0,1115.0,13592.0,11034.0,1140.0
16,22,9.68,10.0,NSW,10903.0,1126.0,9247.0,955.0,14744.0,10792.0,1115.0,13592.0,11034.0,1140.0
16,22,9.68,10.0,VIC,10903.0,1126.0,9247.0,955.0,14744.0,10792.0,1115.0,13592.0,11034.0,1140.0
16,22,9.68,10.0,QLD,10552.0,1090.0,8896.0,919.0,14744.0,10792.0,1115.0,13592.0,11034.0,1140.0
16,22,9.68,10.0,SA,10552.0,1090.0,8896.0,919.0,14744.0,10792.0,1115.0,13592.0,11034.0,1140.0
16,22,9.68,10.0,WA,10552.0,1090.0,8896.0,919.0,14744.0,10792.0,1115.0,13592.0,11034.0,1140.0
16,22,9.68,10.0,NT,10357.0,1070.0,8701.0,899.0,14744.0,10792.0,1115.0,13592.0,11034.0,1140.0
16,22,9.68,10.0,ACT,10903.0,1126.0,9247.0,955.0,14744.0,10792.0,1115.0,13592.0,11034.0,1140.0
17,6,2.64,10.0,TAS,7288.0,2760.0,6884.0,2608.0,9112.0,6216.0,2355.0,9016.0,7373.0,2793.0
17,6,2.64,10.0,NSW,7288.0,2760.0,6884.0,2608.0,9112.0,6216.0,2355.0,9016.0,7373.0,2793.0
17,6,2.64,10.0,VIC,7288.0,2760.0,6884.0,2608.0,9112.0,6216.0,2355.0,9016.0,7373.0,2793.0
17,6,2.64,10.0,QLD,7171.0,2716.0,6767.0,2563.0,9112.0,6216.0,2355.0,9016.0,7373.0,2793.0
17,6,2.64,10.0,SA,7171.0,2716.0,6767.0,2563.0,9112.0,6216.0,2355.0,9016.0,7373.0,2793.0
17,6,2.64,10.0,WA,7171.0,2716.0,6767.0,2563.0,9112.0,6216.0,2355.0,9016.0,7373.0,2793.0
17,6,2.64,10.0,NT,7132.0,2701.0,6728.0,2548.0,9112.0,6216.0,2355.0,9016.0,7373.0,2793.0
17,6,2.64,10.0,ACT,7288.0,2760.0,6884.0,2608.0,9112.0,6216.0,2355.0,9016.0,7373.0,2793.0
18,18,7.92,10.0,TAS,10009.0,1264.0,8864.0,1119.0,13336.0,9648.0,1218.0,12448.0,10118.0,1278.0
18,18,7.92,10.0,NSW,10009.0,1264.0,8864.0,1119.0,13336.0,9648.0,1218.0,12448.0,10118.0,1278.0
18,18,7.92,10.0,VIC,10009.0,1264.0,8864.0,1119.0,13336.0,9648.0,1218.0,12448.0,10118.0,1278.0
18,18,7.92,10.0,QLD,9736.0,1229.0,8591.0,1085.0,13336.0,9648.0,1218.0,12448.0,10118.0,1278.0
18,18,7.92,10.0,SA,9736.0,1229.0,8591.0,1085.0,13336.0,9648.0,1218.0,12448.0,10118.0,1278.0
18,18,7.92,10.0,WA,9736.0,1229.0,8591.0,1085.0,13336.0,9648.0,1218.0,12448.0,10118.0,1278.0
18,18,7.92,10.0,NT,9541.0,1205.0,8396.0,1060.0,13336.0,9648.0,1218.0,12448.0,10118.0,1278.0
18,18,7.92,10.0,ACT,10009.0,1264.0,8864.0,1119.0,13336.0,9648.0,1218.0,12448.0,10118.0,1278.0
19,35,15.4,10.0,TAS,13877.0,901.0,10560.0,686.0,19320.0,14510.0,942.0,17310.0,14008.0,910.0
19,35,15.4,10.0,NSW,13877.0,901.0,10560.0,686.0,19320.0,14510.0,942.0,17310.0,14008.0,910.0
19,35,15.4,10.0,VIC,13877.0,901.0,10560.0,686.0,19320.0,14510.0,942.0,17310.0,14008.0,910.0
19,35,15.4,10.0,QLD,13331.0,866.0,10014.0,650.0,19320.0,14510.0,942.0,17310.0,14008.0,910.0
19,35,15.4,10.0,SA,13331.0,866.0,10014.0,650.0,19320.0,14510.0,942.0,17310.0,14008.0,910.0
19,35,15.4,10.0,WA,13331.0,866.0,10014.0,650.0,19320.0,14510.0,942.0,17310.0,14008.0,910.0
19,35,15.4,10.0,NT,13019.0,845.0,9702.0,630.0,19320.0,14510.0,942.0,17310.0,14008.0,910.0
19,35,15.4,10.0,ACT,13877.0,901.0,10560.0,686.0,19320.0,14510.0,942.0,17310.0,14008.0,910.0
20,18,7.92,10.0,TAS,10009.0,1264.0,8864.0,1119.0,13336.0,9648.0,1218.0,12448.0,10118.0,1278.0
20,18,7.92,10.0,NSW,10009.0,1264.0,8864.0,1119.0,13336.0,9648.0,1218.0,12448.0,10118.0,1278.0
20,18,7.92,10.0,VIC,10009.0,1264.0,8864.0,1119.0,13336.0,9648.0,1218.0,12448.0,10118.0,1278.0
20,18,7.92,10.0,QLD,9736.0,1229.0,8591.0,1085.0,13336.0,9648.0,1218.0,12448.0,10118.0,1278.0
20,18,7.92,10.0,SA,9736.0,1229.0,8591.0,1085.0,13336.0,9648.0,1218.0,12448.0,10118.0,1278.0
20,18,7.92,10.0,WA,9736.0,1229.0,8591.0,1085.0,13336.0,9648.0,1218.0,12448.0,10118.0,1278.0
20,18,7.92,10.0,NT,9541.0,1205.0,8396.0,1060.0,13336.0,9648.0,1218.0,12448.0,10118.0,1278.0
20,18,7.92,10.0,ACT,10009.0,1264.0,8864.0,1119.0,13336.0,9648.0,1218.0,12448.0,10118.0,1278.0
21,4,1.76,10.0,TAS,6821.0,3876.0,6497.0,3691.0,8408.0,5644.0,3207.0,8444.0,6915.0,3929.0
21,4,1.76,10.0,NSW,6821.0,3876.0,6497.0,3691.0,8408.0,5644.0,3207.0,8444.0,6915.0,3929.0
21,4,1.76,10.0,VIC,6821.0,3876.0,6497.0,3691.0,8408.0,5644.0,3207.0,8444.0,6915.0,3929.0
21,4,1.76,10.0,QLD,6743.0,3831.0,6419.0,3647.0,8408.0,5644.0,3207.0,8444.0,6915.0,3929.0
21,4,1.76,10.0,SA,6743.0,3831.0,6419.0,3647.0,8408.0,5644.0,3207.0,8444.0,6915.0,3929.0
21,4,1.76,10.0,WA,6743.0,3831.0,6419.0,3647.0,8408.0,5644.0,3207.0,8444.0,6915.0,3929.0
21,4,1.76,10.0,NT,6704.0,3809.0,6380.0,3625.0,8408.0,5644.0,3207.0,8444.0,6915.0,3929.0
21,4,1.76,10.0,ACT,6821.0,3876.0,6497.0,3691.0,8408.0,5644.0,3207.0,8444.0,6915.0,3929.0
22,21,9.24,10.0,TAS,10689.0,1157.0,9161.0,991.0,14392.0,10506.0,1137.0,13306.0,10805.0,1169.0
22,21,9.24,10.0,NSW,10689.0,1157.0,9161.0,991.0,14392.0,10506.0,1137.0,13306.0,10805.0,1169.0
22,21,9.24,10.0,VIC,10689.0,1157.0,9161.0,991.0,14392.0,10506.0,1137.0,13306.0,10805.0,1169.0
22,21,9.24,10.0,QLD,10338.0,1119.0,8810.0,953.0,14392.0,10506.0,1137.0,13306.0,10805.0,1169.0
22,21,9.24,10.0,SA,10338.0,1119.0,8810.0,953.0,14392.0,10506.0,1137.0,13306.0,10805.0,1169.0
22,21,9.24,10.0,WA,10338.0,1119.0,8810.0,953.0,14392.0,10506.0,1137.0,13306.0,10805.0,1169.0
22,21,9.24,10.0,NT,10182.0,1102.0,8654.0,937.0,14392.0,10506.0,1137.0,13306.0,10805.0,1169.0
22,21,9.24,10.0,ACT,10689.0,1157.0,9161.0,991.0,14392.0,10506.0,1137.0,13306.0,10805.0,1169.0
23,11,4.84,10.0,TAS,8396.0,1735.0,7793.0,1610.0,10872.0,7646.0,1580.0,10446.0,8517.0,1760.0
23,11,4.84,10.0,NSW,8396.0,1735.0,7793.0,1610.0,10872.0,7646.0,1580.0,10446.0,8517.0,1760.0
23,11,4.84,10.0,VIC,8396.0,1735.0,7793.0,1610.0,10872.0,7646.0,1580.0,10446.0,8517.0,1760.0
23,11,4.84,10.0,QLD,8240.0,1702.0,7637.0,1578.0,10872.0,7646.0,1580.0,10446.0,8517.0,1760.0
23,11,4.84,10.0,SA,8240.0,1702.0,7637.0,1578.0,10872.0,7646.0,1580.0,10446.0,8517.0,1760.0
23,11,4.84,10.0,WA,8240.0,1702.0,7637.0,1578.0,10872.0,7646.0,1580.0,10446.0,8517.0,1760.0
23,11,4.84,10.0,NT,8123.0,1678.0,7520.0,1554.0,10872.0,7646.0,1580.0,10446.0,8517.0,1760.0
23,11,4.84,10.0,ACT,8396.0,1735.0,7793.0,1610.0,10872.0,7646.0,1580.0,10446.0,8517.0,1760.0
24,32,14.08,10.0,TAS,13197.0,937.0,10263.0,729.0,18264.0,13652.0,970.0,16452.0,13322.0,946.0
24,32,14.08,10.0,NSW,13197.0,937.0,10263.0,729.0,18264.0,13652.0,970.0,16452.0,13322.0,946.0
24,32,14.08,10.0,VIC,13197.0,937.0,10263.0,729.0,18264.0,13652.0,970.0,16452.0,13322.0,946.0
24,32,14.08,10.0,QLD,12690.0,901.0,9756.0,693.0,18264.0,13652.0,970.0,16452.0,13322.0,946.0
24,32,14.08,10.0,SA,12690.0,901.0,9756.0,693.0,18264.0,13652.0,970.0,16452.0,13322.0,946.0
24,32,14.08,10.0,WA,12690.0,901.0,9756.0,693.0,18264.0,13652.0,970.0,16452.0,13322.0,946.0
24,32,14.08,10.0,NT,12378.0,879.0,9444.0,671.0,18264.0,13652.0,970.0,16452.0,13322.0,946.0
24,32,14.08,10.0,ACT,13197.0,937.0,10263.0,729.0,18264.0,13652.0,970.0,16452.0,13322.0,946.0
25,33,14.52,10.0,TAS,13411.0,924.0,10349.0,713.0,18616.0,13938.0,960.0,16738.0,13550.0,933.0
25,33,14.52,10.0,NSW,13411.0,924.0,10349.0,713.0,18616.0,13938.0,960.0,16738.0,13550.0,933.0
25,33,14.52,10.0,VIC,13411.0,924.0,10349.0,713.0,18616.0,13938.0,960.0,16738.0,13550.0,933.0
25,33,14.52,10.0,QLD,12904.0,889.0,9842.0,678.0,18616.0,13938.0,960.0,16738.0,13550.0,933.0
25,33,14.52,10.0,SA,12904.0,889.0,9842.0,678.0,18616.0,13938.0,960.0,16738.0,13550.0,933.0
25,33,14.52,10.0,WA,12904.0,889.0,9842.0,678.0,18616.0,13938.0,960.0,16738.0,13550.0,933.0
25,33,14.52,10.0,NT,12592.0,867.0,9530.0,656.0,18616.0,13938.0,960.0,16738.0,13550.0,933.0
25,33,14.52,10.0,ACT,13411.0,924.0,10349.0,713.0,18616.0,13938.0,960.0,16738.0,13550.0,933.0
26,14,6.16,10.0,TAS,9076.0,1473.0,8354.0,1356.0,11928.0,8504.0,1381.0,11304.0,9203.0,1494.0
26,14,6.16,10.0,NSW,9076.0,1473.0,8354.0,1356.0,11928.0,8504.0,1381.0,11304.0,9203.0,1494.0
26,14,6.16,10.0,VIC,9076.0,1473.0,8354.0,1356.0,11928.0,8504.0,1381.0,11304.0,9203.0,1494.0
26,14,6.16,10.0,QLD,8881.0,1442.0,8159.0,1325.0,11928.0,8504.0,1381.0,11304.0,9203.0,1494.0
26,14,6.16,10.0,SA,8881.0,1442.0,8159.0,1325.0,11928.0,8504.0,1381.0,11304.0,9203.0,1494.0
26,14,6.16,10.0,WA,8881.0,1442.0,8159.0,1325.0,11928.0,8504.0,1381.0,11304.0,9203.0,1494.0
26,14,6.16,10.0,NT,8764.0,1423.0,8042.0,1306.0,11928.0,8504.0,1381.0,11304.0,9203.0,1494.0
26,14,6.16,10.0,ACT,9076.0,1473.0,8354.0,1356.0,11928.0,8504.0,1381.0,11304.0,9203.0,1494.0
27,63,27.72,10.0,TAS,20253.0,731.0,13358.0,482.0,29176.0,22518.0,812.0,25318.0,20414.0,736.0
27,63,27.72,10.0,NSW,20253.0,731.0,13358.0,482.0,29176.0,22518.0,812.0,25318.0,20414.0,736.0
27,63,27.72,10.0,VIC,20253.0,731.0,13358.0,482.0,29176.0,22518.0,812.0,25318.0,20414.0,736.0
27,63,27.72,10.0,QLD,19239.0,694.0,12344.0,445.0,29176.0,22518.0,812.0,25318.0,20414.0,736.0
27,63,27.72,10.0,SA,19239.0,694.0,12344.0,445.0,29176.0,22518.0,812.0,25318.0,20414.0,736.0
27,63,27.72,10.0,WA,19239.0,694.0,12344.0,445.0,29176.0,22518.0,812.0,25318.0,20414.0,736.0
27,63,27.72,10.0,NT,18693.0,674.0,11798.0,426.0,29176.0,22518.0,812.0,25318.0,20414.0,736.0
27,63,27.72,10.0,ACT,20253.0,731.0,13358.0,482.0,29176.0,22518.0,812.0,25318.0,20414.0,736.0
28,39,17.16,10.0,TAS,14771.0,861.0,10943.0,638.0,20728.0,15654.0,912.0,18454.0,14923.0,870.0
28,39,17.16,10.0,NSW,14771.0,861.0,10943.0,638.0,20728.0,15654.0,912.0,18454.0,14923.0,870.0
28,39,17.16,10.0,VIC,14771.0,861.0,10943.0,638.0,20728.0,15654.0,912.0,18454.0,14923.0,870.0
28,39,17.16,10.0,QLD,14147.0,824.0,10319.0,601.0,20728.0,15654.0,912.0,18454.0,14923.0,870.0
28,39,17.16,10.0,SA,14147.0,824.0,10319.0,601.0,20728.0,15654.0,912.0,18454.0,14923.0,870.0
28,39,17.16,10.0,WA,14147.0,824.0,10319.0,601.0,20728.0,15654.0,912.0,18454.0,14923.0,870.0
28,39,17.16,10.0,NT,13796.0,804.0,9968.0,581.0,20728.0,15654.0,912.0,18454.0,14923.0,870.0
28,39,17.16,10.0,ACT,14771.0,861.0,10943.0,638.0,20728.0,15654.0,912.0,18454.0,14923.0,870.0
29,14,6.16,10.0,TAS,9076.0,1473.0,8354.0,1356.0,11928.0,8504.0,1381.0,11304.0,9203.0,1494.0
29,14,6.16,10.0,NSW,9076.0,1473.0,8354.0,1356.0,11928.0,8504.0,1381.0,11304.0,9203.0,1494.0
29,14,6.16,10.0,VIC,9076.0,1473.0,8354.0,1356.0,11928.0,8504.0,1381.0,11304.0,9203.0,1494.0
29,14,6.16,10.0,QLD,8881.0,1442.0,8159.0,1325.0,11928.0,8504.0,1381.0,11304.0,9203.0,1494.0
29,14,6.16,10.0,SA,8881.0,1442.0,8159.0,1325.0,11928.0,8504.0,1381.0,11304.0,9203.0,1494.0
29,14,6.16,10.0,WA,8881.0,1442.0,8159.0,1325.0,11928.0,8504.0,1381.0,11304.0,9203.0,1494.0
