scenario,param_panel,param_inverter,param_battery,project_type,region,panel_count,solar_kw,battery_kwh,total_with_tax,subsidy,final_price
低参数,40,150,200,电池扩容,SA,56,17.16,28.04,19473.74,9126,10347.740000000002
低参数,40,150,200,电池扩容,SA,57,17.16,28.04,19473.74,9126,10347.740000000002
低参数,40,150,200,电池扩容,SA,58,17.6,28.04,19473.74,9126,10347.740000000002
低参数,40,150,200,电池扩容,SA,59,18.04,28.04,19473.74,9126,10347.740000000002
低参数,40,150,200,电池扩容,SA,60,18.48,28.04,19473.74,9126,10347.740000000002
低参数,40,150,200,电池扩容,SA,61,18.48,28.04,19473.74,9126,10347.740000000002
低参数,40,150,200,电池扩容,SA,62,18.92,28.04,19473.74,9126,10347.740000000002
低参数,40,150,200,电池扩容,SA,63,19.36,28.04,19473.74,9126,10347.740000000002
低参数,40,150,200,电池扩容,SA,64,19.36,28.04,19473.74,9126,10347.740000000002
低参数,40,150,200,电池扩容,SA,65,19.8,28.04,19473.74,9126,10347.740000000002
低参数,40,150,200,电池扩容,SA,66,20.24,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,SA,67,20.24,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,SA,68,20.68,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,SA,69,21.12,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,SA,70,21.56,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,SA,71,21.56,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,SA,72,22.0,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,SA,73,22.44,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,SA,74,22.44,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,SA,75,22.88,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,SA,76,23.32,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,SA,77,23.32,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,SA,78,23.76,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,SA,79,24.2,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,SA,80,24.64,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,SA,81,24.64,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,SA,82,25.080000000000002,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,SA,83,25.52,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,SA,84,25.52,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,SA,85,25.96,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,SA,86,26.4,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,SA,87,26.4,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,SA,88,26.84,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,SA,89,27.28,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,SA,90,27.28,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,SA,91,27.72,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,SA,92,28.16,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,SA,93,28.6,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,SA,94,28.6,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,SA,95,29.04,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,SA,96,29.48,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,SA,97,29.48,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,SA,98,29.92,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,SA,99,30.36,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,SA,100,30.8,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,WA,1,0.0,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,WA,2,0.44,22.44,15870.140000000001,7293,8577.140000000001
低参数,40,150,200,电池扩容,WA,3,0.88,22.44,15870.140000000001,7293,8577.140000000001
低参数,40,150,200,电池扩容,WA,4,0.88,22.44,15870.140000000001,7293,8577.140000000001
低参数,40,150,200,电池扩容,WA,5,1.32,22.44,15870.140000000001,7293,8577.140000000001
低参数,40,150,200,电池扩容,WA,6,1.76,22.44,15870.140000000001,7293,8577.140000000001
低参数,40,150,200,电池扩容,WA,7,1.76,22.44,15870.140000000001,7293,8577.140000000001
低参数,40,150,200,电池扩容,WA,8,2.2,22.44,15870.140000000001,7293,8577.140000000001
低参数,40,150,200,电池扩容,WA,9,2.64,22.44,15870.140000000001,7293,8577.140000000001
低参数,40,150,200,电池扩容,WA,10,3.08,22.44,15870.140000000001,7293,8577.140000000001
低参数,40,150,200,电池扩容,WA,11,3.08,22.44,15870.140000000001,7293,8577.140000000001
低参数,40,150,200,电池扩容,WA,12,3.52,22.44,15870.140000000001,7293,8577.140000000001
低参数,40,150,200,电池扩容,WA,13,3.96,22.44,15870.140000000001,7293,8577.140000000001
低参数,40,150,200,电池扩容,WA,14,3.96,22.44,15870.140000000001,7293,8577.140000000001
低参数,40,150,200,电池扩容,WA,15,4.4,22.44,15870.140000000001,7293,8577.140000000001
低参数,40,150,200,电池扩容,WA,16,4.84,22.44,15870.140000000001,7293,8577.140000000001
低参数,40,150,200,电池扩容,WA,17,4.84,22.44,15870.140000000001,7293,8577.140000000001
低参数,40,150,200,电池扩容,WA,18,5.28,22.22,15728.570000000002,7254,8474.570000000002
低参数,40,150,200,电池扩容,WA,19,5.72,22.22,15728.570000000002,7254,8474.570000000002
低参数,40,150,200,电池扩容,WA,20,6.16,22.22,15728.570000000002,7254,8474.570000000002
低参数,40,150,200,电池扩容,WA,21,6.16,22.22,15728.570000000002,7254,8474.570000000002
低参数,40,150,200,电池扩容,WA,22,6.6,22.22,15728.570000000002,7254,8474.570000000002
低参数,40,150,200,电池扩容,WA,23,7.04,22.22,15728.570000000002,7254,8474.570000000002
低参数,40,150,200,电池扩容,WA,24,7.04,22.22,15728.570000000002,7254,8474.570000000002
低参数,40,150,200,电池扩容,WA,25,7.48,22.22,15728.570000000002,7254,8474.570000000002
低参数,40,150,200,电池扩容,WA,26,7.92,29.33,20303.855,9555,10748.855
低参数,40,150,200,电池扩容,WA,27,7.92,29.33,20303.855,9555,10748.855
低参数,40,150,200,电池扩容,WA,28,8.36,29.33,20303.855,9555,10748.855
低参数,40,150,200,电池扩容,WA,29,8.8,29.33,20303.855,9555,10748.855
低参数,40,150,200,电池扩容,WA,30,9.24,29.33,20303.855,9555,10748.855
低参数,40,150,200,电池扩容,WA,31,9.24,29.33,20303.855,9555,10748.855
低参数,40,150,200,电池扩容,WA,32,9.68,29.33,20303.855,9555,10748.855
低参数,40,150,200,电池扩容,WA,33,10.12,29.33,20303.855,9555,10748.855
低参数,40,150,200,电池扩容,WA,34,10.12,29.33,20303.855,9555,10748.855
低参数,40,150,200,电池扩容,WA,35,10.56,29.33,20303.855,9555,10748.855
低参数,40,150,200,电池扩容,WA,36,11.0,29.33,20303.855,9555,10748.855
低参数,40,150,200,电池扩容,WA,37,11.0,29.33,20303.855,9555,10748.855
低参数,40,150,200,电池扩容,WA,38,11.44,29.33,20303.855,9555,10748.855
低参数,40,150,200,电池扩容,WA,39,11.88,29.33,20303.855,9555,10748.855
低参数,40,150,200,电池扩容,WA,40,12.32,28.04,19473.74,9126,10347.740000000002
低参数,40,150,200,电池扩容,WA,41,12.32,28.04,19473.74,9126,10347.740000000002
低参数,40,150,200,电池扩容,WA,42,12.76,28.04,19473.74,9126,10347.740000000002
低参数,40,150,200,电池扩容,WA,43,13.2,28.04,19473.74,9126,10347.740000000002
低参数,40,150,200,电池扩容,WA,44,13.2,28.04,19473.74,9126,10347.740000000002
低参数,40,150,200,电池扩容,WA,45,13.64,28.04,19473.74,9126,10347.740000000002
低参数,40,150,200,电池扩容,WA,46,14.08,28.04,19473.74,9126,10347.740000000002
低参数,40,150,200,电池扩容,WA,47,14.08,28.04,19473.74,9126,10347.740000000002
低参数,40,150,200,电池扩容,WA,48,14.52,28.04,19473.74,9126,10347.740000000002
低参数,40,150,200,电池扩容,WA,49,14.96,28.04,19473.74,9126,10347.740000000002
低参数,40,150,200,电池扩容,WA,50,15.4,28.04,19473.74,9126,10347.740000000002
低参数,40,150,200,电池扩容,WA,51,15.4,28.04,19473.74,9126,10347.740000000002
低参数,40,150,200,电池扩容,WA,52,15.84,28.04,19473.74,9126,10347.740000000002
低参数,40,150,200,电池扩容,WA,53,16.28,28.04,19473.74,9126,10347.740000000002
低参数,40,150,200,电池扩容,WA,54,16.28,28.04,19473.74,9126,10347.740000000002
低参数,40,150,200,电池扩容,WA,55,16.72,28.04,19473.74,9126,10347.740000000002
低参数,40,150,200,电池扩容,WA,56,17.16,28.04,19473.74,9126,10347.740000000002
低参数,40,150,200,电池扩容,WA,57,17.16,28.04,19473.74,9126,10347.740000000002
低参数,40,150,200,电池扩容,WA,58,17.6,28.04,19473.74,9126,10347.740000000002
低参数,40,150,200,电池扩容,WA,59,18.04,28.04,19473.74,9126,10347.740000000002
低参数,40,150,200,电池扩容,WA,60,18.48,28.04,19473.74,9126,10347.740000000002
低参数,40,150,200,电池扩容,WA,61,18.48,28.04,19473.74,9126,10347.740000000002
低参数,40,150,200,电池扩容,WA,62,18.92,28.04,19473.74,9126,10347.740000000002
低参数,40,150,200,电池扩容,WA,63,19.36,28.04,19473.74,9126,10347.740000000002
低参数,40,150,200,电池扩容,WA,64,19.36,28.04,19473.74,9126,10347.740000000002
低参数,40,150,200,电池扩容,WA,65,19.8,28.04,19473.74,9126,10347.740000000002
低参数,40,150,200,电池扩容,WA,66,20.24,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,WA,67,20.24,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,WA,68,20.68,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,WA,69,21.12,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,WA,70,21.56,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,WA,71,21.56,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,WA,72,22.0,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,WA,73,22.44,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,WA,74,22.44,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,WA,75,22.88,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,WA,76,23.32,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,WA,77,23.32,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,WA,78,23.76,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,WA,79,24.2,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,WA,80,24.64,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,WA,81,24.64,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,WA,82,25.080000000000002,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,WA,83,25.52,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,WA,84,25.52,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,WA,85,25.96,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,WA,86,26.4,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,WA,87,26.4,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,WA,88,26.84,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,WA,89,27.28,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,WA,90,27.28,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,WA,91,27.72,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,WA,92,28.16,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,WA,93,28.6,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,WA,94,28.6,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,WA,95,29.04,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,WA,96,29.48,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,WA,97,29.48,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,WA,98,29.92,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,WA,99,30.36,50.32,33810.92,16419,17391.92
低参数,40,150,200,电池扩容,WA,100,30.8,50.32,33810.92,16419,17391.92
中低参数,60,200,300,新建系统,NSW,1,0.0,50.32,48013.68,16419.0,31594.68
中低参数,60,200,300,新建系统,NSW,2,0.44,22.44,22977.24,8174.49072,14802.749280000002
中低参数,60,200,300,新建系统,NSW,3,0.88,22.44,23157.420000000002,8316.78144,14840.638560000001
中低参数,60,200,300,新建系统,NSW,4,1.32,22.44,23337.6,8459.07216,14878.527839999999
中低参数,60,200,300,新建系统,NSW,5,1.76,22.44,23517.780000000002,8601.36288,14916.417120000002
中低参数,60,200,300,新建系统,NSW,6,2.2,22.44,23697.96,8743.6536,14954.3064
中低参数,60,200,300,新建系统,NSW,7,2.64,22.44,23878.140000000003,8885.94432,14992.195680000003
中低参数,60,200,300,新建系统,NSW,8,3.08,22.44,24058.32,9028.23504,15030.08496
中低参数,60,200,300,新建系统,NSW,9,3.52,22.44,24238.5,9170.52576,15067.97424
中低参数,60,200,300,新建系统,NSW,10,3.96,22.44,24418.680000000004,9312.816480000001,15105.863520000003
中低参数,60,200,300,新建系统,NSW,11,3.96,22.44,24418.680000000004,9312.816480000001,15105.863520000003
中低参数,60,200,300,新建系统,NSW,12,4.4,22.44,24598.859999999997,9455.1072,15143.752799999997
中低参数,60,200,300,新建系统,NSW,13,4.84,22.44,24779.04,9597.397920000001,15181.64208
中低参数,60,200,300,新建系统,NSW,14,5.28,22.22,25243.79,9692.43864,15551.35136
中低参数,60,200,300,新建系统,NSW,15,5.72,22.22,25423.97,9834.729360000001,15589.24064
中低参数,60,200,300,新建系统,NSW,16,6.16,22.22,25604.15,9977.02008,15627.129920000001
中低参数,60,200,300,新建系统,NSW,17,6.6,22.22,25784.33,10119.3108,15665.019200000002
中低参数,60,200,300,新建系统,NSW,18,7.04,22.22,25964.51,10261.60152,15702.908479999998
中低参数,60,200,300,新建系统,NSW,19,7.48,22.22,26144.690000000002,10403.892240000001,15740.797760000001
中低参数,60,200,300,新建系统,NSW,20,7.92,29.33,32028.425,13081.482960000001,18946.942039999998
中低参数,60,200,300,新建系统,NSW,21,7.92,29.33,32028.425,13081.482960000001,18946.942039999998
中低参数,60,200,300,新建系统,NSW,22,8.36,29.33,32208.605000000003,13223.77368,18984.831320000005
中低参数,60,200,300,新建系统,NSW,23,8.8,29.33,32388.785,13366.0644,19022.7206
中低参数,60,200,300,新建系统,NSW,24,9.24,29.33,32568.965000000004,13508.35512,19060.609880000004
中低参数,60,200,300,新建系统,NSW,25,9.68,29.33,32749.145,13650.645840000001,19098.49916
中低参数,60,200,300,新建系统,NSW,26,10.12,29.33,32929.325,13792.93656,19136.388439999995
中低参数,60,200,300,新建系统,NSW,27,10.56,29.33,33109.505000000005,13935.22728,19174.277720000006
中低参数,60,200,300,新建系统,NSW,28,11.0,29.33,33289.685,14077.518,19212.166999999998
中低参数,60,200,300,新建系统,NSW,29,11.44,29.33,33469.865000000005,14219.808719999999,19250.056280000004
中低参数,60,200,300,新建系统,NSW,30,11.88,29.33,33650.045,14362.09944,19287.94556
中低参数,60,200,300,新建系统,NSW,31,11.88,29.33,33650.045,14362.09944,19287.94556
中低参数,60,200,300,新建系统,NSW,32,12.32,28.04,32618.3,14034.140159999999,18584.15984
中低参数,60,200,300,新建系统,NSW,33,12.76,28.04,32798.48,14176.43088,18622.049120000003
中低参数,60,200,300,新建系统,NSW,34,13.2,28.04,32978.659999999996,14318.721599999999,18659.9384
中低参数,60,200,300,新建系统,NSW,35,13.64,28.04,33158.840000000004,14461.01232,18697.827680000002
中低参数,60,200,300,新建系统,NSW,36,14.08,28.04,33339.020000000004,14603.303039999999,18735.716960000005
中低参数,60,200,300,新建系统,NSW,37,14.52,28.04,33519.2,14745.59376,18773.606239999997
中低参数,60,200,300,新建系统,NSW,38,14.96,28.04,33699.380000000005,14887.88448,18811.495520000004
中低参数,60,200,300,新建系统,NSW,39,15.4,28.04,33879.56,15030.1752,18849.3848
中低参数,60,200,300,新建系统,NSW,40,15.84,28.04,34059.740000000005,15172.46592,18887.274080000003
中低参数,60,200,300,新建系统,NSW,41,15.84,28.04,34059.740000000005,15172.46592,18887.274080000003
中低参数,60,200,300,新建系统,NSW,42,16.28,28.04,34239.92,15314.75664,18925.16336
中低参数,60,200,300,新建系统,NSW,43,16.72,28.04,34420.1,15457.04736,18963.052639999998
中低参数,60,200,300,新建系统,NSW,44,17.16,28.04,34600.28,15599.33808,19000.941919999997
中低参数,60,200,300,新建系统,NSW,45,17.6,28.04,34780.46,15741.6288,19038.8312
中低参数,60,200,300,新建系统,NSW,46,18.04,28.04,34960.64,15883.91952,19076.72048
中低参数,60,200,300,新建系统,NSW,47,18.48,28.04,35140.82,16026.21024,19114.60976
中低参数,60,200,300,新建系统,NSW,48,18.92,28.04,35321.0,16168.50096,19152.499040000002
中低参数,60,200,300,新建系统,NSW,49,19.36,28.04,35501.18,16310.79168,19190.38832
中低参数,60,200,300,新建系统,NSW,50,19.8,28.04,35681.36,16453.0824,19228.2776
中低参数,60,200,300,新建系统,NSW,51,19.8,28.04,35681.36,16453.0824,19228.2776
中低参数,60,200,300,新建系统,NSW,52,20.24,50.32,56301.96,22964.37312,33337.58688
中低参数,60,200,300,新建系统,NSW,53,20.68,50.32,56482.13999999999,23106.66384,33375.47615999999
中低参数,60,200,300,新建系统,NSW,54,21.12,50.32,56662.32,23248.95456,33413.36544
中低参数,60,200,300,新建系统,NSW,55,21.56,50.32,56842.5,23391.24528,33451.25472
中低参数,60,200,300,新建系统,NSW,56,22.0,50.32,57022.68000000001,23533.536,33489.14400000001
中低参数,60,200,300,新建系统,NSW,57,22.44,50.32,57202.86,23675.82672,33527.03328
中低参数,60,200,300,新建系统,NSW,58,22.88,50.32,57383.03999999999,23818.117439999998,33564.92255999999
中低参数,60,200,300,新建系统,NSW,59,23.32,50.32,57563.22,23960.40816,33602.81184
中低参数,60,200,300,新建系统,NSW,60,23.76,50.32,57743.4,24102.69888,33640.70112
中低参数,60,200,300,新建系统,NSW,61,23.76,50.32,57743.4,24102.69888,33640.70112
中低参数,60,200,300,新建系统,NSW,62,24.2,50.32,57923.58,24244.989599999997,33678.5904
中低参数,60,200,300,新建系统,NSW,63,24.64,50.32,58103.759999999995,24387.280319999998,33716.47968
中低参数,60,200,300,新建系统,NSW,64,25.080000000000002,50.32,58283.939999999995,24529.57104,33754.36895999999
中低参数,60,200,300,新建系统,NSW,65,25.52,50.32,58464.119999999995,24671.86176,33792.258239999996
中低参数,60,200,300,新建系统,NSW,66,25.96,50.32,58644.3,24814.152479999997,33830.147520000006
中低参数,60,200,300,新建系统,NSW,67,26.4,50.32,58824.48,24956.443199999998,33868.0368
中低参数,60,200,300,新建系统,NSW,68,26.84,50.32,59004.659999999996,25098.73392,33905.92608
中低参数,60,200,300,新建系统,NSW,69,27.28,50.32,59184.84,25241.02464,33943.81535999999
中低参数,60,200,300,新建系统,NSW,70,27.72,50.32,59365.02,25383.31536,33981.704639999996
中低参数,60,200,300,新建系统,NSW,71,27.72,50.32,59365.02,25383.31536,33981.704639999996
中低参数,60,200,300,新建系统,NSW,72,28.16,50.32,59545.2,25525.606079999998,34019.59392
中低参数,60,200,300,新建系统,NSW,73,28.6,50.32,59725.380000000005,25667.896800000002,34057.4832
中低参数,60,200,300,新建系统,NSW,74,29.04,50.32,59905.56,25810.18752,34095.37248
中低参数,60,200,300,新建系统,NSW,75,29.48,50.32,60085.73999999999,25952.47824,34133.261759999994
中低参数,60,200,300,新建系统,NSW,76,29.92,50.32,60265.92,26094.76896,34171.15104
中低参数,60,200,300,新建系统,NSW,77,30.36,50.32,60446.1,26237.05968,34209.04032
中低参数,60,200,300,新建系统,NSW,78,30.8,50.32,60626.280000000006,26379.3504,34246.9296
中低参数,60,200,300,新建系统,NSW,79,31.24,50.32,60806.46,26521.64112,34284.81888
中低参数,60,200,300,新建系统,NSW,80,31.68,50.32,60986.63999999999,26663.93184,34322.708159999995
中低参数,60,200,300,新建系统,NSW,81,31.68,50.32,60986.63999999999,26663.93184,34322.708159999995
中低参数,60,200,300,新建系统,NSW,82,32.12,50.32,61166.82,26806.22256,34360.59744
中低参数,60,200,300,新建系统,NSW,83,32.56,50.32,61347.0,26948.51328,34398.48672
中低参数,60,200,300,新建系统,NSW,84,33.0,50.32,61527.18000000001,27090.803999999996,34436.37600000001
中低参数,60,200,300,新建系统,NSW,85,33.44,50.32,61707.36,27233.09472,34474.26528
中低参数,60,200,300,新建系统,NSW,86,33.88,50.32,61887.53999999999,27375.38544,34512.154559999995
中低参数,60,200,300,新建系统,NSW,87,34.32,50.32,62067.72,27517.67616,34550.04384
中低参数,60,200,300,新建系统,NSW,88,34.76,50.32,62247.9,27659.96688,34587.93312
中低参数,60,200,300,新建系统,NSW,89,35.2,50.32,62428.08,27802.2576,34625.822400000005
中低参数,60,200,300,新建系统,NSW,90,35.64,50.32,62608.259999999995,27944.548319999998,34663.71167999999
中低参数,60,200,300,新建系统,NSW,91,35.64,50.32,62608.259999999995,27944.548319999998,34663.71167999999
中低参数,60,200,300,新建系统,NSW,92,36.08,50.32,62788.439999999995,28086.83904,34701.600959999996
中低参数,60,200,300,新建系统,NSW,93,36.52,50.32,62968.619999999995,28229.12976,34739.49024
中低参数,60,200,300,新建系统,NSW,94,36.96,50.32,63148.8,28371.42048,34777.37952
中低参数,60,200,300,新建系统,NSW,95,37.4,50.32,63328.98,28513.711199999998,34815.268800000005
中低参数,60,200,300,新建系统,NSW,96,37.84,50.32,63509.16,28656.00192,34853.15808000001
中低参数,60,200,300,新建系统,NSW,97,38.28,50.32,63689.34,28798.29264,34891.04736
中低参数,60,200,300,新建系统,NSW,98,38.72,50.32,63869.52,28940.58336,34928.93664
中低参数,60,200,300,新建系统,NSW,99,39.160000000000004,50.32,64049.7,29082.87408,34966.825919999996
中低参数,60,200,300,新建系统,NSW,100,39.6,50.32,64229.880000000005,29225.1648,35004.715200000006
中低参数,60,200,300,新建系统,VIC,1,0.0,50.32,48013.68,19219.0,28794.68
中低参数,60,200,300,新建系统,VIC,2,0.44,22.44,22977.24,10235.29072,12741.94928
中低参数,60,200,300,新建系统,VIC,3,0.88,22.44,23157.420000000002,10377.58144,12779.838560000002
中低参数,60,200,300,新建系统,VIC,4,1.32,22.44,23337.6,10519.872159999999,12817.72784
中低参数,60,200,300,新建系统,VIC,5,1.76,22.44,23517.780000000002,10662.16288,12855.617120000003
中低参数,60,200,300,新建系统,VIC,6,2.2,22.44,23697.96,10804.4536,12893.506399999998
中低参数,60,200,300,新建系统,VIC,7,2.64,22.44,23878.140000000003,10946.74432,12931.395680000003
中低参数,60,200,300,新建系统,VIC,8,3.08,22.44,24058.32,11089.035039999999,12969.28496
中低参数,60,200,300,新建系统,VIC,9,3.52,22.44,24238.5,11231.32576,13007.17424
中低参数,60,200,300,新建系统,VIC,10,3.96,22.44,24418.680000000004,11373.61648,13045.063520000003
中低参数,60,200,300,新建系统,VIC,11,3.96,22.44,24418.680000000004,11373.61648,13045.063520000003
中低参数,60,200,300,新建系统,VIC,12,4.4,22.44,24598.859999999997,11515.9072,13082.952799999997
中低参数,60,200,300,新建系统,VIC,13,4.84,22.44,24779.04,11658.19792,13120.84208
中低参数,60,200,300,新建系统,VIC,14,5.28,22.22,25243.79,11761.48864,13482.301360000001
中低参数,60,200,300,新建系统,VIC,15,5.72,22.22,25423.97,11903.77936,13520.19064
中低参数,60,200,300,新建系统,VIC,16,6.16,22.22,25604.15,12046.07008,13558.079920000002
中低参数,60,200,300,新建系统,VIC,17,6.6,22.22,25784.33,12188.360799999999,13595.969200000003
中低参数,60,200,300,新建系统,VIC,18,7.04,22.22,25964.51,12330.65152,13633.858479999999
中低参数,60,200,300,新建系统,VIC,19,7.48,22.22,26144.690000000002,12472.94224,13671.747760000002
中低参数,60,200,300,新建系统,VIC,20,7.92,29.33,32028.425,14916.232960000001,17112.192039999998
中低参数,60,200,300,新建系统,VIC,21,7.92,29.33,32028.425,14916.232960000001,17112.192039999998
中低参数,60,200,300,新建系统,VIC,22,8.36,29.33,32208.605000000003,15058.52368,17150.081320000005
中低参数,60,200,300,新建系统,VIC,23,8.8,29.33,32388.785,15200.8144,17187.9706
中低参数,60,200,300,新建系统,VIC,24,9.24,29.33,32568.965000000004,15343.10512,17225.859880000004
中低参数,60,200,300,新建系统,VIC,25,9.68,29.33,32749.145,15485.395840000001,17263.74916
中低参数,60,200,300,新建系统,VIC,26,10.12,29.33,32929.325,15627.68656,17301.638439999995
中低参数,60,200,300,新建系统,VIC,27,10.56,29.33,33109.505000000005,15769.97728,17339.527720000006
中低参数,60,200,300,新建系统,VIC,28,11.0,29.33,33289.685,15912.268,17377.416999999998
中低参数,60,200,300,新建系统,VIC,29,11.44,29.33,33469.865000000005,16054.558719999999,17415.306280000004
中低参数,60,200,300,新建系统,VIC,30,11.88,29.33,33650.045,16196.84944,17453.19556
中低参数,60,200,300,新建系统,VIC,31,11.88,29.33,33650.045,16196.84944,17453.19556
中低参数,60,200,300,新建系统,VIC,32,12.32,28.04,32618.3,15910.140159999999,16708.15984
中低参数,60,200,300,新建系统,VIC,33,12.76,28.04,32798.48,16052.43088,16746.049120000003
中低参数,60,200,300,新建系统,VIC,34,13.2,28.04,32978.659999999996,16194.721599999999,16783.9384
中低参数,60,200,300,新建系统,VIC,35,13.64,28.04,33158.840000000004,16337.01232,16821.827680000002
中低参数,60,200,300,新建系统,VIC,36,14.08,28.04,33339.020000000004,16479.30304,16859.716960000005
中低参数,60,200,300,新建系统,VIC,37,14.52,28.04,33519.2,16621.59376,16897.606239999997
中低参数,60,200,300,新建系统,VIC,38,14.96,28.04,33699.380000000005,16763.88448,16935.495520000004
中低参数,60,200,300,新建系统,VIC,39,15.4,28.04,33879.56,16906.175199999998,16973.3848
中低参数,60,200,300,新建系统,VIC,40,15.84,28.04,34059.740000000005,17048.465920000002,17011.274080000003
中低参数,60,200,300,新建系统,VIC,41,15.84,28.04,34059.740000000005,17048.465920000002,17011.274080000003
中低参数,60,200,300,新建系统,VIC,42,16.28,28.04,34239.92,17190.75664,17049.16336
中低参数,60,200,300,新建系统,VIC,43,16.72,28.04,34420.1,17333.04736,17087.052639999998
中低参数,60,200,300,新建系统,VIC,44,17.16,28.04,34600.28,17475.33808,17124.941919999997
中低参数,60,200,300,新建系统,VIC,45,17.6,28.04,34780.46,17617.6288,17162.8312
中低参数,60,200,300,新建系统,VIC,46,18.04,28.04,34960.64,17759.91952,17200.72048
中低参数,60,200,300,新建系统,VIC,47,18.48,28.04,35140.82,17902.21024,17238.60976
中低参数,60,200,300,新建系统,VIC,48,18.92,28.04,35321.0,18044.500959999998,17276.499040000002
中低参数,60,200,300,新建系统,VIC,49,19.36,28.04,35501.18,18186.791680000002,17314.38832
中低参数,60,200,300,新建系统,VIC,50,19.8,28.04,35681.36,18329.0824,17352.2776
中低参数,60,200,300,新建系统,VIC,51,19.8,28.04,35681.36,18329.0824,17352.2776
中低参数,60,200,300,新建系统,VIC,52,20.24,50.32,56301.96,25764.37312,30537.58688
