project_type,region,panel_count,solar_kw,inverter_kw,battery_kwh,total_with_tax,pv_stc,battery_stc,state_subsidy,total_subsidy,final_price
新建系统,NSW,50,19.8,9.3,28.04,15990.7,6403.0824,9126,924.0,16453.0824,-462.3823999999986
新建系统,NSW,51,19.8,9.3,28.04,15990.7,6403.0824,9126,924.0,16453.0824,-462.3823999999986
新建系统,NSW,52,20.24,19.5,50.32,26286.920000000002,6545.373119999999,16419,0,22964.37312,3322.5468800000017
新建系统,NSW,53,20.68,19.5,50.32,26374.04,6687.663839999999,16419,0,23106.66384,3267.37616
新建系统,NSW,54,21.12,19.5,50.32,26461.16,6829.95456,16419,0,23248.95456,3212.2054400000015
新建系统,NSW,55,21.56,19.5,50.32,26548.28,6972.245279999999,16419,0,23391.24528,3157.0347199999997
新建系统,NSW,56,22.0,19.5,50.32,26635.4,7114.535999999999,16419,0,23533.536,3101.8640000000014
新建系统,NSW,57,22.44,19.5,50.32,26722.52,7256.826720000001,16419,0,23675.82672,3046.6932799999995
新建系统,NSW,58,22.88,19.5,50.32,26809.640000000003,7399.117439999998,16419,0,23818.117439999998,2991.522560000005
新建系统,NSW,59,23.32,19.5,50.32,26896.76,7541.40816,16419,0,23960.40816,2936.3518399999994
新建系统,NSW,60,23.76,19.5,50.32,26983.879999999997,7683.69888,16419,0,24102.69888,2881.1811199999975
新建系统,NSW,61,23.76,19.5,50.32,26983.879999999997,7683.69888,16419,0,24102.69888,2881.1811199999975
新建系统,NSW,62,24.2,19.5,50.32,27071.0,7825.989599999998,16419,0,24244.989599999997,2826.010400000003
新建系统,NSW,63,24.64,19.5,50.32,27158.120000000003,7968.280319999998,16419,0,24387.280319999998,2770.8396800000046
新建系统,NSW,64,25.080000000000002,19.5,50.32,27245.24,8110.571039999999,16419,0,24529.57104,2715.6689600000027
新建系统,NSW,65,25.52,19.5,50.32,27332.36,8252.86176,16419,0,24671.86176,2660.498240000001
新建系统,NSW,66,25.96,19.5,50.32,27419.48,8395.152479999999,16419,0,24814.152479999997,2605.3275200000026
新建系统,NSW,67,26.4,19.5,50.32,27506.6,8537.443199999998,16419,0,24956.443199999998,2550.1568000000007
新建系统,NSW,68,26.84,19.5,50.32,27593.72,8679.733919999999,16419,0,25098.73392,2494.9860800000024
新建系统,NSW,69,27.28,19.5,50.32,27680.840000000004,8822.02464,16419,0,25241.02464,2439.815360000004
新建系统,NSW,70,27.72,19.5,50.32,27767.96,8964.315359999999,16419,0,25383.31536,2384.6446399999986
新建系统,NSW,71,27.72,19.5,50.32,27767.96,8964.315359999999,16419,0,25383.31536,2384.6446399999986
新建系统,NSW,72,28.16,19.5,50.32,27855.079999999998,9106.60608,16419,0,25525.606079999998,2329.4739200000004
新建系统,NSW,73,28.6,19.5,50.32,27942.2,9248.8968,16419,0,25667.896800000002,2274.3031999999985
新建系统,NSW,74,29.04,19.5,50.32,28029.32,9391.18752,16419,0,25810.18752,2219.13248
新建系统,NSW,75,29.48,19.5,50.32,28116.440000000002,9533.47824,16419,0,25952.47824,2163.961760000002
新建系统,NSW,76,29.92,19.5,50.32,28203.559999999998,9675.76896,16419,0,26094.76896,2108.7910399999964
新建系统,NSW,77,30.36,19.5,50.32,28290.68,9818.05968,16419,0,26237.05968,2053.620320000002
新建系统,NSW,78,30.8,19.5,50.32,28377.8,9960.3504,16419,0,26379.3504,1998.4496
新建系统,NSW,79,31.24,19.5,50.32,28464.920000000002,10102.64112,16419,0,26521.64112,1943.2788800000017
新建系统,NSW,80,31.68,19.5,50.32,28552.04,10244.931840000001,16419,0,26663.93184,1888.1081599999998
新建系统,NSW,81,31.68,19.5,50.32,28552.04,10244.931840000001,16419,0,26663.93184,1888.1081599999998
新建系统,NSW,82,32.12,19.5,50.32,28639.16,10387.222559999998,16419,0,26806.22256,1832.9374400000015
新建系统,NSW,83,32.56,19.5,50.32,28726.28,10529.513280000001,16419,0,26948.51328,1777.7667199999996
新建系统,NSW,84,33.0,19.5,50.32,28813.4,10671.803999999998,16419,0,27090.803999999996,1722.596000000005
新建系统,NSW,85,33.44,19.5,50.32,28900.52,10814.09472,16419,0,27233.09472,1667.4252799999995
新建系统,NSW,86,33.88,19.5,50.32,28987.640000000003,10956.38544,16419,0,27375.38544,1612.2545600000049
新建系统,NSW,87,34.32,19.5,50.32,29074.76,11098.676159999999,16419,0,27517.67616,1557.0838399999993
新建系统,NSW,88,34.76,19.5,50.32,29161.879999999997,11240.966879999998,16419,0,27659.96688,1501.9131199999974
新建系统,NSW,89,35.2,19.5,50.32,29249.0,11383.2576,16419,0,27802.2576,1446.7423999999992
新建系统,NSW,90,35.64,19.5,50.32,29336.120000000003,11525.548319999998,16419,0,27944.548319999998,1391.5716800000046
新建系统,NSW,91,35.64,19.5,50.32,29336.120000000003,11525.548319999998,16419,0,27944.548319999998,1391.5716800000046
新建系统,NSW,92,36.08,19.5,50.32,29423.24,11667.839039999999,16419,0,28086.83904,1336.4009600000027
新建系统,NSW,93,36.52,19.5,50.32,29510.36,11810.12976,16419,0,28229.12976,1281.2302400000008
新建系统,NSW,94,36.96,19.5,50.32,29597.48,11952.420479999999,16419,0,28371.42048,1226.0595199999989
新建系统,NSW,95,37.4,19.5,50.32,29684.6,12094.711199999996,16419,0,28513.711199999998,1170.8888000000006
新建系统,NSW,96,37.84,19.5,50.32,29771.72,12237.001919999999,16419,0,28656.00192,1115.7180800000024
新建系统,NSW,97,38.28,19.5,50.32,29858.840000000004,12379.29264,16419,0,28798.29264,1060.5473600000041
新建系统,NSW,98,38.72,19.5,50.32,29945.96,12521.58336,16419,0,28940.58336,1005.3766399999986
新建系统,NSW,99,39.160000000000004,19.5,50.32,30033.08,12663.87408,16419,0,29082.87408,950.2059200000003
新建系统,NSW,100,39.6,19.5,50.32,30120.2,12806.1648,16419,0,29225.1648,895.0352000000021
新建系统,VIC,1,0.0,19.5,50.32,22279.4,0.0,16419,2800,19219.0,3060.4000000000015
新建系统,VIC,2,0.44,8,22.44,9869.42,142.29072,7293,2800,10235.29072,-365.8707200000008
新建系统,VIC,3,0.88,8,22.44,9956.539999999999,284.58144,7293,2800,10377.58144,-421.0414400000009
新建系统,VIC,4,1.32,8,22.44,10043.66,426.87216,7293,2800,10519.872159999999,-476.21215999999913
新建系统,VIC,5,1.76,8,22.44,10130.779999999999,569.16288,7293,2800,10662.16288,-531.382880000001
新建系统,VIC,6,2.2,8,22.44,10217.9,711.4536,7293,2800,10804.4536,-586.5536000000011
新建系统,VIC,7,2.64,8,22.44,10305.02,853.74432,7293,2800,10946.74432,-641.7243199999994
新建系统,VIC,8,3.08,8,22.44,10392.14,996.0350399999998,7293,2800,11089.035039999999,-696.8950399999994
新建系统,VIC,9,3.52,8,22.44,10479.26,1138.32576,7293,2800,11231.32576,-752.0657599999995
新建系统,VIC,10,3.96,8,22.44,10566.38,1280.6164800000001,7293,2800,11373.61648,-807.2364800000014
新建系统,VIC,11,3.96,8,22.44,10566.38,1280.6164800000001,7293,2800,11373.61648,-807.2364800000014
新建系统,VIC,12,4.4,8,22.44,10653.5,1422.9072,7293,2800,11515.9072,-862.4071999999996
新建系统,VIC,13,4.84,8,22.44,10740.62,1565.19792,7293,2800,11658.19792,-917.5779199999997
新建系统,VIC,14,5.28,9.6,22.22,11101.09,1707.48864,7254,2800,11761.48864,-660.3986399999994
新建系统,VIC,15,5.72,9.6,22.22,11188.210000000001,1849.7793599999995,7254,2800,11903.77936,-715.5693599999995
新建系统,VIC,16,6.16,9.6,22.22,11275.33,1992.0700799999995,7254,2800,12046.07008,-770.7400799999996
新建系统,VIC,17,6.6,9.6,22.22,11362.45,2134.3607999999995,7254,2800,12188.360799999999,-825.9107999999978
新建系统,VIC,18,7.04,9.6,22.22,11449.570000000002,2276.65152,7254,2800,12330.65152,-881.0815199999979
新建系统,VIC,19,7.48,9.6,22.22,11536.689999999999,2418.94224,7254,2800,12472.94224,-936.2522400000016
新建系统,VIC,20,7.92,9.99,29.33,14251.435000000001,2561.2329600000003,9555,2800,14916.232960000001,-664.7979599999999
新建系统,VIC,21,7.92,9.99,29.33,14251.435000000001,2561.2329600000003,9555,2800,14916.232960000001,-664.7979599999999
新建系统,VIC,22,8.36,9.99,29.33,14338.555,2703.52368,9555,2800,15058.52368,-719.96868
新建系统,VIC,23,8.8,9.99,29.33,14425.675,2845.8144,9555,2800,15200.8144,-775.1394
新建系统,VIC,24,9.24,9.99,29.33,14512.795000000002,2988.1051199999997,9555,2800,15343.10512,-830.3101199999983
新建系统,VIC,25,9.68,9.99,29.33,14599.914999999999,3130.39584,9555,2800,15485.395840000001,-885.480840000002
新建系统,VIC,26,10.12,9.99,29.33,14687.035,3272.6865599999996,9555,2800,15627.68656,-940.6515600000002
新建系统,VIC,27,10.56,9.99,29.33,14774.154999999999,3414.97728,9555,2800,15769.97728,-995.8222800000003
新建系统,VIC,28,11.0,9.99,29.33,14861.275,3557.2679999999996,9555,2800,15912.268,-1050.9930000000004
新建系统,VIC,29,11.44,9.99,29.33,14948.395,3699.558719999999,9555,2800,16054.558719999999,-1106.1637199999986
新建系统,VIC,30,11.88,9.99,29.33,15035.515,3841.84944,9555,2800,16196.84944,-1161.3344400000005
新建系统,VIC,31,11.88,9.99,29.33,15035.515,3841.84944,9555,2800,16196.84944,-1161.3344400000005
新建系统,VIC,32,12.32,9.3,28.04,14509.66,3984.140159999999,9126,2800,15910.140159999999,-1400.4801599999992
新建系统,VIC,33,12.76,9.3,28.04,14596.779999999999,4126.43088,9126,2800,16052.43088,-1455.650880000001
新建系统,VIC,34,13.2,9.3,28.04,14683.9,4268.721599999999,9126,2800,16194.721599999999,-1510.8215999999993
新建系统,VIC,35,13.64,9.3,28.04,14771.02,4411.01232,9126,2800,16337.01232,-1565.9923199999994
新建系统,VIC,36,14.08,9.3,28.04,14858.140000000001,4553.30304,9126,2800,16479.30304,-1621.1630399999976
新建系统,VIC,37,14.52,9.3,28.04,14945.26,4695.59376,9126,2800,16621.59376,-1676.3337599999995
新建系统,VIC,38,14.96,9.3,28.04,15032.38,4837.88448,9126,2800,16763.88448,-1731.5044800000014
新建系统,VIC,39,15.4,9.3,28.04,15119.5,4980.1752,9126,2800,16906.175199999998,-1786.6751999999979
新建系统,VIC,40,15.84,9.3,28.04,15206.62,5122.465920000001,9126,2800,17048.465920000002,-1841.8459200000016
新建系统,VIC,41,15.84,9.3,28.04,15206.62,5122.465920000001,9126,2800,17048.465920000002,-1841.8459200000016
新建系统,VIC,42,16.28,9.3,28.04,15293.740000000002,5264.7566400000005,9126,2800,17190.75664,-1897.016639999998
新建系统,VIC,43,16.72,9.3,28.04,15380.86,5407.04736,9126,2800,17333.04736,-1952.18736
新建系统,VIC,44,17.16,9.3,28.04,15467.98,5549.3380799999995,9126,2800,17475.33808,-2007.3580800000018
新建系统,VIC,45,17.6,9.3,28.04,15555.1,5691.6288,9126,2800,17617.6288,-2062.5287999999982
新建系统,VIC,46,18.04,9.3,28.04,15642.220000000001,5833.9195199999995,9126,2800,17759.91952,-2117.6995199999983
新建系统,VIC,47,18.48,9.3,28.04,15729.340000000002,5976.210239999999,9126,2800,17902.21024,-2172.8702399999984
新建系统,VIC,48,18.92,9.3,28.04,15816.460000000001,6118.500959999999,9126,2800,18044.500959999998,-2228.0409599999966
新建系统,VIC,49,19.36,9.3,28.04,15903.58,6260.79168,9126,2800,18186.791680000002,-2283.211680000002
新建系统,VIC,50,19.8,9.3,28.04,15990.7,6403.0824,9126,2800,18329.0824,-2338.3823999999986
新建系统,VIC,51,19.8,9.3,28.04,15990.7,6403.0824,9126,2800,18329.0824,-2338.3823999999986
新建系统,VIC,52,20.24,19.5,50.32,26286.920000000002,6545.373119999999,16419,2800,25764.37312,522.5468800000017
新建系统,VIC,53,20.68,19.5,50.32,26374.04,6687.663839999999,16419,2800,25906.66384,467.3761599999998
新建系统,VIC,54,21.12,19.5,50.32,26461.16,6829.95456,16419,2800,26048.95456,412.20544000000154
新建系统,VIC,55,21.56,19.5,50.32,26548.28,6972.245279999999,16419,2800,26191.24528,357.03471999999965
新建系统,VIC,56,22.0,19.5,50.32,26635.4,7114.535999999999,16419,2800,26333.536,301.8640000000014
新建系统,VIC,57,22.44,19.5,50.32,26722.52,7256.826720000001,16419,2800,26475.82672,246.6932799999995
新建系统,VIC,58,22.88,19.5,50.32,26809.640000000003,7399.117439999998,16419,2800,26618.117439999998,191.5225600000049
新建系统,VIC,59,23.32,19.5,50.32,26896.76,7541.40816,16419,2800,26760.40816,136.35183999999936
新建系统,VIC,60,23.76,19.5,50.32,26983.879999999997,7683.69888,16419,2800,26902.69888,81.18111999999746
新建系统,VIC,61,23.76,19.5,50.32,26983.879999999997,7683.69888,16419,2800,26902.69888,81.18111999999746
新建系统,VIC,62,24.2,19.5,50.32,27071.0,7825.989599999998,16419,2800,27044.989599999997,26.010400000002846
新建系统,VIC,63,24.64,19.5,50.32,27158.120000000003,7968.280319999998,16419,2800,27187.280319999998,-29.16031999999541
新建系统,VIC,64,25.080000000000002,19.5,50.32,27245.24,8110.571039999999,16419,2800,27329.57104,-84.3310399999973
新建系统,VIC,65,25.52,19.5,50.32,27332.36,8252.86176,16419,2800,27471.86176,-139.5017599999992
新建系统,VIC,66,25.96,19.5,50.32,27419.48,8395.152479999999,16419,2800,27614.152479999997,-194.67247999999745
新建系统,VIC,67,26.4,19.5,50.32,27506.6,8537.443199999998,16419,2800,27756.443199999998,-249.84319999999934
新建系统,VIC,68,26.84,19.5,50.32,27593.72,8679.733919999999,16419,2800,27898.73392,-305.0139199999976
新建系统,VIC,69,27.28,19.5,50.32,27680.840000000004,8822.02464,16419,2800,28041.02464,-360.18463999999585
新建系统,VIC,70,27.72,19.5,50.32,27767.96,8964.315359999999,16419,2800,28183.31536,-415.3553600000014
新建系统,VIC,71,27.72,19.5,50.32,27767.96,8964.315359999999,16419,2800,28183.31536,-415.3553600000014
新建系统,VIC,72,28.16,19.5,50.32,27855.079999999998,9106.60608,16419,2800,28325.606079999998,-470.52607999999964
新建系统,VIC,73,28.6,19.5,50.32,27942.2,9248.8968,16419,2800,28467.896800000002,-525.6968000000015
新建系统,VIC,74,29.04,19.5,50.32,28029.32,9391.18752,16419,2800,28610.18752,-580.8675199999998
新建系统,VIC,75,29.48,19.5,50.32,28116.440000000002,9533.47824,16419,2800,28752.47824,-636.038239999998
新建系统,VIC,76,29.92,19.5,50.32,28203.559999999998,9675.76896,16419,2800,28894.76896,-691.2089600000036
新建系统,VIC,77,30.36,19.5,50.32,28290.68,9818.05968,16419,2800,29037.05968,-746.3796799999982
新建系统,VIC,78,30.8,19.5,50.32,28377.8,9960.3504,16419,2800,29179.3504,-801.5504000000001
新建系统,VIC,79,31.24,19.5,50.32,28464.920000000002,10102.64112,16419,2800,29321.64112,-856.7211199999983
新建系统,VIC,80,31.68,19.5,50.32,28552.04,10244.931840000001,16419,2800,29463.93184,-911.8918400000002
新建系统,VIC,81,31.68,19.5,50.32,28552.04,10244.931840000001,16419,2800,29463.93184,-911.8918400000002
新建系统,VIC,82,32.12,19.5,50.32,28639.16,10387.222559999998,16419,2800,29606.22256,-967.0625599999985
新建系统,VIC,83,32.56,19.5,50.32,28726.28,10529.513280000001,16419,2800,29748.51328,-1022.2332800000004
新建系统,VIC,84,33.0,19.5,50.32,28813.4,10671.803999999998,16419,2800,29890.803999999996,-1077.403999999995
新建系统,VIC,85,33.44,19.5,50.32,28900.52,10814.09472,16419,2800,30033.09472,-1132.5747200000005
新建系统,VIC,86,33.88,19.5,50.32,28987.640000000003,10956.38544,16419,2800,30175.38544,-1187.7454399999951
新建系统,VIC,87,34.32,19.5,50.32,29074.76,11098.676159999999,16419,2800,30317.67616,-1242.9161600000007
新建系统,VIC,88,34.76,19.5,50.32,29161.879999999997,11240.966879999998,16419,2800,30459.96688,-1298.0868800000026
新建系统,VIC,89,35.2,19.5,50.32,29249.0,11383.2576,16419,2800,30602.2576,-1353.2576000000008
新建系统,VIC,90,35.64,19.5,50.32,29336.120000000003,11525.548319999998,16419,2800,30744.548319999998,-1408.4283199999954
新建系统,VIC,91,35.64,19.5,50.32,29336.120000000003,11525.548319999998,16419,2800,30744.548319999998,-1408.4283199999954
新建系统,VIC,92,36.08,19.5,50.32,29423.24,11667.839039999999,16419,2800,30886.83904,-1463.5990399999973
新建系统,VIC,93,36.52,19.5,50.32,29510.36,11810.12976,16419,2800,31029.12976,-1518.7697599999992
新建系统,VIC,94,36.96,19.5,50.32,29597.48,11952.420479999999,16419,2800,31171.42048,-1573.9404800000011
新建系统,VIC,95,37.4,19.5,50.32,29684.6,12094.711199999996,16419,2800,31313.711199999998,-1629.1111999999994
新建系统,VIC,96,37.84,19.5,50.32,29771.72,12237.001919999999,16419,2800,31456.00192,-1684.2819199999976
新建系统,VIC,97,38.28,19.5,50.32,29858.840000000004,12379.29264,16419,2800,31598.29264,-1739.4526399999959
新建系统,VIC,98,38.72,19.5,50.32,29945.96,12521.58336,16419,2800,31740.58336,-1794.6233600000014
新建系统,VIC,99,39.160000000000004,19.5,50.32,30033.08,12663.87408,16419,2800,31882.87408,-1849.7940799999997
新建系统,VIC,100,39.6,19.5,50.32,30120.2,12806.1648,16419,2800,32025.1648,-1904.964799999998
新建系统,QLD,1,0.0,19.5,50.32,22279.4,0.0,16419,0,16419.0,5860.4000000000015
新建系统,QLD,2,0.44,8,22.44,9869.42,142.29072,7293,0,7435.29072,2434.12928
新建系统,QLD,3,0.88,8,22.44,9956.539999999999,284.58144,7293,0,7577.58144,2378.958559999999
新建系统,QLD,4,1.32,8,22.44,10043.66,426.87216,7293,0,7719.87216,2323.78784
新建系统,QLD,5,1.76,8,22.44,10130.779999999999,569.16288,7293,0,7862.16288,2268.617119999999
新建系统,QLD,6,2.2,8,22.44,10217.9,711.4536,7293,0,8004.4536,2213.4464
新建系统,QLD,7,2.64,8,22.44,10305.02,853.74432,7293,0,8146.74432,2158.2756800000006
新建系统,QLD,8,3.08,8,22.44,10392.14,996.0350399999998,7293,0,8289.035039999999,2103.1049600000006
新建系统,QLD,9,3.52,8,22.44,10479.26,1138.32576,7293,0,8431.32576,2047.9342400000005
新建系统,QLD,10,3.96,8,22.44,10566.38,1280.6164800000001,7293,0,8573.61648,1992.7635199999986
新建系统,QLD,11,3.96,8,22.44,10566.38,1280.6164800000001,7293,0,8573.61648,1992.7635199999986
新建系统,QLD,12,4.4,8,22.44,10653.5,1422.9072,7293,0,8715.9072,1937.5928000000004
新建系统,QLD,13,4.84,8,22.44,10740.62,1565.19792,7293,0,8858.19792,1882.4220800000003
新建系统,QLD,14,5.28,9.6,22.22,11101.09,1707.48864,7254,0,8961.48864,2139.6013600000006
新建系统,QLD,15,5.72,9.6,22.22,11188.210000000001,1849.7793599999995,7254,0,9103.77936,2084.4306400000005
新建系统,QLD,16,6.16,9.6,22.22,11275.33,1992.0700799999995,7254,0,9246.07008,2029.2599200000004
新建系统,QLD,17,6.6,9.6,22.22,11362.45,2134.3607999999995,7254,0,9388.360799999999,1974.0892000000022
新建系统,QLD,18,7.04,9.6,22.22,11449.570000000002,2276.65152,7254,0,9530.65152,1918.918480000002
新建系统,QLD,19,7.48,9.6,22.22,11536.689999999999,2418.94224,7254,0,9672.94224,1863.7477599999984
新建系统,QLD,20,7.92,9.99,29.33,14251.435000000001,2561.2329600000003,9555,0,12116.232960000001,2135.20204
新建系统,QLD,21,7.92,9.99,29.33,14251.435000000001,2561.2329600000003,9555,0,12116.232960000001,2135.20204
新建系统,QLD,22,8.36,9.99,29.33,14338.555,2703.52368,9555,0,12258.52368,2080.03132
新建系统,QLD,23,8.8,9.99,29.33,14425.675,2845.8144,9555,0,12400.8144,2024.8606
新建系统,QLD,24,9.24,9.99,29.33,14512.795000000002,2988.1051199999997,9555,0,12543.10512,1969.6898800000017
新建系统,QLD,25,9.68,9.99,29.33,14599.914999999999,3130.39584,9555,0,12685.395840000001,1914.519159999998
新建系统,QLD,26,10.12,9.99,29.33,14687.035,3272.6865599999996,9555,0,12827.68656,1859.3484399999998
新建系统,QLD,27,10.56,9.99,29.33,14774.154999999999,3414.97728,9555,0,12969.97728,1804.1777199999997
新建系统,QLD,28,11.0,9.99,29.33,14861.275,3557.2679999999996,9555,0,13112.268,1749.0069999999996
新建系统,QLD,29,11.44,9.99,29.33,14948.395,3699.558719999999,9555,0,13254.558719999999,1693.8362800000014
新建系统,QLD,30,11.88,9.99,29.33,15035.515,3841.84944,9555,0,13396.84944,1638.6655599999995
新建系统,QLD,31,11.88,9.99,29.33,15035.515,3841.84944,9555,0,13396.84944,1638.6655599999995
新建系统,QLD,32,12.32,9.3,28.04,14509.66,3984.140159999999,9126,0,13110.140159999999,1399.5198400000008
新建系统,QLD,33,12.76,9.3,28.04,14596.779999999999,4126.43088,9126,0,13252.43088,1344.349119999999
新建系统,QLD,34,13.2,9.3,28.04,14683.9,4268.721599999999,9126,0,13394.721599999999,1289.1784000000007
新建系统,QLD,35,13.64,9.3,28.04,14771.02,4411.01232,9126,0,13537.01232,1234.0076800000006
新建系统,QLD,36,14.08,9.3,28.04,14858.140000000001,4553.30304,9126,0,13679.303039999999,1178.8369600000024
新建系统,QLD,37,14.52,9.3,28.04,14945.26,4695.59376,9126,0,13821.59376,1123.6662400000005
新建系统,QLD,38,14.96,9.3,28.04,15032.38,4837.88448,9126,0,13963.88448,1068.4955199999986
新建系统,QLD,39,15.4,9.3,28.04,15119.5,4980.1752,9126,0,14106.1752,1013.3248000000003
新建系统,QLD,40,15.84,9.3,28.04,15206.62,5122.465920000001,9126,0,14248.46592,958.1540800000002
新建系统,QLD,41,15.84,9.3,28.04,15206.62,5122.465920000001,9126,0,14248.46592,958.1540800000002
新建系统,QLD,42,16.28,9.3,28.04,15293.740000000002,5264.7566400000005,9126,0,14390.75664,902.983360000002
新建系统,QLD,43,16.72,9.3,28.04,15380.86,5407.04736,9126,0,14533.04736,847.8126400000001
