scenario,param_panel,param_inverter,param_battery,project_type,region,panel_count,solar_kw,inverter_kw,battery_kwh,pre_tax_total,total_with_tax,subsidy,final_price
低参数,200,150,400,电池扩容,SA,60,18.48,9.3,28.04,11216.0,12337.6,9126,3211.6000000000004
低参数,200,150,400,电池扩容,SA,61,18.48,9.3,28.04,11216.0,12337.6,9126,3211.6000000000004
低参数,200,150,400,电池扩容,SA,62,18.92,9.3,28.04,11216.0,12337.6,9126,3211.6000000000004
低参数,200,150,400,电池扩容,SA,63,19.36,9.3,28.04,11216.0,12337.6,9126,3211.6000000000004
低参数,200,150,400,电池扩容,SA,64,19.36,9.3,28.04,11216.0,12337.6,9126,3211.6000000000004
低参数,200,150,400,电池扩容,SA,65,19.8,9.3,28.04,11216.0,12337.6,9126,3211.6000000000004
低参数,200,150,400,电池扩容,SA,66,20.24,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,SA,67,20.24,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,SA,68,20.68,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,SA,69,21.12,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,SA,70,21.56,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,SA,71,21.56,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,SA,72,22.0,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,SA,73,22.44,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,SA,74,22.44,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,SA,75,22.88,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,SA,76,23.32,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,SA,77,23.32,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,SA,78,23.76,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,SA,79,24.2,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,SA,80,24.64,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,SA,81,24.64,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,SA,82,25.080000000000002,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,SA,83,25.52,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,SA,84,25.52,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,SA,85,25.96,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,SA,86,26.4,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,SA,87,26.4,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,SA,88,26.84,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,SA,89,27.28,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,SA,90,27.28,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,SA,91,27.72,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,SA,92,28.16,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,SA,93,28.6,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,SA,94,28.6,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,SA,95,29.04,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,SA,96,29.48,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,SA,97,29.48,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,SA,98,29.92,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,SA,99,30.36,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,SA,100,30.8,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,WA,1,0.0,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,WA,2,0.44,8,22.44,8976.0,9873.6,7293,2580.6000000000004
低参数,200,150,400,电池扩容,WA,3,0.88,8,22.44,8976.0,9873.6,7293,2580.6000000000004
低参数,200,150,400,电池扩容,WA,4,0.88,8,22.44,8976.0,9873.6,7293,2580.6000000000004
低参数,200,150,400,电池扩容,WA,5,1.32,8,22.44,8976.0,9873.6,7293,2580.6000000000004
低参数,200,150,400,电池扩容,WA,6,1.76,8,22.44,8976.0,9873.6,7293,2580.6000000000004
低参数,200,150,400,电池扩容,WA,7,1.76,8,22.44,8976.0,9873.6,7293,2580.6000000000004
低参数,200,150,400,电池扩容,WA,8,2.2,8,22.44,8976.0,9873.6,7293,2580.6000000000004
低参数,200,150,400,电池扩容,WA,9,2.64,8,22.44,8976.0,9873.6,7293,2580.6000000000004
低参数,200,150,400,电池扩容,WA,10,3.08,8,22.44,8976.0,9873.6,7293,2580.6000000000004
低参数,200,150,400,电池扩容,WA,11,3.08,8,22.44,8976.0,9873.6,7293,2580.6000000000004
低参数,200,150,400,电池扩容,WA,12,3.52,8,22.44,8976.0,9873.6,7293,2580.6000000000004
低参数,200,150,400,电池扩容,WA,13,3.96,8,22.44,8976.0,9873.6,7293,2580.6000000000004
低参数,200,150,400,电池扩容,WA,14,3.96,8,22.44,8976.0,9873.6,7293,2580.6000000000004
低参数,200,150,400,电池扩容,WA,15,4.4,8,22.44,8976.0,9873.6,7293,2580.6000000000004
低参数,200,150,400,电池扩容,WA,16,4.84,8,22.44,8976.0,9873.6,7293,2580.6000000000004
低参数,200,150,400,电池扩容,WA,17,4.84,8,22.44,8976.0,9873.6,7293,2580.6000000000004
低参数,200,150,400,电池扩容,WA,18,5.28,9.6,22.22,8888.0,9776.8,7254,2522.7999999999993
低参数,200,150,400,电池扩容,WA,19,5.72,9.6,22.22,8888.0,9776.8,7254,2522.7999999999993
低参数,200,150,400,电池扩容,WA,20,6.16,9.6,22.22,8888.0,9776.8,7254,2522.7999999999993
低参数,200,150,400,电池扩容,WA,21,6.16,9.6,22.22,8888.0,9776.8,7254,2522.7999999999993
低参数,200,150,400,电池扩容,WA,22,6.6,9.6,22.22,8888.0,9776.8,7254,2522.7999999999993
低参数,200,150,400,电池扩容,WA,23,7.04,9.6,22.22,8888.0,9776.8,7254,2522.7999999999993
低参数,200,150,400,电池扩容,WA,24,7.04,9.6,22.22,8888.0,9776.8,7254,2522.7999999999993
低参数,200,150,400,电池扩容,WA,25,7.48,9.6,22.22,8888.0,9776.8,7254,2522.7999999999993
低参数,200,150,400,电池扩容,WA,26,7.92,9.99,29.33,11732.0,12905.2,9555,3350.2000000000007
低参数,200,150,400,电池扩容,WA,27,7.92,9.99,29.33,11732.0,12905.2,9555,3350.2000000000007
低参数,200,150,400,电池扩容,WA,28,8.36,9.99,29.33,11732.0,12905.2,9555,3350.2000000000007
低参数,200,150,400,电池扩容,WA,29,8.8,9.99,29.33,11732.0,12905.2,9555,3350.2000000000007
低参数,200,150,400,电池扩容,WA,30,9.24,9.99,29.33,11732.0,12905.2,9555,3350.2000000000007
低参数,200,150,400,电池扩容,WA,31,9.24,9.99,29.33,11732.0,12905.2,9555,3350.2000000000007
低参数,200,150,400,电池扩容,WA,32,9.68,9.99,29.33,11732.0,12905.2,9555,3350.2000000000007
低参数,200,150,400,电池扩容,WA,33,10.12,9.99,29.33,11732.0,12905.2,9555,3350.2000000000007
低参数,200,150,400,电池扩容,WA,34,10.12,9.99,29.33,11732.0,12905.2,9555,3350.2000000000007
低参数,200,150,400,电池扩容,WA,35,10.56,9.99,29.33,11732.0,12905.2,9555,3350.2000000000007
低参数,200,150,400,电池扩容,WA,36,11.0,9.99,29.33,11732.0,12905.2,9555,3350.2000000000007
低参数,200,150,400,电池扩容,WA,37,11.0,9.99,29.33,11732.0,12905.2,9555,3350.2000000000007
低参数,200,150,400,电池扩容,WA,38,11.44,9.99,29.33,11732.0,12905.2,9555,3350.2000000000007
低参数,200,150,400,电池扩容,WA,39,11.88,9.99,29.33,11732.0,12905.2,9555,3350.2000000000007
低参数,200,150,400,电池扩容,WA,40,12.32,9.3,28.04,11216.0,12337.6,9126,3211.6000000000004
低参数,200,150,400,电池扩容,WA,41,12.32,9.3,28.04,11216.0,12337.6,9126,3211.6000000000004
低参数,200,150,400,电池扩容,WA,42,12.76,9.3,28.04,11216.0,12337.6,9126,3211.6000000000004
低参数,200,150,400,电池扩容,WA,43,13.2,9.3,28.04,11216.0,12337.6,9126,3211.6000000000004
低参数,200,150,400,电池扩容,WA,44,13.2,9.3,28.04,11216.0,12337.6,9126,3211.6000000000004
低参数,200,150,400,电池扩容,WA,45,13.64,9.3,28.04,11216.0,12337.6,9126,3211.6000000000004
低参数,200,150,400,电池扩容,WA,46,14.08,9.3,28.04,11216.0,12337.6,9126,3211.6000000000004
低参数,200,150,400,电池扩容,WA,47,14.08,9.3,28.04,11216.0,12337.6,9126,3211.6000000000004
低参数,200,150,400,电池扩容,WA,48,14.52,9.3,28.04,11216.0,12337.6,9126,3211.6000000000004
低参数,200,150,400,电池扩容,WA,49,14.96,9.3,28.04,11216.0,12337.6,9126,3211.6000000000004
低参数,200,150,400,电池扩容,WA,50,15.4,9.3,28.04,11216.0,12337.6,9126,3211.6000000000004
低参数,200,150,400,电池扩容,WA,51,15.4,9.3,28.04,11216.0,12337.6,9126,3211.6000000000004
低参数,200,150,400,电池扩容,WA,52,15.84,9.3,28.04,11216.0,12337.6,9126,3211.6000000000004
低参数,200,150,400,电池扩容,WA,53,16.28,9.3,28.04,11216.0,12337.6,9126,3211.6000000000004
低参数,200,150,400,电池扩容,WA,54,16.28,9.3,28.04,11216.0,12337.6,9126,3211.6000000000004
低参数,200,150,400,电池扩容,WA,55,16.72,9.3,28.04,11216.0,12337.6,9126,3211.6000000000004
低参数,200,150,400,电池扩容,WA,56,17.16,9.3,28.04,11216.0,12337.6,9126,3211.6000000000004
低参数,200,150,400,电池扩容,WA,57,17.16,9.3,28.04,11216.0,12337.6,9126,3211.6000000000004
低参数,200,150,400,电池扩容,WA,58,17.6,9.3,28.04,11216.0,12337.6,9126,3211.6000000000004
低参数,200,150,400,电池扩容,WA,59,18.04,9.3,28.04,11216.0,12337.6,9126,3211.6000000000004
低参数,200,150,400,电池扩容,WA,60,18.48,9.3,28.04,11216.0,12337.6,9126,3211.6000000000004
低参数,200,150,400,电池扩容,WA,61,18.48,9.3,28.04,11216.0,12337.6,9126,3211.6000000000004
低参数,200,150,400,电池扩容,WA,62,18.92,9.3,28.04,11216.0,12337.6,9126,3211.6000000000004
低参数,200,150,400,电池扩容,WA,63,19.36,9.3,28.04,11216.0,12337.6,9126,3211.6000000000004
低参数,200,150,400,电池扩容,WA,64,19.36,9.3,28.04,11216.0,12337.6,9126,3211.6000000000004
低参数,200,150,400,电池扩容,WA,65,19.8,9.3,28.04,11216.0,12337.6,9126,3211.6000000000004
低参数,200,150,400,电池扩容,WA,66,20.24,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,WA,67,20.24,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,WA,68,20.68,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,WA,69,21.12,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,WA,70,21.56,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,WA,71,21.56,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,WA,72,22.0,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,WA,73,22.44,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,WA,74,22.44,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,WA,75,22.88,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,WA,76,23.32,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,WA,77,23.32,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,WA,78,23.76,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,WA,79,24.2,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,WA,80,24.64,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,WA,81,24.64,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,WA,82,25.080000000000002,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,WA,83,25.52,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,WA,84,25.52,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,WA,85,25.96,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,WA,86,26.4,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,WA,87,26.4,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,WA,88,26.84,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,WA,89,27.28,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,WA,90,27.28,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,WA,91,27.72,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,WA,92,28.16,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,WA,93,28.6,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,WA,94,28.6,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,WA,95,29.04,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,WA,96,29.48,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,WA,97,29.48,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,WA,98,29.92,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,WA,99,30.36,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
低参数,200,150,400,电池扩容,WA,100,30.8,19.5,50.32,20128.0,22140.8,16419,5721.799999999999
中低参数,300,200,600,新建系统,NSW,1,0.0,19.5,50.32,34092.0,37501.2,16419.0,21082.199999999997
中低参数,300,200,600,新建系统,NSW,2,0.44,8,22.44,15196.0,16715.6,8174.49072,8541.109279999999
中低参数,300,200,600,新建系统,NSW,3,0.88,8,22.44,15328.0,16860.8,8316.78144,8544.018559999999
中低参数,300,200,600,新建系统,NSW,4,1.32,8,22.44,15460.0,17006.0,8459.07216,8546.92784
中低参数,300,200,600,新建系统,NSW,5,1.76,8,22.44,15592.0,17151.2,8601.36288,8549.83712
中低参数,300,200,600,新建系统,NSW,6,2.2,8,22.44,15724.0,17296.4,8743.6536,8552.746400000002
中低参数,300,200,600,新建系统,NSW,7,2.64,8,22.44,15856.0,17441.6,8885.94432,8555.655679999998
中低参数,300,200,600,新建系统,NSW,8,3.08,8,22.44,15988.0,17586.8,9028.23504,8558.56496
中低参数,300,200,600,新建系统,NSW,9,3.52,8,22.44,16120.0,17732.0,9170.52576,8561.47424
中低参数,300,200,600,新建系统,NSW,10,3.96,8,22.44,16252.0,17877.2,9312.816480000001,8564.38352
中低参数,300,200,600,新建系统,NSW,11,3.96,8,22.44,16252.0,17877.2,9312.816480000001,8564.38352
中低参数,300,200,600,新建系统,NSW,12,4.4,8,22.44,16384.0,18022.4,9455.1072,8567.292800000001
中低参数,300,200,600,新建系统,NSW,13,4.84,8,22.44,16516.0,18167.6,9597.397920000001,8570.202079999997
中低参数,300,200,600,新建系统,NSW,14,5.28,9.6,22.22,16836.0,18519.6,9692.43864,8827.161359999998
中低参数,300,200,600,新建系统,NSW,15,5.72,9.6,22.22,16968.0,18664.8,9834.729360000001,8830.070639999998
中低参数,300,200,600,新建系统,NSW,16,6.16,9.6,22.22,17100.0,18810.0,9977.02008,8832.97992
中低参数,300,200,600,新建系统,NSW,17,6.6,9.6,22.22,17232.0,18955.2,10119.3108,8835.889200000001
中低参数,300,200,600,新建系统,NSW,18,7.04,9.6,22.22,17364.0,19100.4,10261.60152,8838.798480000001
中低参数,300,200,600,新建系统,NSW,19,7.48,9.6,22.22,17496.0,19245.6,10403.892240000001,8841.707759999998
中低参数,300,200,600,新建系统,NSW,20,7.92,9.99,29.33,21972.0,24169.2,13081.482960000001,11087.71704
中低参数,300,200,600,新建系统,NSW,21,7.92,9.99,29.33,21972.0,24169.2,13081.482960000001,11087.71704
中低参数,300,200,600,新建系统,NSW,22,8.36,9.99,29.33,22104.0,24314.4,13223.77368,11090.626320000001
中低参数,300,200,600,新建系统,NSW,23,8.8,9.99,29.33,22236.0,24459.6,13366.0644,11093.5356
中低参数,300,200,600,新建系统,NSW,24,9.24,9.99,29.33,22368.0,24604.8,13508.35512,11096.44488
中低参数,300,200,600,新建系统,NSW,25,9.68,9.99,29.33,22500.0,24750.0,13650.645840000001,11099.354159999999
中低参数,300,200,600,新建系统,NSW,26,10.12,9.99,29.33,22632.0,24895.2,13792.93656,11102.26344
中低参数,300,200,600,新建系统,NSW,27,10.56,9.99,29.33,22764.0,25040.4,13935.22728,11105.172720000002
中低参数,300,200,600,新建系统,NSW,28,11.0,9.99,29.33,22896.0,25185.6,14077.518,11108.081999999999
中低参数,300,200,600,新建系统,NSW,29,11.44,9.99,29.33,23028.0,25330.8,14219.808719999999,11110.99128
中低参数,300,200,600,新建系统,NSW,30,11.88,9.99,29.33,23160.0,25476.0,14362.09944,11113.90056
中低参数,300,200,600,新建系统,NSW,31,11.88,9.99,29.33,23160.0,25476.0,14362.09944,11113.90056
中低参数,300,200,600,新建系统,NSW,32,12.32,9.3,28.04,22380.0,24618.0,14034.140159999999,10583.859840000001
中低参数,300,200,600,新建系统,NSW,33,12.76,9.3,28.04,22512.0,24763.2,14176.43088,10586.76912
中低参数,300,200,600,新建系统,NSW,34,13.2,9.3,28.04,22644.0,24908.4,14318.721599999999,10589.678400000003
中低参数,300,200,600,新建系统,NSW,35,13.64,9.3,28.04,22776.0,25053.6,14461.01232,10592.587679999999
中低参数,300,200,600,新建系统,NSW,36,14.08,9.3,28.04,22908.0,25198.8,14603.303039999999,10595.49696
中低参数,300,200,600,新建系统,NSW,37,14.52,9.3,28.04,23040.0,25344.0,14745.59376,10598.40624
中低参数,300,200,600,新建系统,NSW,38,14.96,9.3,28.04,23172.0,25489.2,14887.88448,10601.31552
中低参数,300,200,600,新建系统,NSW,39,15.4,9.3,28.04,23304.0,25634.4,15030.1752,10604.224800000002
中低参数,300,200,600,新建系统,NSW,40,15.84,9.3,28.04,23436.0,25779.6,15172.46592,10607.134079999998
中低参数,300,200,600,新建系统,NSW,41,15.84,9.3,28.04,23436.0,25779.6,15172.46592,10607.134079999998
中低参数,300,200,600,新建系统,NSW,42,16.28,9.3,28.04,23568.0,25924.8,15314.75664,10610.04336
中低参数,300,200,600,新建系统,NSW,43,16.72,9.3,28.04,23700.0,26070.0,15457.04736,10612.95264
中低参数,300,200,600,新建系统,NSW,44,17.16,9.3,28.04,23832.0,26215.2,15599.33808,10615.861920000001
中低参数,300,200,600,新建系统,NSW,45,17.6,9.3,28.04,23964.0,26360.4,15741.6288,10618.771200000001
中低参数,300,200,600,新建系统,NSW,46,18.04,9.3,28.04,24096.0,26505.6,15883.91952,10621.680479999999
中低参数,300,200,600,新建系统,NSW,47,18.48,9.3,28.04,24228.0,26650.8,16026.21024,10624.589759999999
中低参数,300,200,600,新建系统,NSW,48,18.92,9.3,28.04,24360.0,26796.0,16168.50096,10627.49904
中低参数,300,200,600,新建系统,NSW,49,19.36,9.3,28.04,24492.0,26941.2,16310.79168,10630.40832
中低参数,300,200,600,新建系统,NSW,50,19.8,9.3,28.04,24624.0,27086.4,16453.0824,10633.317600000002
中低参数,300,200,600,新建系统,NSW,51,19.8,9.3,28.04,24624.0,27086.4,16453.0824,10633.317600000002
中低参数,300,200,600,新建系统,NSW,52,20.24,19.5,50.32,40164.0,44180.4,22964.37312,21216.02688
中低参数,300,200,600,新建系统,NSW,53,20.68,19.5,50.32,40296.0,44325.6,23106.66384,21218.936159999997
中低参数,300,200,600,新建系统,NSW,54,21.12,19.5,50.32,40428.0,44470.8,23248.95456,21221.845440000005
中低参数,300,200,600,新建系统,NSW,55,21.56,19.5,50.32,40560.0,44616.0,23391.24528,21224.75472
中低参数,300,200,600,新建系统,NSW,56,22.0,19.5,50.32,40692.0,44761.2,23533.536,21227.663999999997
中低参数,300,200,600,新建系统,NSW,57,22.44,19.5,50.32,40824.0,44906.4,23675.82672,21230.57328
中低参数,300,200,600,新建系统,NSW,58,22.88,19.5,50.32,40956.0,45051.6,23818.117439999998,21233.48256
中低参数,300,200,600,新建系统,NSW,59,23.32,19.5,50.32,41088.0,45196.8,23960.40816,21236.391840000004
中低参数,300,200,600,新建系统,NSW,60,23.76,19.5,50.32,41220.0,45342.0,24102.69888,21239.30112
中低参数,300,200,600,新建系统,NSW,61,23.76,19.5,50.32,41220.0,45342.0,24102.69888,21239.30112
中低参数,300,200,600,新建系统,NSW,62,24.2,19.5,50.32,41352.0,45487.2,24244.989599999997,21242.2104
中低参数,300,200,600,新建系统,NSW,63,24.64,19.5,50.32,41484.0,45632.4,24387.280319999998,21245.119680000003
中低参数,300,200,600,新建系统,NSW,64,25.080000000000002,19.5,50.32,41616.0,45777.6,24529.57104,21248.02896
中低参数,300,200,600,新建系统,NSW,65,25.52,19.5,50.32,41748.0,45922.8,24671.86176,21250.938240000003
中低参数,300,200,600,新建系统,NSW,66,25.96,19.5,50.32,41880.0,46068.0,24814.152479999997,21253.847520000003
中低参数,300,200,600,新建系统,NSW,67,26.4,19.5,50.32,42012.0,46213.2,24956.443199999998,21256.7568
中低参数,300,200,600,新建系统,NSW,68,26.84,19.5,50.32,42144.0,46358.4,25098.73392,21259.666080000003
中低参数,300,200,600,新建系统,NSW,69,27.28,19.5,50.32,42276.0,46503.6,25241.02464,21262.57536
中低参数,300,200,600,新建系统,NSW,70,27.72,19.5,50.32,42408.0,46648.8,25383.31536,21265.484640000002
中低参数,300,200,600,新建系统,NSW,71,27.72,19.5,50.32,42408.0,46648.8,25383.31536,21265.484640000002
中低参数,300,200,600,新建系统,NSW,72,28.16,19.5,50.32,42540.0,46794.0,25525.606079999998,21268.393920000002
中低参数,300,200,600,新建系统,NSW,73,28.6,19.5,50.32,42672.0,46939.2,25667.896800000002,21271.303199999995
中低参数,300,200,600,新建系统,NSW,74,29.04,19.5,50.32,42804.0,47084.4,25810.18752,21274.212480000002
中低参数,300,200,600,新建系统,NSW,75,29.48,19.5,50.32,42936.0,47229.6,25952.47824,21277.121759999998
中低参数,300,200,600,新建系统,NSW,76,29.92,19.5,50.32,43068.0,47374.8,26094.76896,21280.03104
中低参数,300,200,600,新建系统,NSW,77,30.36,19.5,50.32,43200.0,47520.0,26237.05968,21282.94032
中低参数,300,200,600,新建系统,NSW,78,30.8,19.5,50.32,43332.0,47665.2,26379.3504,21285.849599999998
中低参数,300,200,600,新建系统,NSW,79,31.24,19.5,50.32,43464.0,47810.4,26521.64112,21288.75888
中低参数,300,200,600,新建系统,NSW,80,31.68,19.5,50.32,43596.0,47955.6,26663.93184,21291.668159999997
中低参数,300,200,600,新建系统,NSW,81,31.68,19.5,50.32,43596.0,47955.6,26663.93184,21291.668159999997
中低参数,300,200,600,新建系统,NSW,82,32.12,19.5,50.32,43728.0,48100.8,26806.22256,21294.577440000005
中低参数,300,200,600,新建系统,NSW,83,32.56,19.5,50.32,43860.0,48246.0,26948.51328,21297.48672
中低参数,300,200,600,新建系统,NSW,84,33.0,19.5,50.32,43992.0,48391.2,27090.803999999996,21300.396
中低参数,300,200,600,新建系统,NSW,85,33.44,19.5,50.32,44124.0,48536.4,27233.09472,21303.30528
中低参数,300,200,600,新建系统,NSW,86,33.88,19.5,50.32,44256.0,48681.6,27375.38544,21306.21456
中低参数,300,200,600,新建系统,NSW,87,34.32,19.5,50.32,44388.0,48826.8,27517.67616,21309.123840000004
中低参数,300,200,600,新建系统,NSW,88,34.76,19.5,50.32,44520.0,48972.0,27659.96688,21312.03312
中低参数,300,200,600,新建系统,NSW,89,35.2,19.5,50.32,44652.0,49117.2,27802.2576,21314.942399999996
中低参数,300,200,600,新建系统,NSW,90,35.64,19.5,50.32,44784.0,49262.4,27944.548319999998,21317.851680000003
中低参数,300,200,600,新建系统,NSW,91,35.64,19.5,50.32,44784.0,49262.4,27944.548319999998,21317.851680000003
中低参数,300,200,600,新建系统,NSW,92,36.08,19.5,50.32,44916.0,49407.6,28086.83904,21320.76096
中低参数,300,200,600,新建系统,NSW,93,36.52,19.5,50.32,45048.0,49552.8,28229.12976,21323.670240000003
中低参数,300,200,600,新建系统,NSW,94,36.96,19.5,50.32,45180.0,49698.0,28371.42048,21326.57952
中低参数,300,200,600,新建系统,NSW,95,37.4,19.5,50.32,45312.0,49843.2,28513.711199999998,21329.4888
中低参数,300,200,600,新建系统,NSW,96,37.84,19.5,50.32,45444.0,49988.4,28656.00192,21332.398080000003
中低参数,300,200,600,新建系统,NSW,97,38.28,19.5,50.32,45576.0,50133.6,28798.29264,21335.30736
中低参数,300,200,600,新建系统,NSW,98,38.72,19.5,50.32,45708.0,50278.8,28940.58336,21338.216640000002
中低参数,300,200,600,新建系统,NSW,99,39.160000000000004,19.5,50.32,45840.0,50424.0,29082.87408,21341.12592
中低参数,300,200,600,新建系统,NSW,100,39.6,19.5,50.32,45972.0,50569.2,29225.1648,21344.0352
中低参数,300,200,600,新建系统,VIC,1,0.0,19.5,50.32,34092.0,37501.2,19219.0,18282.199999999997
中低参数,300,200,600,新建系统,VIC,2,0.44,8,22.44,15196.0,16715.6,10235.29072,6480.309279999998
中低参数,300,200,600,新建系统,VIC,3,0.88,8,22.44,15328.0,16860.8,10377.58144,6483.218559999999
中低参数,300,200,600,新建系统,VIC,4,1.32,8,22.44,15460.0,17006.0,10519.872159999999,6486.127840000001
中低参数,300,200,600,新建系统,VIC,5,1.76,8,22.44,15592.0,17151.2,10662.16288,6489.037120000001
中低参数,300,200,600,新建系统,VIC,6,2.2,8,22.44,15724.0,17296.4,10804.4536,6491.946400000001
中低参数,300,200,600,新建系统,VIC,7,2.64,8,22.44,15856.0,17441.6,10946.74432,6494.855679999999
中低参数,300,200,600,新建系统,VIC,8,3.08,8,22.44,15988.0,17586.8,11089.035039999999,6497.76496
中低参数,300,200,600,新建系统,VIC,9,3.52,8,22.44,16120.0,17732.0,11231.32576,6500.67424
