项目类型,屋顶理论最大面板数量,方案,实际面板数量,光伏容量kW,逆变器功率kW,电池可用容量kWh,电池标称容量kWh,面板报价AUD,逆变器报价AUD,电池报价AUD,税前整体报价AUD,GST税费AUD,含税报价AUD,STC_PV补贴AUD,STC电池补贴AUD,VIC州补贴AUD,VIC州无息贷款AUD,NSW_VPP补贴AUD,补贴总计AUD,最终报价AUD,展示下限AUD,展示上限AUD,系统单价AUD每W,扣除电池后单价AUD每W
"新建系统","81","A","72","31.68","19.5","45.29","50.32","17107.20","5460.00","43526.80","66094.00","6609.40","72703.40","10244.93","16419.00","0.00","0.00","0.00","26663.93","46039.47","43737.49","48341.44","1.4533","0.5976"
"新建系统","81","B","72","31.68","15","37.74","41.93","17107.20","4200.00","36269.45","57576.65","5757.66","63334.31","10244.93","13650.00","0.00","0.00","0.00","23894.93","39439.38","37467.41","41411.35","1.2449","0.5309"
"新建系统","81","C","72","31.68","21.2","27.88","30.98","17107.20","5936.00","26799.51","49842.71","4984.27","54826.98","10244.93","10101.00","0.00","0.00","0.00","20345.93","34481.05","32757.00","36205.10","1.0884","0.5613"
"新建系统","82","A","73","32.12","19.5","45.29","50.32","17344.80","5460.00","43526.80","66331.60","6633.16","72964.76","10387.22","16419.00","0.00","0.00","0.00","26806.22","46158.54","43850.61","48466.46","1.4371","0.5931"
"新建系统","82","B","73","32.12","15","37.74","41.93","17344.80","4200.00","36269.45","57814.25","5781.43","63595.68","10387.22","13650.00","0.00","0.00","0.00","24037.22","39558.45","37580.53","41536.38","1.2316","0.5274"
"新建系统","82","C","73","32.12","21.5","28.27","31.41","17344.80","6020.00","27171.72","50536.52","5053.65","55590.18","10387.22","10218.00","0.00","0.00","0.00","20605.22","34984.95","33235.71","36734.20","1.0892","0.5614"
"新建系统","83","A","74","32.56","19.5","45.29","50.32","17582.40","5460.00","43526.80","66569.20","6656.92","73226.12","10529.51","16419.00","0.00","0.00","0.00","26948.51","46277.61","43963.73","48591.49","1.4213","0.5888"
"新建系统","83","B","74","32.56","15","37.74","41.93","17582.40","4200.00","36269.45","58051.85","5805.19","63857.03","10529.51","13650.00","0.00","0.00","0.00","24179.51","39677.52","37693.65","41661.40","1.2186","0.5239"
"新建系统","83","C","74","32.56","21.8","28.66","31.84","17582.40","6104.00","27543.94","51230.34","5123.03","56353.37","10529.51","10374.00","0.00","0.00","0.00","20903.51","35449.86","33677.37","37222.35","1.0888","0.5614"
"新建系统","84","A","75","33.00","19.5","45.29","50.32","17820.00","5460.00","43526.80","66806.80","6680.68","73487.48","10671.80","16419.00","0.00","0.00","0.00","27090.80","46396.68","44076.84","48716.51","1.4060","0.5845"
"新建系统","84","B","75","33.00","15","37.74","41.93","17820.00","4200.00","36269.45","58289.45","5828.94","64118.39","10671.80","13650.00","0.00","0.00","0.00","24321.80","39796.59","37806.76","41786.42","1.2060","0.5205"
"新建系统","84","C","75","33.00","22","29.05","32.27","17820.00","6160.00","27916.15","51896.15","5189.62","57085.77","10671.80","10530.00","0.00","0.00","0.00","21201.80","35883.97","34089.77","37678.16","1.0874","0.5605"
"新建系统","85","A","76","33.44","19.5","45.29","50.32","18057.60","5460.00","43526.80","67044.40","6704.44","73748.84","10814.09","16419.00","0.00","0.00","0.00","27233.09","46515.75","44189.96","48841.53","1.3910","0.5804"
"新建系统","85","B","76","33.44","15","37.74","41.93","18057.60","4200.00","36269.45","58527.05","5852.70","64379.75","10814.09","13650.00","0.00","0.00","0.00","24464.09","39915.66","37919.88","41911.44","1.1937","0.5172"
"新建系统","85","C","76","33.44","22.3","29.43","32.70","18057.60","6244.00","28288.37","52589.97","5259.00","57848.97","10814.09","10647.00","0.00","0.00","0.00","21461.09","36387.87","34568.48","38207.27","1.0882","0.5606"
"新建系统","86","A","77","33.88","19.5","45.29","50.32","18295.20","5460.00","43526.80","67282.00","6728.20","74010.20","10956.39","16419.00","0.00","0.00","0.00","27375.39","46634.81","44303.07","48966.56","1.3765","0.5764"
"新建系统","86","B","77","33.88","15","37.74","41.93","18295.20","4200.00","36269.45","58764.65","5876.47","64641.11","10956.39","13650.00","0.00","0.00","0.00","24606.39","40034.73","38032.99","42036.47","1.1817","0.5140"
"新建系统","86","C","77","33.88","22.6","29.82","33.13","18295.20","6328.00","28660.59","53283.79","5328.38","58612.16","10956.39","10803.00","0.00","0.00","0.00","21759.39","36852.78","35010.14","38695.42","1.0877","0.5607"
"新建系统","87","A","78","34.32","19.5","45.29","50.32","18532.80","5460.00","43526.80","67519.60","6751.96","74271.56","11098.68","16419.00","0.00","0.00","0.00","27517.68","46753.88","44416.19","49091.58","1.3623","0.5724"
"新建系统","87","B","78","34.32","15","37.74","41.93","18532.80","4200.00","36269.45","59002.25","5900.23","64902.47","11098.68","13650.00","0.00","0.00","0.00","24748.68","40153.80","38146.11","42161.49","1.1700","0.5109"
"新建系统","87","C","78","34.32","22.9","30.21","33.56","18532.80","6412.00","29032.80","53977.60","5397.76","59375.36","11098.68","10920.00","0.00","0.00","0.00","22018.68","37356.68","35488.85","39224.52","1.0885","0.5607"
"新建系统","88","A","79","34.76","19.5","45.29","50.32","18770.40","5460.00","43526.80","67757.20","6775.72","74532.92","11240.97","16419.00","0.00","0.00","0.00","27659.97","46872.95","44529.31","49216.60","1.3485","0.5686"
"新建系统","88","B","79","34.76","15","37.74","41.93","18770.40","4200.00","36269.45","59239.85","5923.98","65163.83","11240.97","13650.00","0.00","0.00","0.00","24890.97","40272.87","38259.22","42286.51","1.1586","0.5079"
"新建系统","88","C","79","34.76","23.2","30.59","33.99","18770.40","6496.00","29405.02","54671.42","5467.14","60138.56","11240.97","11076.00","0.00","0.00","0.00","22316.97","37821.59","35930.51","39712.67","1.0881","0.5608"
"新建系统","89","A","80","35.20","19.5","45.29","50.32","19008.00","5460.00","43526.80","67994.80","6799.48","74794.28","11383.26","16419.00","0.00","0.00","0.00","27802.26","46992.02","44642.42","49341.62","1.3350","0.5649"
"新建系统","89","B","80","35.20","15","37.74","41.93","19008.00","4200.00","36269.45","59477.45","5947.74","65425.19","11383.26","13650.00","0.00","0.00","0.00","25033.26","40391.94","38372.34","42411.53","1.1475","0.5049"
"新建系统","89","C","80","35.20","23.5","30.98","34.42","19008.00","6580.00","29777.23","55365.23","5536.52","60901.75","11383.26","11232.00","0.00","0.00","0.00","22615.26","38286.50","36372.17","40200.82","1.0877","0.5608"
"新建系统","90","A","81","35.64","19.5","45.29","50.32","19245.60","5460.00","43526.80","68232.40","6823.24","75055.64","11525.55","16419.00","0.00","0.00","0.00","27944.55","47111.09","44755.54","49466.65","1.3219","0.5613"
"新建系统","90","B","81","35.64","15","37.74","41.93","19245.60","4200.00","36269.45","59715.05","5971.51","65686.55","11525.55","13650.00","0.00","0.00","0.00","25175.55","40511.01","38485.46","42536.56","1.1367","0.5020"
"新建系统","90","C","81","35.64","23.8","31.37","34.85","19245.60","6664.00","30149.45","56059.05","5605.90","61664.95","11525.55","11349.00","0.00","0.00","0.00","22874.55","38790.40","36850.88","40729.92","1.0884","0.5609"
"新建系统","91","A","81","35.64","19.5","45.29","50.32","19245.60","5460.00","43526.80","68232.40","6823.24","75055.64","11525.55","16419.00","0.00","0.00","0.00","27944.55","47111.09","44755.54","49466.65","1.3219","0.5613"
"新建系统","91","B","81","35.64","15","37.74","41.93","19245.60","4200.00","36269.45","59715.05","5971.51","65686.55","11525.55","13650.00","0.00","0.00","0.00","25175.55","40511.01","38485.46","42536.56","1.1367","0.5020"
"新建系统","91","C","81","35.64","23.8","31.37","34.85","19245.60","6664.00","30149.45","56059.05","5605.90","61664.95","11525.55","11349.00","0.00","0.00","0.00","22874.55","38790.40","36850.88","40729.92","1.0884","0.5609"
"新建系统","92","A","82","36.08","19.5","45.29","50.32","19483.20","5460.00","43526.80","68470.00","6847.00","75317.00","11667.84","16419.00","0.00","0.00","0.00","28086.84","47230.16","44868.65","49591.67","1.3090","0.5577"
"新建系统","92","B","82","36.08","15","37.74","41.93","19483.20","4200.00","36269.45","59952.65","5995.26","65947.91","11667.84","13650.00","0.00","0.00","0.00","25317.84","40630.08","38598.57","42661.58","1.1261","0.4992"
"新建系统","92","C","82","36.08","24.1","31.76","35.29","19483.20","6748.00","30521.66","56752.86","5675.29","62428.15","11667.84","11505.00","0.00","0.00","0.00","23172.84","39255.31","37292.54","41218.08","1.0880","0.5609"
"新建系统","93","A","83","36.52","19.5","45.29","50.32","19720.80","5460.00","43526.80","68707.60","6870.76","75578.36","11810.13","16419.00","0.00","0.00","0.00","28229.13","47349.23","44981.77","49716.69","1.2965","0.5543"
"新建系统","93","B","83","36.52","15","37.74","41.93","19720.80","4200.00","36269.45","60190.25","6019.03","66209.27","11810.13","13650.00","0.00","0.00","0.00","25460.13","40749.15","38711.69","42786.60","1.1158","0.4964"
"新建系统","93","C","83","36.52","24.4","32.14","35.72","19720.80","6832.00","30893.88","57446.68","5744.67","63191.35","11810.13","11622.00","0.00","0.00","0.00","23432.13","39759.22","37771.26","41747.18","1.0887","0.5610"
"新建系统","94","A","84","36.96","19.5","45.29","50.32","19958.40","5460.00","43526.80","68945.20","6894.52","75839.72","11952.42","16419.00","0.00","0.00","0.00","28371.42","47468.30","45094.88","49841.71","1.2843","0.5509"
"新建系统","94","B","84","36.96","15","37.74","41.93","19958.40","4200.00","36269.45","60427.85","6042.78","66470.63","11952.42","13650.00","0.00","0.00","0.00","25602.42","40868.21","38824.80","42911.63","1.1057","0.4937"
"新建系统","94","C","84","36.96","24.7","32.53","36.15","19958.40","6916.00","31266.09","58140.49","5814.05","63954.54","11952.42","11778.00","0.00","0.00","0.00","23730.42","40224.12","38212.92","42235.33","1.0883","0.5610"
"新建系统","95","A","85","37.40","19.5","45.29","50.32","20196.00","5460.00","43526.80","69182.80","6918.28","76101.08","12094.71","16419.00","0.00","0.00","0.00","28513.71","47587.37","45208.00","49966.74","1.2724","0.5476"
"新建系统","95","B","85","37.40","15","37.74","41.93","20196.00","4200.00","36269.45","60665.45","6066.55","66731.99","12094.71","13650.00","0.00","0.00","0.00","25744.71","40987.28","38937.92","43036.65","1.0959","0.4911"
"新建系统","95","C","85","37.40","25","32.92","36.58","20196.00","7000.00","31638.31","58834.31","5883.43","64717.74","12094.71","11934.00","0.00","0.00","0.00","24028.71","40689.03","38654.58","42723.48","1.0879","0.5611"
"新建系统","96","A","86","37.84","19.5","45.29","50.32","20433.60","5460.00","43526.80","69420.40","6942.04","76362.44","12237.00","16419.00","0.00","0.00","0.00","28656.00","47706.44","45321.12","50091.76","1.2607","0.5444"
"新建系统","96","B","86","37.84","15","37.74","41.93","20433.60","4200.00","36269.45","60903.05","6090.31","66993.36","12237.00","13650.00","0.00","0.00","0.00","25887.00","41106.35","39051.04","43161.67","1.0863","0.4886"
"新建系统","96","C","86","37.84","25.3","33.31","37.01","20433.60","7084.00","32010.52","59528.12","5952.81","65480.94","12237.00","12051.00","0.00","0.00","0.00","24288.00","41192.93","39133.29","43252.58","1.0886","0.5611"
"新建系统","97","A","87","38.28","19.5","45.29","50.32","20671.20","5460.00","43526.80","69658.00","6965.80","76623.80","12379.29","16419.00","0.00","0.00","0.00","28798.29","47825.51","45434.23","50216.78","1.2494","0.5412"
"新建系统","97","B","87","38.28","15","37.74","41.93","20671.20","4200.00","36269.45","61140.65","6114.06","67254.71","12379.29","13650.00","0.00","0.00","0.00","26029.29","41225.42","39164.15","43286.69","1.0769","0.4860"
"新建系统","97","C","87","38.28","25.6","33.69","37.44","20671.20","7168.00","32382.74","60221.94","6022.19","66244.13","12379.29","12207.00","0.00","0.00","0.00","24586.29","41657.84","39574.95","43740.73","1.0882","0.5612"
"新建系统","98","A","88","38.72","19.5","45.29","50.32","20908.80","5460.00","43526.80","69895.60","6989.56","76885.16","12521.58","16419.00","0.00","0.00","0.00","28940.58","47944.58","45547.35","50341.81","1.2382","0.5381"
"新建系统","98","B","88","38.72","15","37.74","41.93","20908.80","4200.00","36269.45","61378.25","6137.83","67516.07","12521.58","13650.00","0.00","0.00","0.00","26171.58","41344.49","39277.27","43411.72","1.0678","0.4836"
"新建系统","98","C","88","38.72","25.9","34.08","37.87","20908.80","7252.00","32754.95","60915.75","6091.58","67007.33","12521.58","12324.00","0.00","0.00","0.00","24845.58","42161.75","40053.66","44269.83","1.0889","0.5612"
"新建系统","99","A","89","39.16","19.5","45.29","50.32","21146.40","5460.00","43526.80","70133.20","7013.32","77146.52","12663.87","16419.00","0.00","0.00","0.00","29082.87","48063.65","45660.46","50466.83","1.2274","0.5351"
"新建系统","99","B","89","39.16","15","37.74","41.93","21146.40","4200.00","36269.45","61615.85","6161.59","67777.43","12663.87","13650.00","0.00","0.00","0.00","26313.87","41463.56","39390.38","43536.74","1.0588","0.4812"
"新建系统","99","C","89","39.16","26.2","34.47","38.30","21146.40","7336.00","33127.17","61609.57","6160.96","67770.53","12663.87","12480.00","0.00","0.00","0.00","25143.87","42626.65","40495.32","44757.99","1.0885","0.5613"
"新建系统","100","A","90","39.60","19.5","45.29","50.32","21384.00","5460.00","43526.80","70370.80","7037.08","77407.88","12806.16","16419.00","0.00","0.00","0.00","29225.16","48182.72","45773.58","50591.85","1.2167","0.5322"
"新建系统","100","B","90","39.60","15","37.74","41.93","21384.00","4200.00","36269.45","61853.45","6185.35","68038.79","12806.16","13650.00","0.00","0.00","0.00","26456.16","41582.63","39503.50","43661.76","1.0501","0.4789"
"新建系统","100","C","90","39.60","26.4","34.85","38.73","21384.00","7392.00","33499.39","62275.39","6227.54","68502.92","12806.16","12636.00","0.00","0.00","0.00","25442.16","43060.76","40907.72","45213.80","1.0874","0.5605"
