house_id	calc_mode	state	phase	plan	plan_name	roof_max_kw	pv_model	pv_watt	pv_kw	panel_count	inverter_kw	ratio_percent	battery_nominal_kwh	battery_calculated_nominal_kwh	battery_method	pv_day_kwh	load_day_kwh	evening_kwh	night_kwh	surplus_kwh	tax_total_aud	subsidy_aud	final_price_aud
2289	expansion	NSW	single	C	经济型	5.28	JA Solar JAM72S30 550/MR	440	5.28	12	3	176	6.5	5.52	C: 晚高峰	21.12	21.31	4.72	12.69	11.78	10245	3783	6462
2290	new	NSW	single	A	高端型	22.88	JA Solar JAM72S30 550/MR	440	20.00	45	10	200	50	50.00	A: max(整夜, 0.7×剩余)	80.00	21.31	4.72	12.69	69.51	62535	22737	39798
2290	new	NSW	single	B	平衡型	22.88	JA Solar JAM72S30 550/MR	440	13.20	30	8	165	30	27.27	B: max(晚高峰, 0.55×剩余)	52.80	21.31	4.72	12.69	42.39	38850	14040	24810
2290	new	NSW	single	C	经济型	22.88	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
2290	expansion	NSW	single	A	高端型	14.08	JA Solar JAM72S30 550/MR	440	14.08	32	8	176	40	37.53	A: max(整夜, 0.7×剩余)	56.32	21.31	4.72	12.69	45.84	48888	17550	31338
2290	expansion	NSW	single	B	平衡型	14.08	JA Solar JAM72S30 550/MR	440	10.12	23	6	169	20	19.50	B: max(晚高峰, 0.55×剩余)	40.48	21.31	4.72	12.69	30.32	26889	9750	17139
2290	expansion	NSW	single	C	经济型	14.08	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
2291	new	NSW	single	A	高端型	5.28	JA Solar JAM72S30 550/MR	440	5.28	12	3	176	16	14.84	A: max(整夜, 0.7×剩余)	21.12	21.31	4.72	12.69	11.78	19284	6864	12420
2291	new	NSW	single	B	平衡型	5.28	JA Solar JAM72S30 550/MR	440	5.28	12	3	176	9.6	7.58	B: max(晚高峰, 0.55×剩余)	21.12	21.31	4.72	12.69	11.78	13195	4797	8398
2291	new	NSW	single	C	经济型	5.28	JA Solar JAM72S30 550/MR	440	5.28	12	3	176	6.5	5.52	C: 晚高峰	21.12	21.31	4.72	12.69	11.78	10245	3783	6462
2291	expansion	NSW	single	A	高端型	3.52	JA Solar JAM72S30 550/MR	440	3.52	8	2	176	16	14.84	A: max(整夜, 0.7×剩余)	14.08	21.31	4.72	12.69	5.58	17931	6318	11613
2291	expansion	NSW	single	B	平衡型	3.52	JA Solar JAM72S30 550/MR	440	3.52	8	2	176	6.5	5.52	B: max(晚高峰, 0.55×剩余)	14.08	21.31	4.72	12.69	5.58	8892	3237	5655
2291	expansion	NSW	single	C	经济型	3.52	JA Solar JAM72S30 550/MR	440	3.52	8	2	176	6.5	5.52	C: 晚高峰	14.08	21.31	4.72	12.69	5.58	8892	3237	5655
2293	new	NSW	single	A	高端型	11.88	JA Solar JAM72S30 550/MR	440	11.88	27	7	170	40	30.47	A: max(整夜, 0.7×剩余)	47.52	21.31	4.72	12.69	37.22	47273	16848	30425
2293	new	NSW	single	B	平衡型	11.88	JA Solar JAM72S30 550/MR	440	10.12	23	6	169	20	19.50	B: max(晚高峰, 0.55×剩余)	40.48	21.31	4.72	12.69	30.32	26889	9750	17139
2293	new	NSW	single	C	经济型	11.88	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
2293	expansion	NSW	single	A	高端型	7.48	JA Solar JAM72S30 550/MR	440	7.48	17	5	150	20	16.46	A: max(整夜, 0.7×剩余)	29.92	21.31	4.72	12.69	20.10	25013	8931	16082
2293	expansion	NSW	single	B	平衡型	7.48	JA Solar JAM72S30 550/MR	440	7.48	17	5	150	13.5	12.93	B: max(晚高峰, 0.55×剩余)	29.92	21.31	4.72	12.69	20.10	18828	6786	12042
2293	expansion	NSW	single	C	经济型	7.48	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
2294	new	NSW	single	A	高端型	20.68	JA Solar JAM72S30 550/MR	440	20.00	45	10	200	50	50.00	A: max(整夜, 0.7×剩余)	80.00	21.31	4.72	12.69	69.51	62535	22737	39798
2294	new	NSW	single	B	平衡型	20.68	JA Solar JAM72S30 550/MR	440	13.20	30	8	165	30	27.27	B: max(晚高峰, 0.55×剩余)	52.80	21.31	4.72	12.69	42.39	38850	14040	24810
2294	new	NSW	single	C	经济型	20.68	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
2294	expansion	NSW	single	A	高端型	14.08	JA Solar JAM72S30 550/MR	440	14.08	32	8	176	40	37.53	A: max(整夜, 0.7×剩余)	56.32	21.31	4.72	12.69	45.84	48888	17550	31338
2294	expansion	NSW	single	B	平衡型	14.08	JA Solar JAM72S30 550/MR	440	10.12	23	6	169	20	19.50	B: max(晚高峰, 0.55×剩余)	40.48	21.31	4.72	12.69	30.32	26889	9750	17139
2294	expansion	NSW	single	C	经济型	14.08	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
2295	new	NSW	single	A	高端型	0.88	JA Solar JAM72S30 550/MR	440	0.88	2	1	88	16	14.84	A: max(整夜, 0.7×剩余)	3.52	21.31	4.72	12.69	0.00	16055	5460	10595
2295	new	NSW	single	B	平衡型	0.88	JA Solar JAM72S30 550/MR	440	0.88	2	1	88	6.5	5.52	B: max(晚高峰, 0.55×剩余)	3.52	21.31	4.72	12.69	0.00	7015	2379	4636
2295	new	NSW	single	C	经济型	0.88	JA Solar JAM72S30 550/MR	440	0.88	2	1	88	6.5	5.52	C: 晚高峰	3.52	21.31	4.72	12.69	0.00	7015	2379	4636
2295	expansion	NSW	single	A	高端型	0.44	JA Solar JAM72S30 550/MR	440	0.44	1	1	44	16	14.84	A: max(整夜, 0.7×剩余)	1.76	21.31	4.72	12.69	0.00	15793	5304	10489
2295	expansion	NSW	single	B	平衡型	0.44	JA Solar JAM72S30 550/MR	440	0.44	1	1	44	6.5	5.52	B: max(晚高峰, 0.55×剩余)	1.76	21.31	4.72	12.69	0.00	6754	2223	4531
2295	expansion	NSW	single	C	经济型	0.44	JA Solar JAM72S30 550/MR	440	0.44	1	1	44	6.5	5.52	C: 晚高峰	1.76	21.31	4.72	12.69	0.00	6754	2223	4531
2296	new	NSW	single	A	高端型	4.84	JA Solar JAM72S30 550/MR	440	4.84	11	3	161	16	14.84	A: max(整夜, 0.7×剩余)	19.36	21.31	4.72	12.69	10.23	19023	6747	12276
2296	new	NSW	single	B	平衡型	4.84	JA Solar JAM72S30 550/MR	440	4.84	11	3	161	9.6	6.58	B: max(晚高峰, 0.55×剩余)	19.36	21.31	4.72	12.69	10.23	12933	4680	8253
2296	new	NSW	single	C	经济型	4.84	JA Solar JAM72S30 550/MR	440	4.84	11	3	161	6.5	5.52	C: 晚高峰	19.36	21.31	4.72	12.69	10.23	9984	3666	6318
2296	expansion	NSW	single	A	高端型	2.20	JA Solar JAM72S30 550/MR	440	2.20	5	2	110	16	14.84	A: max(整夜, 0.7×剩余)	8.80	21.31	4.72	12.69	1.45	17147	5889	11258
2296	expansion	NSW	single	B	平衡型	2.20	JA Solar JAM72S30 550/MR	440	2.20	5	2	110	6.5	5.52	B: max(晚高峰, 0.55×剩余)	8.80	21.31	4.72	12.69	1.45	8108	2808	5300
2296	expansion	NSW	single	C	经济型	2.20	JA Solar JAM72S30 550/MR	440	2.20	5	2	110	6.5	5.52	C: 晚高峰	8.80	21.31	4.72	12.69	1.45	8108	2808	5300
2297	new	NSW	single	A	高端型	5.28	JA Solar JAM72S30 550/MR	440	5.28	12	3	176	16	14.84	A: max(整夜, 0.7×剩余)	21.12	21.31	4.72	12.69	11.78	19284	6864	12420
2297	new	NSW	single	B	平衡型	5.28	JA Solar JAM72S30 550/MR	440	5.28	12	3	176	9.6	7.58	B: max(晚高峰, 0.55×剩余)	21.12	21.31	4.72	12.69	11.78	13195	4797	8398
2297	new	NSW	single	C	经济型	5.28	JA Solar JAM72S30 550/MR	440	5.28	12	3	176	6.5	5.52	C: 晚高峰	21.12	21.31	4.72	12.69	11.78	10245	3783	6462
2297	expansion	NSW	single	A	高端型	3.52	JA Solar JAM72S30 550/MR	440	3.52	8	2	176	16	14.84	A: max(整夜, 0.7×剩余)	14.08	21.31	4.72	12.69	5.58	17931	6318	11613
2297	expansion	NSW	single	B	平衡型	3.52	JA Solar JAM72S30 550/MR	440	3.52	8	2	176	6.5	5.52	B: max(晚高峰, 0.55×剩余)	14.08	21.31	4.72	12.69	5.58	8892	3237	5655
2297	expansion	NSW	single	C	经济型	3.52	JA Solar JAM72S30 550/MR	440	3.52	8	2	176	6.5	5.52	C: 晚高峰	14.08	21.31	4.72	12.69	5.58	8892	3237	5655
2298	new	NSW	single	A	高端型	12.32	JA Solar JAM72S30 550/MR	440	12.32	28	7	176	40	31.88	A: max(整夜, 0.7×剩余)	49.28	21.31	4.72	12.69	38.94	47534	17004	30530
2298	new	NSW	single	B	平衡型	12.32	JA Solar JAM72S30 550/MR	440	10.12	23	6	169	20	19.50	B: max(晚高峰, 0.55×剩余)	40.48	21.31	4.72	12.69	30.32	26889	9750	17139
2298	new	NSW	single	C	经济型	12.32	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
2298	expansion	NSW	single	A	高端型	7.04	JA Solar JAM72S30 550/MR	440	7.04	16	4	176	16	15.08	A: max(整夜, 0.7×剩余)	28.16	21.31	4.72	12.69	18.41	20638	7449	13189
2298	expansion	NSW	single	B	平衡型	7.04	JA Solar JAM72S30 550/MR	440	7.04	16	4	176	13.5	11.85	B: max(晚高峰, 0.55×剩余)	28.16	21.31	4.72	12.69	18.41	18259	6630	11629
2298	expansion	NSW	single	C	经济型	7.04	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
2299	new	NSW	single	A	高端型	14.08	JA Solar JAM72S30 550/MR	440	14.08	32	8	176	40	37.53	A: max(整夜, 0.7×剩余)	56.32	21.31	4.72	12.69	45.84	48888	17550	31338
2299	new	NSW	single	B	平衡型	14.08	JA Solar JAM72S30 550/MR	440	10.12	23	6	169	20	19.50	B: max(晚高峰, 0.55×剩余)	40.48	21.31	4.72	12.69	30.32	26889	9750	17139
2299	new	NSW	single	C	经济型	14.08	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
2299	expansion	NSW	single	A	高端型	9.24	JA Solar JAM72S30 550/MR	440	9.24	21	6	154	25	22.00	A: max(整夜, 0.7×剩余)	36.96	21.31	4.72	12.69	26.87	31124	11115	20009
2299	expansion	NSW	single	B	平衡型	9.24	JA Solar JAM72S30 550/MR	440	9.24	21	6	154	20	17.29	B: max(晚高峰, 0.55×剩余)	36.96	21.31	4.72	12.69	26.87	26367	9477	16890
2299	expansion	NSW	single	C	经济型	9.24	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
2300	new	NSW	single	A	高端型	6.16	JA Solar JAM72S30 550/MR	440	6.16	14	4	154	16	14.84	A: max(整夜, 0.7×剩余)	24.64	21.31	4.72	12.69	15.03	20115	7176	12939
2300	new	NSW	single	B	平衡型	6.16	JA Solar JAM72S30 550/MR	440	6.16	14	4	154	10	9.67	B: max(晚高峰, 0.55×剩余)	24.64	21.31	4.72	12.69	15.03	14406	5226	9180
2300	new	NSW	single	C	经济型	6.16	JA Solar JAM72S30 550/MR	440	6.16	14	4	154	6.5	5.52	C: 晚高峰	24.64	21.31	4.72	12.69	15.03	11076	4095	6981
2300	expansion	NSW	single	A	高端型	3.52	JA Solar JAM72S30 550/MR	440	3.52	8	2	176	16	14.84	A: max(整夜, 0.7×剩余)	14.08	21.31	4.72	12.69	5.58	17931	6318	11613
2300	expansion	NSW	single	B	平衡型	3.52	JA Solar JAM72S30 550/MR	440	3.52	8	2	176	6.5	5.52	B: max(晚高峰, 0.55×剩余)	14.08	21.31	4.72	12.69	5.58	8892	3237	5655
2300	expansion	NSW	single	C	经济型	3.52	JA Solar JAM72S30 550/MR	440	3.52	8	2	176	6.5	5.52	C: 晚高峰	14.08	21.31	4.72	12.69	5.58	8892	3237	5655
2302	new	NSW	single	A	高端型	7.92	JA Solar JAM72S30 550/MR	440	7.92	18	5	158	20	17.84	A: max(整夜, 0.7×剩余)	31.68	21.31	4.72	12.69	21.79	25274	9048	16226
2302	new	NSW	single	B	平衡型	7.92	JA Solar JAM72S30 550/MR	440	7.92	18	5	158	16	14.02	B: max(晚高峰, 0.55×剩余)	31.68	21.31	4.72	12.69	21.79	21468	7722	13746
2302	new	NSW	single	C	经济型	7.92	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
2302	expansion	NSW	single	A	高端型	4.40	JA Solar JAM72S30 550/MR	440	4.40	10	3	147	16	14.84	A: max(整夜, 0.7×剩余)	17.60	21.31	4.72	12.69	8.68	18762	6591	12171
2302	expansion	NSW	single	B	平衡型	4.40	JA Solar JAM72S30 550/MR	440	4.40	10	3	147	6.5	5.58	B: max(晚高峰, 0.55×剩余)	17.60	21.31	4.72	12.69	8.68	9722	3510	6212
2302	expansion	NSW	single	C	经济型	4.40	JA Solar JAM72S30 550/MR	440	4.40	10	3	147	6.5	5.52	C: 晚高峰	17.60	21.31	4.72	12.69	8.68	9722	3510	6212
2303	new	NSW	single	A	高端型	8.36	JA Solar JAM72S30 550/MR	440	8.36	19	5	167	20	19.23	A: max(整夜, 0.7×剩余)	33.44	21.31	4.72	12.69	23.48	25536	9204	16332
2303	new	NSW	single	B	平衡型	8.36	JA Solar JAM72S30 550/MR	440	8.36	19	5	167	16	15.11	B: max(晚高峰, 0.55×剩余)	33.44	21.31	4.72	12.69	23.48	21730	7878	13852
2303	new	NSW	single	C	经济型	8.36	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
2303	expansion	NSW	single	A	高端型	4.40	JA Solar JAM72S30 550/MR	440	4.40	10	3	147	16	14.84	A: max(整夜, 0.7×剩余)	17.60	21.31	4.72	12.69	8.68	18762	6591	12171
2303	expansion	NSW	single	B	平衡型	4.40	JA Solar JAM72S30 550/MR	440	4.40	10	3	147	6.5	5.58	B: max(晚高峰, 0.55×剩余)	17.60	21.31	4.72	12.69	8.68	9722	3510	6212
2303	expansion	NSW	single	C	经济型	4.40	JA Solar JAM72S30 550/MR	440	4.40	10	3	147	6.5	5.52	C: 晚高峰	17.60	21.31	4.72	12.69	8.68	9722	3510	6212
2304	new	NSW	single	A	高端型	6.16	JA Solar JAM72S30 550/MR	440	6.16	14	4	154	16	14.84	A: max(整夜, 0.7×剩余)	24.64	21.31	4.72	12.69	15.03	20115	7176	12939
2304	new	NSW	single	B	平衡型	6.16	JA Solar JAM72S30 550/MR	440	6.16	14	4	154	10	9.67	B: max(晚高峰, 0.55×剩余)	24.64	21.31	4.72	12.69	15.03	14406	5226	9180
2304	new	NSW	single	C	经济型	6.16	JA Solar JAM72S30 550/MR	440	6.16	14	4	154	6.5	5.52	C: 晚高峰	24.64	21.31	4.72	12.69	15.03	11076	4095	6981
2304	expansion	NSW	single	A	高端型	3.52	JA Solar JAM72S30 550/MR	440	3.52	8	2	176	16	14.84	A: max(整夜, 0.7×剩余)	14.08	21.31	4.72	12.69	5.58	17931	6318	11613
2304	expansion	NSW	single	B	平衡型	3.52	JA Solar JAM72S30 550/MR	440	3.52	8	2	176	6.5	5.52	B: max(晚高峰, 0.55×剩余)	14.08	21.31	4.72	12.69	5.58	8892	3237	5655
2304	expansion	NSW	single	C	经济型	3.52	JA Solar JAM72S30 550/MR	440	3.52	8	2	176	6.5	5.52	C: 晚高峰	14.08	21.31	4.72	12.69	5.58	8892	3237	5655
2305	new	NSW	single	A	高端型	9.68	JA Solar JAM72S30 550/MR	440	9.68	22	6	161	25	23.41	A: max(整夜, 0.7×剩余)	38.72	21.31	4.72	12.69	28.60	31385	11271	20114
2305	new	NSW	single	B	平衡型	9.68	JA Solar JAM72S30 550/MR	440	9.68	22	6	161	20	18.39	B: max(晚高峰, 0.55×剩余)	38.72	21.31	4.72	12.69	28.60	26628	9633	16995
2305	new	NSW	single	C	经济型	9.68	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
2305	expansion	NSW	single	A	高端型	5.72	JA Solar JAM72S30 550/MR	440	5.72	13	4	143	16	14.84	A: max(整夜, 0.7×剩余)	22.88	21.31	4.72	12.69	13.40	19854	7020	12834
2305	expansion	NSW	single	B	平衡型	5.72	JA Solar JAM72S30 550/MR	440	5.72	13	4	143	9.6	8.62	B: max(晚高峰, 0.55×剩余)	22.88	21.31	4.72	12.69	13.40	13764	4953	8811
2305	expansion	NSW	single	C	经济型	5.72	JA Solar JAM72S30 550/MR	440	5.72	13	4	143	6.5	5.52	C: 晚高峰	22.88	21.31	4.72	12.69	13.40	10814	3939	6875
2306	new	NSW	single	A	高端型	27.28	JA Solar JAM72S30 550/MR	440	20.00	45	10	200	50	50.00	A: max(整夜, 0.7×剩余)	80.00	21.31	4.72	12.69	69.51	62535	22737	39798
2306	new	NSW	single	B	平衡型	27.28	JA Solar JAM72S30 550/MR	440	13.20	30	8	165	30	27.27	B: max(晚高峰, 0.55×剩余)	52.80	21.31	4.72	12.69	42.39	38850	14040	24810
2306	new	NSW	single	C	经济型	27.28	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
2306	expansion	NSW	single	A	高端型	18.92	JA Solar JAM72S30 550/MR	440	18.92	43	10	189	50	50.00	A: max(整夜, 0.7×剩余)	75.68	21.31	4.72	12.69	65.19	61893	22386	39507
2306	expansion	NSW	single	B	平衡型	18.92	JA Solar JAM72S30 550/MR	440	13.20	30	8	165	30	27.27	B: max(晚高峰, 0.55×剩余)	52.80	21.31	4.72	12.69	42.39	38850	14040	24810
2306	expansion	NSW	single	C	经济型	18.92	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
2307	new	NSW	single	A	高端型	1.76	JA Solar JAM72S30 550/MR	440	1.76	4	1	176	16	14.84	A: max(整夜, 0.7×剩余)	7.04	21.31	4.72	12.69	0.44	16577	5733	10844
2307	new	NSW	single	B	平衡型	1.76	JA Solar JAM72S30 550/MR	440	1.76	4	1	176	6.5	5.52	B: max(晚高峰, 0.55×剩余)	7.04	21.31	4.72	12.69	0.44	7538	2652	4886
2307	new	NSW	single	C	经济型	1.76	JA Solar JAM72S30 550/MR	440	1.76	4	1	176	6.5	5.52	C: 晚高峰	7.04	21.31	4.72	12.69	0.44	7538	2652	4886
2307	expansion	NSW	single	A	高端型	0.88	JA Solar JAM72S30 550/MR	440	0.88	2	1	88	16	14.84	A: max(整夜, 0.7×剩余)	3.52	21.31	4.72	12.69	0.00	16055	5460	10595
2307	expansion	NSW	single	B	平衡型	0.88	JA Solar JAM72S30 550/MR	440	0.88	2	1	88	6.5	5.52	B: max(晚高峰, 0.55×剩余)	3.52	21.31	4.72	12.69	0.00	7015	2379	4636
2307	expansion	NSW	single	C	经济型	0.88	JA Solar JAM72S30 550/MR	440	0.88	2	1	88	6.5	5.52	C: 晚高峰	3.52	21.31	4.72	12.69	0.00	7015	2379	4636
2308	new	NSW	single	A	高端型	4.84	JA Solar JAM72S30 550/MR	440	4.84	11	3	161	16	14.84	A: max(整夜, 0.7×剩余)	19.36	21.31	4.72	12.69	10.23	19023	6747	12276
2308	new	NSW	single	B	平衡型	4.84	JA Solar JAM72S30 550/MR	440	4.84	11	3	161	9.6	6.58	B: max(晚高峰, 0.55×剩余)	19.36	21.31	4.72	12.69	10.23	12933	4680	8253
2308	new	NSW	single	C	经济型	4.84	JA Solar JAM72S30 550/MR	440	4.84	11	3	161	6.5	5.52	C: 晚高峰	19.36	21.31	4.72	12.69	10.23	9984	3666	6318
2308	expansion	NSW	single	A	高端型	3.08	JA Solar JAM72S30 550/MR	440	3.08	7	2	154	16	14.84	A: max(整夜, 0.7×剩余)	12.32	21.31	4.72	12.69	4.06	17670	6162	11508
2308	expansion	NSW	single	B	平衡型	3.08	JA Solar JAM72S30 550/MR	440	3.08	7	2	154	6.5	5.52	B: max(晚高峰, 0.55×剩余)	12.32	21.31	4.72	12.69	4.06	8630	3081	5549
2308	expansion	NSW	single	C	经济型	3.08	JA Solar JAM72S30 550/MR	440	3.08	7	2	154	6.5	5.52	C: 晚高峰	12.32	21.31	4.72	12.69	4.06	8630	3081	5549
2309	new	NSW	single	A	高端型	0.44	JA Solar JAM72S30 550/MR	440	0.44	1	1	44	16	14.84	A: max(整夜, 0.7×剩余)	1.76	21.31	4.72	12.69	0.00	15793	5304	10489
2309	new	NSW	single	B	平衡型	0.44	JA Solar JAM72S30 550/MR	440	0.44	1	1	44	6.5	5.52	B: max(晚高峰, 0.55×剩余)	1.76	21.31	4.72	12.69	0.00	6754	2223	4531
2309	new	NSW	single	C	经济型	0.44	JA Solar JAM72S30 550/MR	440	0.44	1	1	44	6.5	5.52	C: 晚高峰	1.76	21.31	4.72	12.69	0.00	6754	2223	4531
2310	new	NSW	single	A	高端型	4.40	JA Solar JAM72S30 550/MR	440	4.40	10	3	147	16	14.84	A: max(整夜, 0.7×剩余)	17.60	21.31	4.72	12.69	8.68	18762	6591	12171
2310	new	NSW	single	B	平衡型	4.40	JA Solar JAM72S30 550/MR	440	4.40	10	3	147	6.5	5.58	B: max(晚高峰, 0.55×剩余)	17.60	21.31	4.72	12.69	8.68	9722	3510	6212
2310	new	NSW	single	C	经济型	4.40	JA Solar JAM72S30 550/MR	440	4.40	10	3	147	6.5	5.52	C: 晚高峰	17.60	21.31	4.72	12.69	8.68	9722	3510	6212
2310	expansion	NSW	single	A	高端型	1.76	JA Solar JAM72S30 550/MR	440	1.76	4	1	176	16	14.84	A: max(整夜, 0.7×剩余)	7.04	21.31	4.72	12.69	0.44	16577	5733	10844
2310	expansion	NSW	single	B	平衡型	1.76	JA Solar JAM72S30 550/MR	440	1.76	4	1	176	6.5	5.52	B: max(晚高峰, 0.55×剩余)	7.04	21.31	4.72	12.69	0.44	7538	2652	4886
2310	expansion	NSW	single	C	经济型	1.76	JA Solar JAM72S30 550/MR	440	1.76	4	1	176	6.5	5.52	C: 晚高峰	7.04	21.31	4.72	12.69	0.44	7538	2652	4886
2311	new	NSW	single	A	高端型	29.92	JA Solar JAM72S30 550/MR	440	20.00	45	10	200	50	50.00	A: max(整夜, 0.7×剩余)	80.00	21.31	4.72	12.69	69.51	62535	22737	39798
2311	new	NSW	single	B	平衡型	29.92	JA Solar JAM72S30 550/MR	440	13.20	30	8	165	30	27.27	B: max(晚高峰, 0.55×剩余)	52.80	21.31	4.72	12.69	42.39	38850	14040	24810
2311	new	NSW	single	C	经济型	29.92	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
2311	expansion	NSW	single	A	高端型	20.24	JA Solar JAM72S30 550/MR	440	20.00	45	10	200	50	50.00	A: max(整夜, 0.7×剩余)	80.00	21.31	4.72	12.69	69.51	62535	22737	39798
2311	expansion	NSW	single	B	平衡型	20.24	JA Solar JAM72S30 550/MR	440	13.20	30	8	165	30	27.27	B: max(晚高峰, 0.55×剩余)	52.80	21.31	4.72	12.69	42.39	38850	14040	24810
2311	expansion	NSW	single	C	经济型	20.24	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
2312	new	NSW	single	A	高端型	23.32	JA Solar JAM72S30 550/MR	440	20.00	45	10	200	50	50.00	A: max(整夜, 0.7×剩余)	80.00	21.31	4.72	12.69	69.51	62535	22737	39798
2312	new	NSW	single	B	平衡型	23.32	JA Solar JAM72S30 550/MR	440	13.20	30	8	165	30	27.27	B: max(晚高峰, 0.55×剩余)	52.80	21.31	4.72	12.69	42.39	38850	14040	24810
2312	new	NSW	single	C	经济型	23.32	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
2312	expansion	NSW	single	A	高端型	14.96	JA Solar JAM72S30 550/MR	440	14.96	34	9	166	50	40.41	A: max(整夜, 0.7×剩余)	59.84	21.31	4.72	12.69	49.35	59233	21138	38095
2312	expansion	NSW	single	B	平衡型	14.96	JA Solar JAM72S30 550/MR	440	10.12	23	6	169	20	19.50	B: max(晚高峰, 0.55×剩余)	40.48	21.31	4.72	12.69	30.32	26889	9750	17139
2312	expansion	NSW	single	C	经济型	14.96	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
2313	new	NSW	single	A	高端型	7.48	JA Solar JAM72S30 550/MR	440	7.48	17	5	150	20	16.46	A: max(整夜, 0.7×剩余)	29.92	21.31	4.72	12.69	20.10	25013	8931	16082
2313	new	NSW	single	B	平衡型	7.48	JA Solar JAM72S30 550/MR	440	7.48	17	5	150	13.5	12.93	B: max(晚高峰, 0.55×剩余)	29.92	21.31	4.72	12.69	20.10	18828	6786	12042
2313	new	NSW	single	C	经济型	7.48	JA Solar JAM72S30 550/MR	440	6.60	15	4	165	6.5	5.52	C: 晚高峰	26.40	21.31	4.72	12.69	16.72	11337	4212	7125
2313	expansion	NSW	single	A	高端型	4.40	JA Solar JAM72S30 550/MR	440	4.40	10	3	147	16	14.84	A: max(整夜, 0.7×剩余)	17.60	21.31	4.72	12.69	8.68	18762	6591	12171
2313	expansion	NSW	single	B	平衡型	4.40	JA Solar JAM72S30 550/MR	440	4.40	10	3	147	6.5	5.58	B: max(晚高峰, 0.55×剩余)	17.60	21.31	4.72	12.69	8.68	9722	3510	6212
2313	expansion	NSW	single	C	经济型	4.40	JA Solar JAM72S30 550/MR	440	4.40	10	3	147	6.5	5.52	C: 晚高峰	17.60	21.31	4.72	12.69	8.68	9722	3510	6212
2314	new	NSW	single	A	高端型	5.28	JA Solar JAM72S30 550/MR	440	5.28	12	3	176	16	14.84	A: max(整夜, 0.7×剩余)	21.12	21.31	4.72	12.69	11.78	19284	6864	12420
2314	new	NSW	single	B	平衡型	5.28	JA Solar JAM72S30 550/MR	440	5.28	12	3	176	9.6	7.58	B: max(晚高峰, 0.55×剩余)	21.12	21.31	4.72	12.69	11.78	13195	4797	8398
2314	new	NSW	single	C	经济型	5.28	JA Solar JAM72S30 550/MR	440	5.28	12	3	176	6.5	5.52	C: 晚高峰	21.12	21.31	4.72	12.69	11.78	10245	3783	6462
2314	expansion	NSW	single	A	高端型	2.64	JA Solar JAM72S30 550/MR	440	2.64	6	2	132	16	14.84	A: max(整夜, 0.7×剩余)	10.56	21.31	4.72	12.69	2.75	17408	6006	11402
