项目类型,屋顶理论最大面板数量,方案,州领地,实际面板数量,光伏容量kW,逆变器功率kW,电池标称容量kWh,总投资成本AUD,电池更换成本AUD,年度用电量kWh,自用率百分比,回本周期月数,回本周期年数,贴现回本周期月数,贴现回本周期年数,IRR_20年
"储能扩容","85","B","ACT","59","25.96","15","41.93","26246.39","36269.45","8632","21.59","156.8","13.07","197.4","16.45","7.26%"
"储能扩容","85","B","NT","59","25.96","15","41.93","26246.39","36269.45","10008","24.92","146.6","12.22","179.4","14.95","8.56%"
"储能扩容","85","C","NSW","59","25.96","17.4","25.39","15888.78","21960.71","7778","19.55","93.0","7.75","113.5","9.45","15.95%"
"储能扩容","85","C","VIC","59","25.96","17.4","25.39","15888.78","21960.71","6778","17.06","104.4","8.70","125.4","10.45","14.47%"
"储能扩容","85","C","QLD","59","25.96","17.4","25.39","15888.78","21960.71","7270","18.32","97.9","8.16","120.5","10.04","15.22%"
"储能扩容","85","C","SA","59","25.96","17.4","25.39","15888.78","21960.71","7129","17.96","100.0","8.33","121.8","10.15","15.00%"
"储能扩容","85","C","WA","59","25.96","17.4","25.39","15888.78","21960.71","7634","19.16","94.7","7.89","115.7","9.64","15.72%"
"储能扩容","85","C","TAS","59","25.96","17.4","25.39","15888.78","21960.71","10148","25.29","73.8","6.15","86.4","7.20","19.33%"
"储能扩容","85","C","ACT","59","25.96","17.4","25.39","15888.78","21960.71","8632","21.59","85.1","7.09","102.4","8.53","17.15%"
"储能扩容","85","C","NT","59","25.96","17.4","25.39","15888.78","21960.71","10008","24.92","74.8","6.23","88.0","7.33","19.11%"
"储能扩容","86","A","NSW","60","26.40","19.5","50.32","31460.48","43526.80","7778","19.24","189.5","15.79","N/A","N/A","3.85%"
"储能扩容","86","A","VIC","60","26.40","19.5","50.32","31460.48","43526.80","6778","16.78","200.0","16.67","N/A","N/A","2.93%"
"储能扩容","86","A","QLD","60","26.40","19.5","50.32","31460.48","43526.80","7270","18.02","194.3","16.19","N/A","N/A","3.40%"
"储能扩容","86","A","SA","60","26.40","19.5","50.32","31460.48","43526.80","7129","17.66","196.1","16.34","N/A","N/A","3.27%"
"储能扩容","86","A","WA","60","26.40","19.5","50.32","31460.48","43526.80","7634","18.85","191.1","15.93","N/A","N/A","3.71%"
"储能扩容","86","A","TAS","60","26.40","19.5","50.32","31460.48","43526.80","10148","24.89","168.9","14.08","220.0","18.34","5.87%"
"储能扩容","86","A","ACT","60","26.40","19.5","50.32","31460.48","43526.80","8632","21.24","181.6","15.13","N/A","N/A","4.58%"
"储能扩容","86","A","NT","60","26.40","19.5","50.32","31460.48","43526.80","10008","24.53","170.1","14.17","222.3","18.53","5.74%"
"储能扩容","86","B","NSW","60","26.40","15","41.93","26246.39","36269.45","7778","19.24","162.7","13.56","207.9","17.32","6.58%"
"储能扩容","86","B","VIC","60","26.40","15","41.93","26246.39","36269.45","6778","16.78","171.9","14.33","225.8","18.82","5.56%"
"储能扩容","86","B","QLD","60","26.40","15","41.93","26246.39","36269.45","7270","18.02","167.2","13.93","216.3","18.02","6.07%"
"储能扩容","86","B","SA","60","26.40","15","41.93","26246.39","36269.45","7129","17.66","168.5","14.04","218.9","18.24","5.92%"
"储能扩容","86","B","WA","60","26.40","15","41.93","26246.39","36269.45","7634","18.85","164.0","13.67","210.6","17.55","6.42%"
"储能扩容","86","B","TAS","60","26.40","15","41.93","26246.39","36269.45","10148","24.89","144.6","12.05","175.9","14.66","8.84%"
"储能扩容","86","B","ACT","60","26.40","15","41.93","26246.39","36269.45","8632","21.24","155.8","12.98","195.2","16.27","7.39%"
"储能扩容","86","B","NT","60","26.40","15","41.93","26246.39","36269.45","10008","24.53","145.6","12.13","177.7","14.81","8.69%"
"储能扩容","86","C","NSW","60","26.40","17.6","25.82","16142.22","22332.92","7778","19.24","94.3","7.86","115.2","9.60","15.78%"
"储能扩容","86","C","VIC","60","26.40","17.6","25.82","16142.22","22332.92","6778","16.78","105.8","8.82","126.5","10.54","14.31%"
"储能扩容","86","C","QLD","60","26.40","17.6","25.82","16142.22","22332.92","7270","18.02","99.1","8.26","121.5","10.12","15.05%"
"储能扩容","86","C","SA","60","26.40","17.6","25.82","16142.22","22332.92","7129","17.66","101.5","8.46","122.9","10.24","14.84%"
"储能扩容","86","C","WA","60","26.40","17.6","25.82","16142.22","22332.92","7634","18.85","96.0","8.00","117.6","9.80","15.54%"
"储能扩容","86","C","TAS","60","26.40","17.6","25.82","16142.22","22332.92","10148","24.89","74.8","6.24","88.0","7.33","19.11%"
"储能扩容","86","C","ACT","60","26.40","17.6","25.82","16142.22","22332.92","8632","21.24","86.3","7.19","103.9","8.66","16.96%"
"储能扩容","86","C","NT","60","26.40","17.6","25.82","16142.22","22332.92","10008","24.53","76.0","6.33","89.5","7.46","18.90%"
"储能扩容","87","A","NSW","60","26.40","19.5","50.32","31460.48","43526.80","7778","19.24","189.5","15.79","N/A","N/A","3.85%"
"储能扩容","87","A","VIC","60","26.40","19.5","50.32","31460.48","43526.80","6778","16.78","200.0","16.67","N/A","N/A","2.93%"
"储能扩容","87","A","QLD","60","26.40","19.5","50.32","31460.48","43526.80","7270","18.02","194.3","16.19","N/A","N/A","3.40%"
"储能扩容","87","A","SA","60","26.40","19.5","50.32","31460.48","43526.80","7129","17.66","196.1","16.34","N/A","N/A","3.27%"
"储能扩容","87","A","WA","60","26.40","19.5","50.32","31460.48","43526.80","7634","18.85","191.1","15.93","N/A","N/A","3.71%"
"储能扩容","87","A","TAS","60","26.40","19.5","50.32","31460.48","43526.80","10148","24.89","168.9","14.08","220.0","18.34","5.87%"
"储能扩容","87","A","ACT","60","26.40","19.5","50.32","31460.48","43526.80","8632","21.24","181.6","15.13","N/A","N/A","4.58%"
"储能扩容","87","A","NT","60","26.40","19.5","50.32","31460.48","43526.80","10008","24.53","170.1","14.17","222.3","18.53","5.74%"
"储能扩容","87","B","NSW","60","26.40","15","41.93","26246.39","36269.45","7778","19.24","162.7","13.56","207.9","17.32","6.58%"
"储能扩容","87","B","VIC","60","26.40","15","41.93","26246.39","36269.45","6778","16.78","171.9","14.33","225.8","18.82","5.56%"
"储能扩容","87","B","QLD","60","26.40","15","41.93","26246.39","36269.45","7270","18.02","167.2","13.93","216.3","18.02","6.07%"
"储能扩容","87","B","SA","60","26.40","15","41.93","26246.39","36269.45","7129","17.66","168.5","14.04","218.9","18.24","5.92%"
"储能扩容","87","B","WA","60","26.40","15","41.93","26246.39","36269.45","7634","18.85","164.0","13.67","210.6","17.55","6.42%"
"储能扩容","87","B","TAS","60","26.40","15","41.93","26246.39","36269.45","10148","24.89","144.6","12.05","175.9","14.66","8.84%"
"储能扩容","87","B","ACT","60","26.40","15","41.93","26246.39","36269.45","8632","21.24","155.8","12.98","195.2","16.27","7.39%"
"储能扩容","87","B","NT","60","26.40","15","41.93","26246.39","36269.45","10008","24.53","145.6","12.13","177.7","14.81","8.69%"
"储能扩容","87","C","NSW","60","26.40","17.6","25.82","16142.22","22332.92","7778","19.24","94.3","7.86","115.2","9.60","15.78%"
"储能扩容","87","C","VIC","60","26.40","17.6","25.82","16142.22","22332.92","6778","16.78","105.8","8.82","126.5","10.54","14.31%"
"储能扩容","87","C","QLD","60","26.40","17.6","25.82","16142.22","22332.92","7270","18.02","99.1","8.26","121.5","10.12","15.05%"
"储能扩容","87","C","SA","60","26.40","17.6","25.82","16142.22","22332.92","7129","17.66","101.5","8.46","122.9","10.24","14.84%"
"储能扩容","87","C","WA","60","26.40","17.6","25.82","16142.22","22332.92","7634","18.85","96.0","8.00","117.6","9.80","15.54%"
"储能扩容","87","C","TAS","60","26.40","17.6","25.82","16142.22","22332.92","10148","24.89","74.8","6.24","88.0","7.33","19.11%"
"储能扩容","87","C","ACT","60","26.40","17.6","25.82","16142.22","22332.92","8632","21.24","86.3","7.19","103.9","8.66","16.96%"
"储能扩容","87","C","NT","60","26.40","17.6","25.82","16142.22","22332.92","10008","24.53","76.0","6.33","89.5","7.46","18.90%"
"储能扩容","88","A","NSW","61","26.84","19.5","50.32","31460.48","43526.80","7778","18.93","188.1","15.68","N/A","N/A","3.97%"
"储能扩容","88","A","VIC","61","26.84","19.5","50.32","31460.48","43526.80","6778","16.51","198.6","16.55","N/A","N/A","3.06%"
"储能扩容","88","A","QLD","61","26.84","19.5","50.32","31460.48","43526.80","7270","17.73","193.0","16.09","N/A","N/A","3.52%"
"储能扩容","88","A","SA","61","26.84","19.5","50.32","31460.48","43526.80","7129","17.37","194.6","16.22","N/A","N/A","3.39%"
"储能扩容","88","A","WA","61","26.84","19.5","50.32","31460.48","43526.80","7634","18.54","189.7","15.81","N/A","N/A","3.83%"
"储能扩容","88","A","TAS","61","26.84","19.5","50.32","31460.48","43526.80","10148","24.49","168.0","14.00","217.8","18.15","5.99%"
"储能扩容","88","A","ACT","61","26.84","19.5","50.32","31460.48","43526.80","8632","20.90","180.4","15.03","N/A","N/A","4.70%"
"储能扩容","88","A","NT","61","26.84","19.5","50.32","31460.48","43526.80","10008","24.15","169.0","14.08","220.1","18.34","5.86%"
"储能扩容","88","B","NSW","61","26.84","15","41.93","26246.39","36269.45","7778","18.93","161.5","13.46","205.6","17.13","6.71%"
"储能扩容","88","B","VIC","61","26.84","15","41.93","26246.39","36269.45","6778","16.51","170.5","14.21","223.2","18.60","5.69%"
"储能扩容","88","B","QLD","61","26.84","15","41.93","26246.39","36269.45","7270","17.73","166.0","13.84","214.1","17.84","6.21%"
"储能扩容","88","B","SA","61","26.84","15","41.93","26246.39","36269.45","7129","17.37","167.3","13.94","216.6","18.05","6.06%"
"储能扩容","88","B","WA","61","26.84","15","41.93","26246.39","36269.45","7634","18.54","162.9","13.57","208.3","17.36","6.55%"
"储能扩容","88","B","TAS","61","26.84","15","41.93","26246.39","36269.45","10148","24.49","143.7","11.98","174.4","14.53","8.97%"
"储能扩容","88","B","ACT","61","26.84","15","41.93","26246.39","36269.45","8632","20.90","154.7","12.89","193.3","16.11","7.52%"
"储能扩容","88","B","NT","61","26.84","15","41.93","26246.39","36269.45","10008","24.15","144.6","12.05","176.0","14.67","8.83%"
"储能扩容","88","C","NSW","61","26.84","17.9","26.25","16434.65","22705.14","7778","18.93","95.7","7.98","117.3","9.77","15.57%"
"储能扩容","88","C","VIC","61","26.84","17.9","26.25","16434.65","22705.14","6778","16.51","107.4","8.95","127.6","10.64","14.13%"
"储能扩容","88","C","QLD","61","26.84","17.9","26.25","16434.65","22705.14","7270","17.73","100.8","8.40","122.6","10.21","14.86%"
"储能扩容","88","C","SA","61","26.84","17.9","26.25","16434.65","22705.14","7129","17.37","103.0","8.58","124.2","10.35","14.65%"
"储能扩容","88","C","WA","61","26.84","17.9","26.25","16434.65","22705.14","7634","18.54","97.2","8.10","119.8","9.98","15.35%"
"储能扩容","88","C","TAS","61","26.84","17.9","26.25","16434.65","22705.14","10148","24.49","76.2","6.35","89.7","7.48","18.85%"
"储能扩容","88","C","ACT","61","26.84","17.9","26.25","16434.65","22705.14","8632","20.90","87.7","7.31","105.9","8.82","16.74%"
"储能扩容","88","C","NT","61","26.84","17.9","26.25","16434.65","22705.14","10008","24.15","77.3","6.44","91.0","7.58","18.65%"
"储能扩容","89","A","NSW","62","27.28","19.5","50.32","31460.48","43526.80","7778","18.63","186.9","15.57","N/A","N/A","4.09%"
"储能扩容","89","A","VIC","62","27.28","19.5","50.32","31460.48","43526.80","6778","16.24","197.2","16.43","N/A","N/A","3.18%"
"储能扩容","89","A","QLD","62","27.28","19.5","50.32","31460.48","43526.80","7270","17.45","191.8","15.99","N/A","N/A","3.64%"
"储能扩容","89","A","SA","62","27.28","19.5","50.32","31460.48","43526.80","7129","17.09","193.2","16.10","N/A","N/A","3.51%"
"储能扩容","89","A","WA","62","27.28","19.5","50.32","31460.48","43526.80","7634","18.25","188.4","15.70","N/A","N/A","3.95%"
"储能扩容","89","A","TAS","62","27.28","19.5","50.32","31460.48","43526.80","10148","24.11","166.9","13.91","215.9","17.99","6.10%"
"储能扩容","89","A","ACT","62","27.28","19.5","50.32","31460.48","43526.80","8632","20.57","179.3","14.94","N/A","N/A","4.82%"
"储能扩容","89","A","NT","62","27.28","19.5","50.32","31460.48","43526.80","10008","23.77","168.0","14.00","217.9","18.16","5.98%"
"储能扩容","89","B","NSW","62","27.28","15","41.93","26246.39","36269.45","7778","18.63","160.3","13.36","203.6","16.97","6.84%"
"储能扩容","89","B","VIC","62","27.28","15","41.93","26246.39","36269.45","6778","16.24","169.3","14.10","220.7","18.39","5.83%"
"储能扩容","89","B","QLD","62","27.28","15","41.93","26246.39","36269.45","7270","17.45","164.8","13.73","211.8","17.65","6.34%"
"储能扩容","89","B","SA","62","27.28","15","41.93","26246.39","36269.45","7129","17.09","166.1","13.84","214.3","17.86","6.19%"
"储能扩容","89","B","WA","62","27.28","15","41.93","26246.39","36269.45","7634","18.25","161.8","13.48","206.0","17.17","6.69%"
"储能扩容","89","B","TAS","62","27.28","15","41.93","26246.39","36269.45","10148","24.11","142.8","11.90","172.9","14.41","9.10%"
"储能扩容","89","B","ACT","62","27.28","15","41.93","26246.39","36269.45","8632","20.57","153.6","12.80","191.5","15.96","7.66%"
"储能扩容","89","B","NT","62","27.28","15","41.93","26246.39","36269.45","10008","23.77","143.8","11.98","174.5","14.54","8.96%"
"储能扩容","89","C","NSW","62","27.28","18.2","26.68","16688.09","23077.35","7778","18.63","96.8","8.07","119.1","9.93","15.41%"
"储能扩容","89","C","VIC","62","27.28","18.2","26.68","16688.09","23077.35","6778","16.24","108.6","9.05","128.6","10.72","13.99%"
"储能扩容","89","C","QLD","62","27.28","18.2","26.68","16688.09","23077.35","7270","17.45","102.6","8.55","123.5","10.30","14.70%"
"储能扩容","89","C","SA","62","27.28","18.2","26.68","16688.09","23077.35","7129","17.09","104.2","8.68","125.3","10.44","14.49%"
"储能扩容","89","C","WA","62","27.28","18.2","26.68","16688.09","23077.35","7634","18.25","98.4","8.20","120.8","10.06","15.18%"
"储能扩容","89","C","TAS","62","27.28","18.2","26.68","16688.09","23077.35","10148","24.11","77.3","6.44","91.0","7.59","18.64%"
"储能扩容","89","C","ACT","62","27.28","18.2","26.68","16688.09","23077.35","8632","20.57","89.1","7.42","107.5","8.96","16.56%"
"储能扩容","89","C","NT","62","27.28","18.2","26.68","16688.09","23077.35","10008","23.77","78.3","6.52","92.3","7.69","18.44%"
"储能扩容","90","A","NSW","62","27.28","19.5","50.32","31460.48","43526.80","7778","18.63","186.9","15.57","N/A","N/A","4.09%"
"储能扩容","90","A","VIC","62","27.28","19.5","50.32","31460.48","43526.80","6778","16.24","197.2","16.43","N/A","N/A","3.18%"
"储能扩容","90","A","QLD","62","27.28","19.5","50.32","31460.48","43526.80","7270","17.45","191.8","15.99","N/A","N/A","3.64%"
"储能扩容","90","A","SA","62","27.28","19.5","50.32","31460.48","43526.80","7129","17.09","193.2","16.10","N/A","N/A","3.51%"
"储能扩容","90","A","WA","62","27.28","19.5","50.32","31460.48","43526.80","7634","18.25","188.4","15.70","N/A","N/A","3.95%"
"储能扩容","90","A","TAS","62","27.28","19.5","50.32","31460.48","43526.80","10148","24.11","166.9","13.91","215.9","17.99","6.10%"
"储能扩容","90","A","ACT","62","27.28","19.5","50.32","31460.48","43526.80","8632","20.57","179.3","14.94","N/A","N/A","4.82%"
"储能扩容","90","A","NT","62","27.28","19.5","50.32","31460.48","43526.80","10008","23.77","168.0","14.00","217.9","18.16","5.98%"
"储能扩容","90","B","NSW","62","27.28","15","41.93","26246.39","36269.45","7778","18.63","160.3","13.36","203.6","16.97","6.84%"
"储能扩容","90","B","VIC","62","27.28","15","41.93","26246.39","36269.45","6778","16.24","169.3","14.10","220.7","18.39","5.83%"
"储能扩容","90","B","QLD","62","27.28","15","41.93","26246.39","36269.45","7270","17.45","164.8","13.73","211.8","17.65","6.34%"
"储能扩容","90","B","SA","62","27.28","15","41.93","26246.39","36269.45","7129","17.09","166.1","13.84","214.3","17.86","6.19%"
"储能扩容","90","B","WA","62","27.28","15","41.93","26246.39","36269.45","7634","18.25","161.8","13.48","206.0","17.17","6.69%"
"储能扩容","90","B","TAS","62","27.28","15","41.93","26246.39","36269.45","10148","24.11","142.8","11.90","172.9","14.41","9.10%"
"储能扩容","90","B","ACT","62","27.28","15","41.93","26246.39","36269.45","8632","20.57","153.6","12.80","191.5","15.96","7.66%"
"储能扩容","90","B","NT","62","27.28","15","41.93","26246.39","36269.45","10008","23.77","143.8","11.98","174.5","14.54","8.96%"
"储能扩容","90","C","NSW","62","27.28","18.2","26.68","16688.09","23077.35","7778","18.63","96.8","8.07","119.1","9.93","15.41%"
"储能扩容","90","C","VIC","62","27.28","18.2","26.68","16688.09","23077.35","6778","16.24","108.6","9.05","128.6","10.72","13.99%"
"储能扩容","90","C","QLD","62","27.28","18.2","26.68","16688.09","23077.35","7270","17.45","102.6","8.55","123.5","10.30","14.70%"
"储能扩容","90","C","SA","62","27.28","18.2","26.68","16688.09","23077.35","7129","17.09","104.2","8.68","125.3","10.44","14.49%"
"储能扩容","90","C","WA","62","27.28","18.2","26.68","16688.09","23077.35","7634","18.25","98.4","8.20","120.8","10.06","15.18%"
"储能扩容","90","C","TAS","62","27.28","18.2","26.68","16688.09","23077.35","10148","24.11","77.3","6.44","91.0","7.59","18.64%"
"储能扩容","90","C","ACT","62","27.28","18.2","26.68","16688.09","23077.35","8632","20.57","89.1","7.42","107.5","8.96","16.56%"
"储能扩容","90","C","NT","62","27.28","18.2","26.68","16688.09","23077.35","10008","23.77","78.3","6.52","92.3","7.69","18.44%"
"储能扩容","91","A","NSW","63","27.72","19.5","50.32","31460.48","43526.80","7778","18.34","185.6","15.47","N/A","N/A","4.21%"
"储能扩容","91","A","VIC","63","27.72","19.5","50.32","31460.48","43526.80","6778","15.99","195.6","16.30","N/A","N/A","3.30%"
"储能扩容","91","A","QLD","63","27.72","19.5","50.32","31460.48","43526.80","7270","17.17","190.6","15.88","N/A","N/A","3.76%"
"储能扩容","91","A","SA","63","27.72","19.5","50.32","31460.48","43526.80","7129","16.82","192.0","16.00","N/A","N/A","3.63%"
"储能扩容","91","A","WA","63","27.72","19.5","50.32","31460.48","43526.80","7634","17.97","187.1","15.59","N/A","N/A","4.07%"
"储能扩容","91","A","TAS","63","27.72","19.5","50.32","31460.48","43526.80","10148","23.74","165.8","13.82","213.9","17.82","6.22%"
"储能扩容","91","A","ACT","63","27.72","19.5","50.32","31460.48","43526.80","8632","20.26","178.0","14.84","238.0","19.83","4.94%"
"储能扩容","91","A","NT","63","27.72","19.5","50.32","31460.48","43526.80","10008","23.41","166.9","13.91","216.0","18.00","6.10%"
"储能扩容","91","B","NSW","63","27.72","15","41.93","26246.39","36269.45","7778","18.34","159.1","13.26","201.5","16.79","6.98%"
"储能扩容","91","B","VIC","63","27.72","15","41.93","26246.39","36269.45","6778","15.99","168.1","14.01","218.1","18.18","5.97%"
"储能扩容","91","B","QLD","63","27.72","15","41.93","26246.39","36269.45","7270","17.17","163.6","13.63","209.4","17.45","6.48%"
"储能扩容","91","B","SA","63","27.72","15","41.93","26246.39","36269.45","7129","16.82","164.8","13.74","212.0","17.67","6.33%"
"储能扩容","91","B","WA","63","27.72","15","41.93","26246.39","36269.45","7634","17.97","160.5","13.38","204.0","17.00","6.82%"
"储能扩容","91","B","TAS","63","27.72","15","41.93","26246.39","36269.45","10148","23.74","141.9","11.82","171.2","14.27","9.23%"
"储能扩容","91","B","ACT","63","27.72","15","41.93","26246.39","36269.45","8632","20.26","152.5","12.71","189.6","15.80","7.79%"
"储能扩容","91","B","NT","63","27.72","15","41.93","26246.39","36269.45","10008","23.41","142.8","11.90","172.9","14.41","9.09%"
"储能扩容","91","C","NSW","63","27.72","18.5","27.11","16980.53","23449.57","7778","18.34","98.1","8.18","120.6","10.05","15.22%"
"储能扩容","91","C","VIC","63","27.72","18.5","27.11","16980.53","23449.57","6778","15.99","109.9","9.16","129.8","10.82","13.82%"
"储能扩容","91","C","QLD","63","27.72","18.5","27.11","16980.53","23449.57","7270","17.17","104.2","8.68","124.8","10.40","14.52%"
"储能扩容","91","C","SA","63","27.72","18.5","27.11","16980.53","23449.57","7129","16.82","105.7","8.81","126.4","10.54","14.32%"
"储能扩容","91","C","WA","63","27.72","18.5","27.11","16980.53","23449.57","7634","17.97","100.0","8.34","121.9","10.16","15.00%"
"储能扩容","91","C","TAS","63","27.72","18.5","27.11","16980.53","23449.57","10148","23.74","78.5","6.54","92.6","7.72","18.40%"
"储能扩容","91","C","ACT","63","27.72","18.5","27.11","16980.53","23449.57","8632","20.26","90.4","7.53","109.2","9.10","16.35%"
"储能扩容","91","C","NT","63","27.72","18.5","27.11","16980.53","23449.57","10008","23.41","79.4","6.61","94.1","7.84","18.21%"
"储能扩容","92","A","NSW","64","28.16","19.5","50.32","31460.48","43526.80","7778","18.05","184.3","15.36","N/A","N/A","4.33%"
"储能扩容","92","A","VIC","64","28.16","19.5","50.32","31460.48","43526.80","6778","15.74","194.2","16.18","N/A","N/A","3.43%"
"储能扩容","92","A","QLD","64","28.16","19.5","50.32","31460.48","43526.80","7270","16.90","189.3","15.77","N/A","N/A","3.88%"
"储能扩容","92","A","SA","64","28.16","19.5","50.32","31460.48","43526.80","7129","16.56","190.7","15.89","N/A","N/A","3.75%"
"储能扩容","92","A","WA","64","28.16","19.5","50.32","31460.48","43526.80","7634","17.69","185.9","15.49","N/A","N/A","4.19%"
"储能扩容","92","A","TAS","64","28.16","19.5","50.32","31460.48","43526.80","10148","23.38","164.8","13.73","211.9","17.66","6.33%"
"储能扩容","92","A","ACT","64","28.16","19.5","50.32","31460.48","43526.80","8632","19.95","176.8","14.74","235.5","19.63","5.06%"
"储能扩容","92","A","NT","64","28.16","19.5","50.32","31460.48","43526.80","10008","23.06","165.9","13.82","213.9","17.83","6.21%"
"储能扩容","92","B","NSW","64","28.16","15","41.93","26246.39","36269.45","7778","18.05","158.0","13.16","199.5","16.62","7.11%"
"储能扩容","92","B","VIC","64","28.16","15","41.93","26246.39","36269.45","6778","15.74","166.9","13.91","215.9","17.99","6.10%"
"储能扩容","92","B","QLD","64","28.16","15","41.93","26246.39","36269.45","7270","16.90","162.4","13.53","207.0","17.25","6.61%"
"储能扩容","92","B","SA","64","28.16","15","41.93","26246.39","36269.45","7129","16.56","163.6","13.64","209.8","17.49","6.46%"
"储能扩容","92","B","WA","64","28.16","15","41.93","26246.39","36269.45","7634","17.69","159.3","13.28","201.9","16.82","6.95%"
"储能扩容","92","B","TAS","64","28.16","15","41.93","26246.39","36269.45","10148","23.38","140.9","11.74","169.7","14.14","9.36%"
"储能扩容","92","B","ACT","64","28.16","15","41.93","26246.39","36269.45","8632","19.95","151.5","12.63","187.8","15.65","7.92%"
"储能扩容","92","B","NT","64","28.16","15","41.93","26246.39","36269.45","10008","23.06","141.9","11.82","171.3","14.27","9.23%"
"储能扩容","92","C","NSW","64","28.16","18.8","27.54","17233.96","23821.79","7778","18.05","99.5","8.29","121.5","10.12","15.06%"
"储能扩容","92","C","VIC","64","28.16","18.8","27.54","17233.96","23821.79","6778","15.74","111.3","9.28","130.8","10.90","13.68%"
"储能扩容","92","C","QLD","64","28.16","18.8","27.54","17233.96","23821.79","7270","16.90","105.5","8.79","126.0","10.50","14.38%"
"储能扩容","92","C","SA","64","28.16","18.8","27.54","17233.96","23821.79","7129","16.56","107.1","8.92","127.4","10.61","14.17%"
"储能扩容","92","C","WA","64","28.16","18.8","27.54","17233.96","23821.79","7634","17.69","101.4","8.45","122.8","10.24","14.84%"
"储能扩容","92","C","TAS","64","28.16","18.8","27.54","17233.96","23821.79","10148","23.38","79.4","6.62","94.1","7.84","18.21%"
"储能扩容","92","C","ACT","64","28.16","18.8","27.54","17233.96","23821.79","8632","19.95","91.4","7.62","110.8","9.24","16.18%"
"储能扩容","92","C","NT","64","28.16","18.8","27.54","17233.96","23821.79","10008","23.06","80.4","6.70","95.5","7.96","18.02%"
"储能扩容","93","A","NSW","65","28.60","19.5","50.32","31460.48","43526.80","7778","17.78","182.9","15.24","N/A","N/A","4.45%"
"储能扩容","93","A","VIC","65","28.60","19.5","50.32","31460.48","43526.80","6778","15.50","192.8","16.07","N/A","N/A","3.55%"
"储能扩容","93","A","QLD","65","28.60","19.5","50.32","31460.48","43526.80","7270","16.65","188.0","15.66","N/A","N/A","4.00%"
"储能扩容","93","A","SA","65","28.60","19.5","50.32","31460.48","43526.80","7129","16.31","189.3","15.78","N/A","N/A","3.87%"
"储能扩容","93","A","WA","65","28.60","19.5","50.32","31460.48","43526.80","7634","17.42","184.5","15.38","N/A","N/A","4.31%"
"储能扩容","93","A","TAS","65","28.60","19.5","50.32","31460.48","43526.80","10148","23.03","163.8","13.65","210.1","17.51","6.45%"
"储能扩容","93","A","ACT","65","28.60","19.5","50.32","31460.48","43526.80","8632","19.65","175.7","14.64","233.2","19.44","5.17%"
"储能扩容","93","A","NT","65","28.60","19.5","50.32","31460.48","43526.80","10008","22.71","164.8","13.73","211.9","17.66","6.33%"
"储能扩容","93","B","NSW","65","28.60","15","41.93","26246.39","36269.45","7778","17.78","156.9","13.07","197.5","16.46","7.24%"
"储能扩容","93","B","VIC","65","28.60","15","41.93","26246.39","36269.45","6778","15.50","165.7","13.81","213.6","17.80","6.24%"
"储能扩容","93","B","QLD","65","28.60","15","41.93","26246.39","36269.45","7270","16.65","161.0","13.42","205.0","17.08","6.74%"
"储能扩容","93","B","SA","65","28.60","15","41.93","26246.39","36269.45","7129","16.31","162.5","13.54","207.5","17.29","6.60%"
"储能扩容","93","B","WA","65","28.60","15","41.93","26246.39","36269.45","7634","17.42","158.1","13.18","199.8","16.65","7.09%"
"储能扩容","93","B","TAS","65","28.60","15","41.93","26246.39","36269.45","10148","23.03","140.0","11.67","168.3","14.03","9.49%"
"储能扩容","93","B","ACT","65","28.60","15","41.93","26246.39","36269.45","8632","19.65","150.5","12.55","186.1","15.50","8.05%"
"储能扩容","93","B","NT","65","28.60","15","41.93","26246.39","36269.45","10008","22.71","141.0","11.75","169.7","14.14","9.36%"
"储能扩容","93","C","NSW","65","28.60","19.1","27.97","17487.40","24194.00","7778","17.78","100.9","8.41","122.4","10.20","14.91%"
"储能扩容","93","C","VIC","65","28.60","19.1","27.97","17487.40","24194.00","6778","15.50","112.9","9.41","131.7","10.98","13.55%"
"储能扩容","93","C","QLD","65","28.60","19.1","27.97","17487.40","24194.00","7270","16.65","106.7","8.89","127.0","10.59","14.23%"
"储能扩容","93","C","SA","65","28.60","19.1","27.97","17487.40","24194.00","7129","16.31","108.2","9.02","128.3","10.69","14.03%"
"储能扩容","93","C","WA","65","28.60","19.1","27.97","17487.40","24194.00","7634","17.42","102.6","8.55","123.9","10.32","14.70%"
"储能扩容","93","C","TAS","65","28.60","19.1","27.97","17487.40","24194.00","10148","23.03","80.4","6.70","95.5","7.96","18.01%"
"储能扩容","93","C","ACT","65","28.60","19.1","27.97","17487.40","24194.00","8632","19.65","92.5","7.71","112.7","9.39","16.02%"
"储能扩容","93","C","NT","65","28.60","19.1","27.97","17487.40","24194.00","10008","22.71","81.4","6.79","96.8","8.06","17.83%"
"储能扩容","94","A","NSW","65","28.60","19.5","50.32","31460.48","43526.80","7778","17.78","182.9","15.24","N/A","N/A","4.45%"
"储能扩容","94","A","VIC","65","28.60","19.5","50.32","31460.48","43526.80","6778","15.50","192.8","16.07","N/A","N/A","3.55%"
"储能扩容","94","A","QLD","65","28.60","19.5","50.32","31460.48","43526.80","7270","16.65","188.0","15.66","N/A","N/A","4.00%"
"储能扩容","94","A","SA","65","28.60","19.5","50.32","31460.48","43526.80","7129","16.31","189.3","15.78","N/A","N/A","3.87%"
