State,Postcode,Retailer,PlanType,PlanName,PricingModel,SupplyCharge_c/day,FiT_c/kWh,Distributor
NSW,2770,Globird Energy,Time of Use,"SOLARPLUS Residential (Two Rate)-Endeavour",TOU,142,[{'rate': 10, 'type': 'R', 'scheme': 'OTHER', 'volume': 8, 'description': 'for the first 8 kWh/day (incl. GST if any).', 'displayName': 'Single Stepped Rate Solar FiT', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 8, 'unitPrice': 10, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}, {'rate': 2, 'type': 'R', 'scheme': 'OTHER', 'description': 'for export over 8 kWh/day (incl. GST if any).', 'displayName': 'Single Stepped Rate Solar FiT', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 2, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}],"endeavour"
NSW,2770,Kogan Energy,Single Rate,"Kogan Energy with free FIRST",SR,106.0469,0.5,"endeavour"
NSW,2770,Momentum Energy,Single Rate,"Home Run Electricity",SR,152.4,5,"endeavour"
NSW,2770,Momentum Energy,Time of Use,"Home Run Electricity",TOU,170.7,5,"endeavour"
NSW,2770,OVO Energy,Single Rate,"The One Plan",SR,92,2.8,"endeavour"
NSW,2770,OVO Energy,Time of Use,"The One Plan",TOU,101,2.8,"endeavour"
NSW,2770,Origin Energy,Single Rate,"Origin Standing",SR,91.2,3,"endeavour"
NSW,2770,Origin Energy,Time of Use,"Origin Essentials Variable",TOU,110.84,3,"endeavour"
NSW,2770,Powershop,Single Rate,"Power Offset",SR,117.0716,0.5,"endeavour"
NSW,2770,Red Energy,Single Rate,"Standing Offer",SR,142,4,"endeavour"
NSW,2770,Red Energy,Time of Use,"Standing Offer (Demand)",TOU,142,4,"endeavour"
NSW,2770,Sumo,Single Rate,"Sumo Local Residential Single Rate",SR,104.45,[{'rate': 8.8, 'type': 'R', 'scheme': 'OTHER', 'volume': 8, 'startDate': '2025-07-31', 'description': 'Feed-in tariff applies for the first 8 kWh per day for solar systems less than 10 kW. Not available in conjunction with any other feed-in tariff.', 'displayName': 'Feed in Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 8, 'unitPrice': 8.8, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}, {'rate': 0, 'type': 'R', 'scheme': 'OTHER', 'startDate': '2025-07-31', 'description': 'Above 8 kwh per day for eligible solar systems not exceeding 10kW. Not available in conjunction with any other feed-in tariff.', 'displayName': 'Feed in Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 0, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}],"endeavour"
NSW,2770,Sumo,Time of Use,"Sumo Local Residential Time Of Use Intro Demand",TOU,151.18,[{'rate': 8.8, 'type': 'R', 'scheme': 'OTHER', 'volume': 8, 'startDate': '2025-07-31', 'description': 'Feed-in tariff applies for the first 8 kWh per day for solar systems less than 10 kW. Not available in conjunction with any other feed-in tariff.', 'displayName': 'Feed in Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 8, 'unitPrice': 8.8, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}, {'rate': 0, 'type': 'R', 'scheme': 'OTHER', 'startDate': '2025-07-31', 'description': 'Above 8 kwh per day for eligible solar systems not exceeding 10kW. Not available in conjunction with any other feed-in tariff.', 'displayName': 'Feed in Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 0, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}],"endeavour"
NSW,2800,1st Energy,Single Rate,"Standing Offer - Single Rate",SR,210,1,"essential energy standard"
NSW,2800,1st Energy,Time of Use,"1st Saver - Time of Use",TOU,209,1,"essential energy standard"
NSW,2800,AGL,Single Rate,"Residential Standing Offer",SR,103.89,4,"endeavour"
NSW,2800,AGL,Time of Use,"Residential Standing Offer",TOU,103.89,4,"endeavour"
NSW,2800,Alinta Energy,Single Rate,"HomeDeal Extra - Single Rate",SR,160.41,5,"essential energy standard"
NSW,2800,Alinta Energy,Time of Use,"HomeDeal Extra - Time of Use",TOU,159.37,5,"essential energy standard"
NSW,2800,Amber Electric,Single Rate,"Battery + Solar: Variable Wholesale Prices (estimate)",SR,172.993,26.39,"essential energy standard"
NSW,2800,CovaU,Single Rate,"CovaU Basics Residential Single",SR,159.6,5.5,"essential energy far west;essential energy standard;essential energy"
NSW,2800,CovaU,Time of Use,"CovaU Basics Residential TOU",TOU,156,5.5,"essential energy far west;essential energy standard;essential energy"
NSW,2800,Diamond Energy,Single Rate,"Diamond Everyday",SR,149.9,3,"essential energy far west;essential energy standard;essential energy"
NSW,2800,Diamond Energy,Time of Use,"Diamond Everyday",TOU,190,3,"essential energy far west;essential energy standard;essential energy"
NSW,2800,Dodo,Single Rate,"Residential Standing (Default Market Offer)",SR,235.6488,1,"essential energy far west;essential energy standard;essential energy"
NSW,2800,Dodo,Time of Use,"Real Deal",TOU,221.988,1,"essential energy far west;essential energy standard;essential energy"
NSW,2800,ENGIE,Single Rate,"NSW _ENGIE GreenPower  Elec",SR,176.45,5.5,"essential energy far west;essential energy standard;essential energy"
NSW,2800,Energy Locals,Single Rate,"Home Classic",SR,191.8182,[{'rate': 5, 'type': 'R', 'scheme': 'OTHER', 'volume': 5, 'endDate': '2030-06-30', 'startDate': '2025-06-01', 'description': 'Solar feed-in tariff (incl. GST, if any). | 0-5kWh/day', 'displayName': 'Solar FiT 2025: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 5, 'unitPrice': 5, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}, {'rate': 2, 'type': 'R', 'scheme': 'OTHER', 'endDate': '2030-06-30', 'startDate': '2025-06-01', 'description': 'Solar feed-in tariff (incl. GST, if any). | 5kWh+/day', 'displayName': 'Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 2, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}],"essential energy far west;essential energy standard;essential energy"
NSW,2800,Energy Locals,Time of Use,"Home Classic",TOU,204.0909,15,"essential energy far west;essential energy standard;essential energy"
NSW,2800,EnergyAustralia,Single Rate,"Balance Plan - Connect Now",SR,178.5,4,"essential energy standard;essential energy far west;essential energy"
NSW,2800,EnergyAustralia,Time of Use,"Balance Plan - Connect Now (7 day TOU Interval)",TOU,190.5,4,"essential energy standard;essential energy far west;essential energy"
NSW,2800,Flipped Energy,Single Rate,"Standing Offer - Single Rate",SR,184.92,3,"endeavour"
NSW,2800,Flipped Energy,Time of Use,"SwitchedOn - Time of Use",TOU,110.95,2,"endeavour"
NSW,2800,Flow Power,Time of Use,"Flow Home FY26: Variable Prices (estimate)",TOU,110.177424,3.3,"endeavour"
NSW,2800,Future X Power,Single Rate,"Standing Offer - Endeavour - RESI Anytime",SR,108.7,3,"endeavour"
NSW,2800,Globird Energy,Single Rate,"BOOST Residential (Flat Rate)-Essential",SR,186,2,"essential energy standard"
NSW,2800,Globird Energy,Time of Use,"FOUR4FREE Residential (Flexible Rate)-Essential",TOU,200,5,"essential energy standard"
NSW,2800,Kogan Energy,Single Rate,"Kogan Energy for current FIRST members",SR,160.8331,0.5,"essential energy standard;essential energy;essential energy far west"
NSW,2800,Kogan Energy,Time of Use,"Kogan Energy for current FIRST members",TOU,191.9448,0.5,"essential energy standard;essential energy;essential energy far west"
NSW,2800,Momentum Energy,Single Rate,"Warm Welcome",SR,204,5,"essential energy;essential energy standard;essential energy far west"
NSW,2800,Momentum Energy,Time of Use,"Bill Boss Electricity",TOU,270.4,5,"essential energy;essential energy far west;essential energy standard"
NSW,2800,OVO Energy,Single Rate,"The One Plan",SR,146,2.8,"essential energy standard"
NSW,2800,OVO Energy,Time of Use,"The Basic Free 3 Plan",TOU,170.1,2.8,"essential energy standard"
NSW,2800,Origin Energy,Single Rate,"Origin Standing",SR,91.2,3,"endeavour"
NSW,2800,Powershop,Single Rate,"Power Offset",SR,175.0055,0.5,"essential energy;essential energy standard;essential energy far west"
NSW,2800,Powershop,Time of Use,"Power Offset",TOU,186.83,0.5,"essential energy standard;essential energy;essential energy far west"
NSW,2800,Red Energy,Single Rate,"Standing Offer",SR,196.38,4,"essential energy far west;essential energy;essential energy standard"
NSW,2800,Red Energy,Time of Use,"Standing Offer (SunSoak)",TOU,196.38,4,"essential energy standard;essential energy;essential energy far west"
NSW,2800,Sumo,Single Rate,"Sumo Local Residential Single Rate",SR,104.45,[{'rate': 8.8, 'type': 'R', 'scheme': 'OTHER', 'volume': 8, 'startDate': '2025-07-31', 'description': 'Feed-in tariff applies for the first 8 kWh per day for solar systems less than 10 kW. Not available in conjunction with any other feed-in tariff.', 'displayName': 'Feed in Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 8, 'unitPrice': 8.8, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}, {'rate': 0, 'type': 'R', 'scheme': 'OTHER', 'startDate': '2025-07-31', 'description': 'Above 8 kwh per day for eligible solar systems not exceeding 10kW. Not available in conjunction with any other feed-in tariff.', 'displayName': 'Feed in Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 0, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}],"endeavour"
NSW,2800,Sumo,Time of Use,"Sumo Local Residential Time Of Use Intro Demand",TOU,151.18,[{'rate': 8.8, 'type': 'R', 'scheme': 'OTHER', 'volume': 8, 'startDate': '2025-07-31', 'description': 'Feed-in tariff applies for the first 8 kWh per day for solar systems less than 10 kW. Not available in conjunction with any other feed-in tariff.', 'displayName': 'Feed in Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 8, 'unitPrice': 8.8, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}, {'rate': 0, 'type': 'R', 'scheme': 'OTHER', 'startDate': '2025-07-31', 'description': 'Above 8 kwh per day for eligible solar systems not exceeding 10kW. Not available in conjunction with any other feed-in tariff.', 'displayName': 'Feed in Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 0, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}],"endeavour"
QLD,4000,1st Energy,Single Rate,"Standing Offer - Single Rate",SR,138,1,"energex"
QLD,4000,1st Energy,Time of Use,"Standing Offer - Time of Use",TOU,138,1,"energex"
QLD,4000,AGL,Single Rate,"Residential Standing Offer",SR,126.05,3,"energex"
QLD,4000,AGL,Time of Use,"Residential Standing Offer",TOU,126.05,3,"energex"
QLD,4000,Alinta Energy,Single Rate,"Standing Offer - Single Rate",SR,141.68,4,"energex"
QLD,4000,Alinta Energy,Time of Use,"Standing Offer - Time of Use",TOU,128.16,4,"energex"
QLD,4000,Amber Electric,Single Rate,"Solar + CBA Yello Diamond: Variable Prices (estimate)",SR,95.993,0.44,"energex"
QLD,4000,CovaU,Single Rate,"Freedom Residential Single Rate",SR,109.72,5.5,"energex"
QLD,4000,CovaU,Time of Use,"Freedom Residential TOU (6900)",TOU,112,5.5,"energex"
QLD,4000,Diamond Energy,Single Rate,"Diamond Everyday",SR,114.45,3,"energex"
QLD,4000,Diamond Energy,Time of Use,"Diamond Everyday",TOU,105.2,3,"energex"
QLD,4000,Dodo,Single Rate,"Real Deal",SR,133.958,1,"energex"
QLD,4000,Dodo,Time of Use,"Real Deal",TOU,121.1176,1,"energex"
QLD,4000,ENGIE,Single Rate,"QLD _ENGIE Home Business GreenPower Elec",SR,108.36,3,"energex"
QLD,4000,ENGIE,Time of Use,"QLD _ENGIE Home Business GreenPower Elec",TOU,106.06,3,"energex"
QLD,4000,Energy Locals,Single Rate,"Online Member",SR,122.7273,[{'rate': 5, 'type': 'R', 'scheme': 'OTHER', 'volume': 5, 'endDate': '2030-06-30', 'startDate': '2025-06-01', 'description': 'Solar feed-in tariff (incl. GST, if any). | 0-5kWh/day', 'displayName': 'Solar FiT 2025: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 5, 'unitPrice': 5, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}, {'rate': 2, 'type': 'R', 'scheme': 'OTHER', 'endDate': '2030-06-30', 'startDate': '2025-06-01', 'description': 'Solar feed-in tariff (incl. GST, if any). | 5kWh+/day', 'displayName': 'Solar FiT 2025: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 2, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}],"energex"
QLD,4000,Energy Locals,Time of Use,"Online Member",TOU,105,15,"energex"
QLD,4000,EnergyAustralia,Single Rate,"Balance Plan - My Connect",SR,128.6,4,"energex"
QLD,4000,EnergyAustralia,Time of Use,"QLD Seniors Offer - 7 Day TOU",TOU,120,4,"energex"
QLD,4000,Flipped Energy,Single Rate,"SwitchedOn - Single Rate",SR,156.21,2,"energex"
QLD,4000,Flipped Energy,Time of Use,"Standing Offer - Time of Use",TOU,177.66,3,"energex"
QLD,4000,Flow Power,Time of Use,"Flow Home FY26: Variable Prices (estimate)",TOU,120.1889,3.3,"energex"
QLD,4000,Globird Energy,Time of Use,"SOLARPLUS Residential (Flexible Energy)-Energex",TOU,138,[{'rate': 10, 'type': 'R', 'scheme': 'OTHER', 'volume': 8, 'description': 'for the first 8 kWh/day (incl. GST if any).', 'displayName': 'Single Stepped Rate Solar FiT', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 8, 'unitPrice': 10, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}, {'rate': 2, 'type': 'R', 'scheme': 'OTHER', 'description': 'for export over 8 kWh/day (incl. GST if any).', 'displayName': 'Single Stepped Rate Solar FiT', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 2, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}],"energex"
QLD,4000,Kogan Energy,Single Rate,"Kogan Energy with free FIRST",SR,111.5564,0.5,"energex"
QLD,4000,Kogan Energy,Time of Use,"Kogan Energy with free FIRST",TOU,114.6852,0.5,"energex"
QLD,4000,Momentum Energy,Single Rate,"Suit Yourself Electricity",SR,164.6,2.9,"energex"
QLD,4000,Momentum Energy,Time of Use,"Suit Yourself Electricity",TOU,154.7,2.9,"energex"
QLD,4000,Origin Energy,Time of Use,"Origin Home Support",TOU,112.06,3,"energex"
QLD,4000,Powershop,Single Rate,"Power Offset",SR,123.9392,0.5,"energex"
QLD,4000,Powershop,Time of Use,"Power Offset",TOU,127.4152,0.5,"energex"
QLD,4000,Red Energy,Single Rate,"Qantas Red Saver",SR,108,1,"energex"
QLD,4000,Red Energy,Time of Use,"Qantas Red Saver",TOU,111,1,"energex"
QLD,4000,Sumo,Single Rate,"Sumo Local Residential Single Rate",SR,107.69,[{'rate': 8.8, 'type': 'R', 'scheme': 'OTHER', 'volume': 8, 'startDate': '2025-07-30', 'description': 'Feed-in tariff applies for the first 8 kWh per day for solar systems less than 10 kW. Not available in conjunction with any other feed-in tariff.', 'displayName': 'Feed in Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 8, 'unitPrice': 8.8, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}, {'rate': 0, 'type': 'R', 'scheme': 'OTHER', 'startDate': '2025-07-30', 'description': 'Above 8 kwh per day for eligible solar systems not exceeding 10kW. Not available in conjunction with any other feed-in tariff.', 'displayName': 'Feed in Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 0, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}],"energex"
QLD,4000,Sumo,Time of Use,"Sumo Local Residential Time of Use",TOU,115.61,[{'rate': 8.8, 'type': 'R', 'scheme': 'OTHER', 'volume': 8, 'startDate': '2025-07-30', 'description': 'Feed-in tariff applies for the first 8 kWh per day for solar systems less than 10 kW. Not available in conjunction with any other feed-in tariff.', 'displayName': 'Feed in Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 8, 'unitPrice': 8.8, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}, {'rate': 0, 'type': 'R', 'scheme': 'OTHER', 'startDate': '2025-07-30', 'description': 'Above 8 kwh per day for eligible solar systems not exceeding 10kW. Not available in conjunction with any other feed-in tariff.', 'displayName': 'Feed in Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 0, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}],"energex"
QLD,4101,1st Energy,Single Rate,"Standing Offer - Single Rate",SR,138,1,"energex"
QLD,4101,1st Energy,Time of Use,"Standing Offer - Time of Use",TOU,138,1,"energex"
QLD,4101,AGL,Single Rate,"Residential Standing Offer",SR,126.05,3,"energex"
QLD,4101,Alinta Energy,Single Rate,"Standing Offer - Single Rate",SR,141.68,4,"energex"
QLD,4101,Alinta Energy,Time of Use,"Standing Offer - Time of Use",TOU,128.16,4,"energex"
QLD,4101,Amber Electric,Single Rate,"Solar + CBA Yello Diamond: Variable Prices (estimate)",SR,95.993,0.44,"energex"
QLD,4101,CovaU,Single Rate,"Freedom Residential Single Rate",SR,109.72,5.5,"energex"
QLD,4101,CovaU,Time of Use,"Freedom Residential TOU (6900)",TOU,112,5.5,"energex"
QLD,4101,Diamond Energy,Single Rate,"Diamond Everyday",SR,114.45,3,"energex"
QLD,4101,Diamond Energy,Time of Use,"Diamond Everyday",TOU,105.2,3,"energex"
QLD,4101,Dodo,Single Rate,"Real Deal",SR,133.958,1,"energex"
QLD,4101,Dodo,Time of Use,"Real Deal",TOU,121.1176,1,"energex"
QLD,4101,ENGIE,Single Rate,"QLD _ENGIE Home Business GreenPower Elec",SR,108.36,3,"energex"
QLD,4101,ENGIE,Time of Use,"QLD _ENGIE Home Business GreenPower Elec",TOU,106.06,3,"energex"
QLD,4101,Energy Locals,Single Rate,"Online Member",SR,122.7273,[{'rate': 5, 'type': 'R', 'scheme': 'OTHER', 'volume': 5, 'endDate': '2030-06-30', 'startDate': '2025-06-01', 'description': 'Solar feed-in tariff (incl. GST, if any). | 0-5kWh/day', 'displayName': 'Solar FiT 2025: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 5, 'unitPrice': 5, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}, {'rate': 2, 'type': 'R', 'scheme': 'OTHER', 'endDate': '2030-06-30', 'startDate': '2025-06-01', 'description': 'Solar feed-in tariff (incl. GST, if any). | 5kWh+/day', 'displayName': 'Solar FiT 2025: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 2, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}],"energex"
QLD,4101,Energy Locals,Time of Use,"Online Member",TOU,105,15,"energex"
QLD,4101,EnergyAustralia,Single Rate,"Balance Plan - My Connect",SR,128.6,4,"energex"
QLD,4101,EnergyAustralia,Time of Use,"QLD Seniors Offer - 7 Day TOU",TOU,120,4,"energex"
QLD,4101,Flipped Energy,Single Rate,"SwitchedOn - Single Rate",SR,156.21,2,"energex"
QLD,4101,Flipped Energy,Time of Use,"Standing Offer - Time of Use",TOU,177.66,3,"energex"
QLD,4101,Flow Power,Time of Use,"Flow Home FY26: Variable Prices (estimate)",TOU,120.1889,3.3,"energex"
QLD,4101,Globird Energy,Single Rate,"BOOST Residential (Flat Rate)-Energex",SR,114,2,"energex"
QLD,4101,Globird Energy,Time of Use,"SOLARPLUS Residential (Flexible Energy)-Energex",TOU,138,[{'rate': 10, 'type': 'R', 'scheme': 'OTHER', 'volume': 8, 'description': 'for the first 8 kWh/day (incl. GST if any).', 'displayName': 'Single Stepped Rate Solar FiT', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 8, 'unitPrice': 10, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}, {'rate': 2, 'type': 'R', 'scheme': 'OTHER', 'description': 'for export over 8 kWh/day (incl. GST if any).', 'displayName': 'Single Stepped Rate Solar FiT', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 2, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}],"energex"
QLD,4101,Kogan Energy,Single Rate,"Kogan Energy with free FIRST",SR,111.5564,0.5,"energex"
QLD,4101,Kogan Energy,Time of Use,"Kogan Energy with free FIRST",TOU,114.6852,0.5,"energex"
QLD,4101,Momentum Energy,Single Rate,"Suit Yourself Electricity",SR,164.6,2.9,"energex"
QLD,4101,Momentum Energy,Time of Use,"Suit Yourself Electricity",TOU,154.7,2.9,"energex"
QLD,4101,OVO Energy,Single Rate,"The Free 3 Plan",SR,105,2.7,"energex"
QLD,4101,OVO Energy,Time of Use,"The Free 3 Plan",TOU,105,2.7,"energex"
QLD,4101,Origin Energy,Single Rate,"Origin Home Support",SR,129.88,3,"energex"
QLD,4101,Origin Energy,Time of Use,"Origin Home Support",TOU,112.06,3,"energex"
QLD,4101,Powershop,Single Rate,"Power Offset",SR,123.9392,0.5,"energex"
QLD,4101,Powershop,Time of Use,"Power Offset",TOU,127.4152,0.5,"energex"
QLD,4101,Red Energy,Single Rate,"Qantas Red Saver",SR,108,1,"energex"
QLD,4101,Red Energy,Time of Use,"Qantas Red Saver",TOU,111,1,"energex"
QLD,4101,Sumo,Single Rate,"Sumo Local Residential Single Rate",SR,107.69,[{'rate': 8.8, 'type': 'R', 'scheme': 'OTHER', 'volume': 8, 'startDate': '2025-07-30', 'description': 'Feed-in tariff applies for the first 8 kWh per day for solar systems less than 10 kW. Not available in conjunction with any other feed-in tariff.', 'displayName': 'Feed in Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 8, 'unitPrice': 8.8, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}, {'rate': 0, 'type': 'R', 'scheme': 'OTHER', 'startDate': '2025-07-30', 'description': 'Above 8 kwh per day for eligible solar systems not exceeding 10kW. Not available in conjunction with any other feed-in tariff.', 'displayName': 'Feed in Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 0, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}],"energex"
QLD,4101,Sumo,Time of Use,"Sumo Local Residential Time of Use",TOU,115.61,[{'rate': 8.8, 'type': 'R', 'scheme': 'OTHER', 'volume': 8, 'startDate': '2025-07-30', 'description': 'Feed-in tariff applies for the first 8 kWh per day for solar systems less than 10 kW. Not available in conjunction with any other feed-in tariff.', 'displayName': 'Feed in Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 8, 'unitPrice': 8.8, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}, {'rate': 0, 'type': 'R', 'scheme': 'OTHER', 'startDate': '2025-07-30', 'description': 'Above 8 kwh per day for eligible solar systems not exceeding 10kW. Not available in conjunction with any other feed-in tariff.', 'displayName': 'Feed in Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 0, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}],"energex"
QLD,4350,1st Energy,Single Rate,"Standing Offer - Single Rate",SR,138,1,"energex"
QLD,4350,1st Energy,Time of Use,"Standing Offer - Time of Use",TOU,138,1,"energex"
QLD,4350,AGL,Single Rate,"Residential Standing Offer",SR,126.05,3,"energex"
QLD,4350,AGL,Time of Use,"Residential Standing Offer",TOU,126.05,3,"energex"
QLD,4350,Alinta Energy,Single Rate,"Standing Offer - Single Rate",SR,141.68,4,"energex"
QLD,4350,Alinta Energy,Time of Use,"Standing Offer - Time of Use",TOU,128.16,4,"energex"
QLD,4350,Amber Electric,Single Rate,"Solar + CBA Yello Diamond: Variable Prices (estimate)",SR,95.993,0.44,"energex"
QLD,4350,CovaU,Single Rate,"Freedom Residential Single Rate",SR,109.72,5.5,"energex"
QLD,4350,CovaU,Time of Use,"Freedom Residential TOU (6900)",TOU,112,5.5,"energex"
QLD,4350,Diamond Energy,Single Rate,"Diamond Everyday",SR,114.45,3,"energex"
QLD,4350,Diamond Energy,Time of Use,"Diamond Everyday",TOU,105.2,3,"energex"
QLD,4350,Dodo,Single Rate,"Real Deal",SR,133.958,1,"energex"
QLD,4350,Dodo,Time of Use,"Real Deal",TOU,121.1176,1,"energex"
QLD,4350,ENGIE,Single Rate,"QLD _ENGIE Perks Plus Elec",SR,108.36,3,"energex"
QLD,4350,ENGIE,Time of Use,"QLD _ENGIE Perks Plus Elec",TOU,102.59,3,"energex"
QLD,4350,Energy Locals,Single Rate,"Online Member",SR,122.7273,[{'rate': 5, 'type': 'R', 'scheme': 'OTHER', 'volume': 5, 'endDate': '2030-06-30', 'startDate': '2025-06-01', 'description': 'Solar feed-in tariff (incl. GST, if any). | 0-5kWh/day', 'displayName': 'Solar FiT 2025: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 5, 'unitPrice': 5, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}, {'rate': 2, 'type': 'R', 'scheme': 'OTHER', 'endDate': '2030-06-30', 'startDate': '2025-06-01', 'description': 'Solar feed-in tariff (incl. GST, if any). | 5kWh+/day', 'displayName': 'Solar FiT 2025: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 2, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}],"energex"
QLD,4350,Energy Locals,Time of Use,"Online Member",TOU,105,15,"energex"
QLD,4350,EnergyAustralia,Single Rate,"Balance Plan - My Connect",SR,128.6,4,"energex"
QLD,4350,EnergyAustralia,Time of Use,"QLD Seniors Offer - 7 Day TOU",TOU,120,4,"energex"
QLD,4350,Ergon Energy,Single Rate,"Tariff 11",SR,153.493,8.66,"ergon"
QLD,4350,Ergon Energy,Time of Use,"Tariff 14C",TOU,115.151,8.66,"ergon"
QLD,4350,Flipped Energy,Time of Use,"Standing Offer - Time of Use",TOU,177.66,3,"energex"
QLD,4350,Flow Power,Time of Use,"Flow Home FY26: Variable Prices (estimate)",TOU,120.1889,3.3,"energex"
QLD,4350,Globird Energy,Single Rate,"BOOST Residential (Flat Rate)-Energex",SR,114,2,"energex"
QLD,4350,Globird Energy,Time of Use,"SOLARPLUS Residential (Flexible Energy)-Energex",TOU,138,[{'rate': 10, 'type': 'R', 'scheme': 'OTHER', 'volume': 8, 'description': 'for the first 8 kWh/day (incl. GST if any).', 'displayName': 'Single Stepped Rate Solar FiT', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 8, 'unitPrice': 10, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}, {'rate': 2, 'type': 'R', 'scheme': 'OTHER', 'description': 'for export over 8 kWh/day (incl. GST if any).', 'displayName': 'Single Stepped Rate Solar FiT', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 2, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}],"energex"
QLD,4350,Kogan Energy,Single Rate,"Kogan Energy with free FIRST",SR,111.5564,0.5,"energex"
