State,Postcode,Retailer,PlanType,PlanName,PricingModel,SupplyCharge_c/day,FiT_c/kWh,Distributor
SA,5290,Energy Locals,Single Rate,"Local Rewards",SR,115.4545,[{'rate': 4.5, 'type': 'R', 'scheme': 'OTHER', 'volume': 5, 'endDate': '2030-06-30', 'startDate': '2025-06-01', 'description': 'Retailer feed-in tariff (incl. GST, if any) | 0-5kWh/day', 'displayName': 'Solar FiT 2025: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 5, 'unitPrice': 4.5, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}, {'rate': 1.5, 'type': 'R', 'scheme': 'OTHER', 'endDate': '2030-06-30', 'startDate': '2025-06-01', 'description': 'Retailer feed-in tariff (incl. GST, if any) | 5kWh+/day', 'displayName': 'Solar FiT 2025: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 1.5, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}],"sa power networks"
SA,5290,Energy Locals,Time of Use,"Local Rewards",TOU,115.4545,15,"sa power networks"
SA,5290,EnergyAustralia,Single Rate,"Balance Plan - Connect Now",SR,113,3,"sa power networks"
SA,5290,EnergyAustralia,Time of Use,"Balance Plan - Third Party Offer",TOU,120,3,"sa power networks"
SA,5290,Flow Power,Time of Use,"Flow Home FY26: Variable Prices (estimate)",TOU,139.76477,3.3,"sa power networks"
SA,5290,Globird Energy,Single Rate,"BOOST Residential (Flat Rate)-SAPN",SR,116,1,"sa power networks"
SA,5290,Globird Energy,Time of Use,"ZEROHERO VPP Residential (Flexible Rate)-SAPN",TOU,130,2,"sa power networks"
SA,5290,Lumo Energy (SA),Single Rate,"Standing Offer",SR,108.75,2,"sa power networks"
SA,5290,Lumo Energy (SA),Time of Use,"Standing Offer",TOU,108.75,2,"sa power networks"
SA,5290,Momentum Energy,Single Rate,"Bill Boss Electricity",SR,160.8,2.5,"sa power networks"
SA,5290,Momentum Energy,Time of Use,"Warm Welcome",TOU,154.6,2.5,"sa power networks"
SA,5290,OVO Energy,Single Rate,"The One Plan",SR,108,1.5,"sa power networks"
SA,5290,OVO Energy,Time of Use,"The One Plan",TOU,134,1.5,"sa power networks"
SA,5290,Origin Energy,Single Rate,"Origin Essentials Variable",SR,103.19,2,"sa power networks"
SA,5290,Origin Energy,Time of Use,"Origin Essentials Variable",TOU,105.5,2,"sa power networks"
SA,5290,Powershop,Single Rate,"Power Offset",SR,116.4245,0.5,"sa power networks"
SA,5290,Powershop,Time of Use,"Power Offset",TOU,146.8047,0.5,"sa power networks"
SA,5290,RAA Energy,Single Rate,"RAA Member Solar Standard",SR,95.9091,[{'rate': 4.5, 'type': 'R', 'scheme': 'OTHER', 'volume': 5, 'endDate': '2030-06-30', 'startDate': '2025-06-13', 'description': 'Solar feed-in tariff (incl. GST, if any). | 0-5kWh/day', 'displayName': 'Solar Feed-in: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 5, 'unitPrice': 4.5, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}, {'rate': 1.5, 'type': 'R', 'scheme': 'OTHER', 'endDate': '2030-06-30', 'startDate': '2025-06-13', 'description': 'Solar feed-in tariff (incl. GST, if any). | 5kWh+/day', 'displayName': 'Solar Feed-in: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 1.5, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}],"sa power networks"
SA,5290,RAA Energy,Time of Use,"RAA Member Solar Standard to Smart",TOU,90.4546,[{'rate': 4.5, 'type': 'R', 'scheme': 'OTHER', 'volume': 5, 'endDate': '2030-06-30', 'startDate': '2025-06-13', 'description': 'Solar feed-in tariff (incl. GST, if any). | 0-5kWh/day', 'displayName': 'Solar Feed-in: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 5, 'unitPrice': 4.5, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}, {'rate': 1.5, 'type': 'R', 'scheme': 'OTHER', 'endDate': '2030-06-30', 'startDate': '2025-06-13', 'description': 'Solar feed-in tariff (incl. GST, if any). | 5kWh+/day', 'displayName': 'Solar Feed-in: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 1.5, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}],"sa power networks"
SA,5290,Red Energy,Single Rate,"Qantas Red Saver",SR,97,2,"sa power networks"
SA,5290,Red Energy,Time of Use,"Qantas Red Saver",TOU,97,2,"sa power networks"
SA,5290,iO Energy,Time of Use,"Sustainable Home: RESELE",TOU,150,2,"sa power networks"
SA,5600,1st Energy,Single Rate,"Standing Offer - Single Rate",SR,112,1,"sa power networks"
SA,5600,1st Energy,Time of Use,"Standing Offer - Time of Use",TOU,112,1,"sa power networks"
SA,5600,AGL,Single Rate,"Residential Standing Offer - No Exit Fee",SR,105.61,2,"sa power networks"
SA,5600,AGL,Time of Use,"Residential Standing Offer - No Exit Fee",TOU,105.61,2,"sa power networks"
SA,5600,Alinta Energy,Single Rate,"HomeDeal Advantage - Demand Single Rate",SR,76.49,3,"sa power networks"
SA,5600,Alinta Energy,Time of Use,"HomeDeal Advantage - Time of Use (Interval)",TOU,111.74,3,"sa power networks"
SA,5600,Amber Electric,Single Rate,"Battery + Solar: Variable Wholesale Prices (estimate)",SR,99.185,13.98,"sa power networks"
SA,5600,CovaU,Single Rate,"Freedom Residential Single",SR,91.87,5.5,"sa power networks"
SA,5600,CovaU,Time of Use,"Freedom Residential Flexible",TOU,105.85,5.5,"sa power networks"
SA,5600,Diamond Energy,Single Rate,"Diamond Everyday",SR,84.45,3,"sa power networks"
SA,5600,Diamond Energy,Time of Use,"Diamond Everyday",TOU,151.13,3,"sa power networks"
SA,5600,Dodo,Single Rate,"Residential Standing",SR,170.7498,1,"sa power networks"
SA,5600,Dodo,Time of Use,"Residential Standing",TOU,174.307,1,"sa power networks"
SA,5600,ENGIE,Single Rate,"SA ENGIE Home Business Standing elec",SR,113.95,4,"sa power networks"
SA,5600,ENGIE,Time of Use,"SA _ENGIE Solar Elec",TOU,113.95,[{'rate': 10, 'type': 'R', 'scheme': 'OTHER', 'volume': 8, 'description': '10c/kWh for the first 8kWh per day of solar export,', 'displayName': 'Single Stepped Rate Solar FiT', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 8, 'unitPrice': 10, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}, {'rate': 4, 'type': 'R', 'scheme': 'OTHER', 'description': 'And 4c/kWh thereafter, based on a daily average over your billing period.', 'displayName': 'Single Stepped Rate Solar FiT', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 4, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1Y'}],"sa power networks"
SA,5600,Energy Locals,Single Rate,"Local Rewards",SR,115.4545,[{'rate': 4.5, 'type': 'R', 'scheme': 'OTHER', 'volume': 5, 'endDate': '2030-06-30', 'startDate': '2025-06-01', 'description': 'Retailer feed-in tariff (incl. GST, if any) | 0-5kWh/day', 'displayName': 'Solar FiT 2025: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 5, 'unitPrice': 4.5, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}, {'rate': 1.5, 'type': 'R', 'scheme': 'OTHER', 'endDate': '2030-06-30', 'startDate': '2025-06-01', 'description': 'Retailer feed-in tariff (incl. GST, if any) | 5kWh+/day', 'displayName': 'Solar FiT 2025: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 1.5, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}],"sa power networks"
SA,5600,Energy Locals,Time of Use,"Local Rewards",TOU,115.4545,15,"sa power networks"
SA,5600,EnergyAustralia,Single Rate,"Balance Plan - Connect Now",SR,113,3,"sa power networks"
SA,5600,EnergyAustralia,Time of Use,"Balance Plan - Third Party Offer",TOU,120,3,"sa power networks"
SA,5600,Flow Power,Time of Use,"Flow Home FY26: Variable Prices (estimate)",TOU,139.76477,3.3,"sa power networks"
SA,5600,Globird Energy,Single Rate,"BOOST Residential (Flat Rate)-SAPN",SR,116,1,"sa power networks"
SA,5600,Globird Energy,Time of Use,"ZEROHERO VPP Residential (Flexible Rate)-SAPN",TOU,130,2,"sa power networks"
SA,5600,Lumo Energy (SA),Single Rate,"Standing Offer",SR,108.75,2,"sa power networks"
SA,5600,Lumo Energy (SA),Time of Use,"Standing Offer",TOU,108.75,2,"sa power networks"
SA,5600,Momentum Energy,Single Rate,"Bill Boss Electricity",SR,160.8,2.5,"sa power networks"
SA,5600,Momentum Energy,Time of Use,"Warm Welcome",TOU,154.6,2.5,"sa power networks"
SA,5600,OVO Energy,Single Rate,"The One Plan",SR,108,1.5,"sa power networks"
SA,5600,OVO Energy,Time of Use,"The One Plan",TOU,134,1.5,"sa power networks"
SA,5600,Origin Energy,Single Rate,"Origin Essentials Variable",SR,103.19,2,"sa power networks"
SA,5600,Origin Energy,Time of Use,"Origin Essentials Variable",TOU,105.5,2,"sa power networks"
SA,5600,Powershop,Single Rate,"Power Offset",SR,116.4245,0.5,"sa power networks"
SA,5600,Powershop,Time of Use,"Power Offset",TOU,146.8047,0.5,"sa power networks"
SA,5600,RAA Energy,Single Rate,"RAA Member Solar Standard",SR,95.9091,[{'rate': 4.5, 'type': 'R', 'scheme': 'OTHER', 'volume': 5, 'endDate': '2030-06-30', 'startDate': '2025-06-13', 'description': 'Solar feed-in tariff (incl. GST, if any). | 0-5kWh/day', 'displayName': 'Solar Feed-in: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 5, 'unitPrice': 4.5, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}, {'rate': 1.5, 'type': 'R', 'scheme': 'OTHER', 'endDate': '2030-06-30', 'startDate': '2025-06-13', 'description': 'Solar feed-in tariff (incl. GST, if any). | 5kWh+/day', 'displayName': 'Solar Feed-in: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 1.5, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}],"sa power networks"
SA,5600,RAA Energy,Time of Use,"RAA Member Solar Standard to Smart",TOU,90.4546,[{'rate': 4.5, 'type': 'R', 'scheme': 'OTHER', 'volume': 5, 'endDate': '2030-06-30', 'startDate': '2025-06-13', 'description': 'Solar feed-in tariff (incl. GST, if any). | 0-5kWh/day', 'displayName': 'Solar Feed-in: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 5, 'unitPrice': 4.5, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}, {'rate': 1.5, 'type': 'R', 'scheme': 'OTHER', 'endDate': '2030-06-30', 'startDate': '2025-06-13', 'description': 'Solar feed-in tariff (incl. GST, if any). | 5kWh+/day', 'displayName': 'Solar Feed-in: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 1.5, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}],"sa power networks"
SA,5600,Red Energy,Single Rate,"Qantas Red Saver",SR,97,2,"sa power networks"
SA,5600,Red Energy,Time of Use,"Qantas Red Saver",TOU,97,2,"sa power networks"
SA,5600,iO Energy,Time of Use,"Sustainable Home: RESELE",TOU,150,2,"sa power networks"
WA,6000,Synergy,Single Rate,"Synergy Home Plan® (A1) tariff",SR,93.933,4,"Western Power"
WA,6000,Synergy,Time of Use,"Synergy Smart Home Plan® tariff",TOU,93.933,4,"Western Power"
WA,6100,Synergy,Single Rate,"Synergy Home Plan® (A1) tariff",SR,93.933,4,"Western Power"
WA,6100,Synergy,Time of Use,"Synergy Smart Home Plan® tariff",TOU,93.933,4,"Western Power"
WA,6210,Synergy,Single Rate,"Synergy Home Plan® (A1) tariff",SR,93.933,4,"Western Power"
WA,6210,Synergy,Time of Use,"Synergy Smart Home Plan® tariff",TOU,93.933,4,"Western Power"
WA,6430,Synergy,Single Rate,"Synergy Home Plan® (A1) tariff",SR,93.933,4,"Western Power"
WA,6430,Synergy,Time of Use,"Synergy Smart Home Plan® tariff",TOU,93.933,4,"Western Power"
WA,6530,Synergy,Single Rate,"Synergy Home Plan® (A1) tariff",SR,93.933,4,"Western Power"
WA,6530,Synergy,Time of Use,"Synergy Smart Home Plan® tariff",TOU,93.933,4,"Western Power"
TAS,7000,1st Energy,Single Rate,"1st Plus - Tariff 31, Residential Light & Power",SR,127,8.782,"tasnetworks"
TAS,7000,1st Energy,Time of Use,"1st Plus - Tariff 93, Residential Time of Use",TOU,137.4,8.782,"tasnetworks"
TAS,7000,Aurora Energy,Single Rate,"Residential Flat rate (Light & Power)",SR,127.0312,8.782,"tasnetworks"
TAS,7000,Aurora Energy,Time of Use,"aurora+ on Time of Use",TOU,137.4376,8.782,"tasnetworks"
TAS,7000,CovaU,Single Rate,"Freedom Residential Anytime",SR,110.46,8.94,"tasnetworks"
TAS,7000,CovaU,Time of Use,"Freedom Residential TOU",TOU,122.71,8.94,"tasnetworks"
TAS,7000,Energy Locals,Single Rate,"Standing Offer",SR,127.0312,8.782,"tasnetworks"
TAS,7000,Energy Locals,Time of Use,"Standing Offer",TOU,137.4376,8.782,"tasnetworks"
TAS,7000,Solstice Energy,Single Rate,"Select Residential Single Rate",SR,124.4906,10,"tasnetworks"
TAS,7004,1st Energy,Single Rate,"1st Plus - Tariff 31, Residential Light & Power",SR,127,8.782,"tasnetworks"
TAS,7004,1st Energy,Time of Use,"1st Plus - Tariff 93, Residential Time of Use",TOU,137.4,8.782,"tasnetworks"
TAS,7004,Aurora Energy,Single Rate,"Residential Flat rate (Light & Power)",SR,127.0312,8.782,"tasnetworks"
TAS,7004,Aurora Energy,Time of Use,"aurora+ on Time of Use",TOU,137.4376,8.782,"tasnetworks"
TAS,7004,CovaU,Single Rate,"Freedom Residential Anytime",SR,110.46,8.94,"tasnetworks"
TAS,7004,CovaU,Time of Use,"Freedom Residential TOU",TOU,122.71,8.94,"tasnetworks"
TAS,7004,Energy Locals,Single Rate,"Standing Offer",SR,127.0312,8.782,"tasnetworks"
TAS,7004,Energy Locals,Time of Use,"Standing Offer",TOU,137.4376,8.782,"tasnetworks"
TAS,7004,Solstice Energy,Single Rate,"Select Residential Single Rate",SR,124.4906,10,"tasnetworks"
TAS,7250,1st Energy,Single Rate,"1st Plus - Tariff 31, Residential Light & Power",SR,127,8.782,"tasnetworks"
TAS,7250,1st Energy,Time of Use,"1st Plus - Tariff 93, Residential Time of Use",TOU,137.4,8.782,"tasnetworks"
TAS,7250,Aurora Energy,Single Rate,"Residential Flat rate (Light & Power)",SR,127.0312,8.782,"tasnetworks"
TAS,7250,Aurora Energy,Time of Use,"aurora+ on Time of Use",TOU,137.4376,8.782,"tasnetworks"
TAS,7250,CovaU,Single Rate,"Freedom Residential Anytime",SR,110.46,8.94,"tasnetworks"
TAS,7250,CovaU,Time of Use,"Freedom Residential TOU",TOU,122.71,8.94,"tasnetworks"
TAS,7250,Energy Locals,Single Rate,"Standing Offer",SR,127.0312,8.782,"tasnetworks"
TAS,7250,Energy Locals,Time of Use,"Standing Offer",TOU,137.4376,8.782,"tasnetworks"
TAS,7250,Solstice Energy,Single Rate,"Select Residential Single Rate",SR,124.4906,10,"tasnetworks"
TAS,7310,1st Energy,Single Rate,"1st Plus - Tariff 31, Residential Light & Power",SR,127,8.782,"tasnetworks"
TAS,7310,1st Energy,Time of Use,"1st Plus - Tariff 93, Residential Time of Use",TOU,137.4,8.782,"tasnetworks"
TAS,7310,Aurora Energy,Single Rate,"Residential Flat rate (Light & Power)",SR,127.0312,8.782,"tasnetworks"
TAS,7310,Aurora Energy,Time of Use,"aurora+ on Time of Use",TOU,137.4376,8.782,"tasnetworks"
TAS,7310,CovaU,Single Rate,"Freedom Residential Anytime",SR,110.46,8.94,"tasnetworks"
TAS,7310,CovaU,Time of Use,"Freedom Residential TOU",TOU,122.71,8.94,"tasnetworks"
TAS,7310,Energy Locals,Single Rate,"Standing Offer",SR,127.0312,8.782,"tasnetworks"
TAS,7310,Energy Locals,Time of Use,"Standing Offer",TOU,137.4376,8.782,"tasnetworks"
TAS,7310,Solstice Energy,Single Rate,"Select Residential Single Rate",SR,124.4906,10,"tasnetworks"
TAS,7470,1st Energy,Single Rate,"1st Plus - Tariff 31, Residential Light & Power",SR,127,8.782,"tasnetworks"
TAS,7470,1st Energy,Time of Use,"1st Plus - Tariff 93, Residential Time of Use",TOU,137.4,8.782,"tasnetworks"
TAS,7470,Aurora Energy,Single Rate,"Residential Flat rate (Light & Power)",SR,127.0312,8.782,"tasnetworks"
TAS,7470,Aurora Energy,Time of Use,"aurora+ on Time of Use",TOU,137.4376,8.782,"tasnetworks"
TAS,7470,CovaU,Single Rate,"Freedom Residential Anytime",SR,110.46,8.94,"tasnetworks"
TAS,7470,CovaU,Time of Use,"Freedom Residential TOU",TOU,122.71,8.94,"tasnetworks"
TAS,7470,Energy Locals,Single Rate,"Standing Offer",SR,127.0312,8.782,"tasnetworks"
TAS,7470,Energy Locals,Time of Use,"Standing Offer",TOU,137.4376,8.782,"tasnetworks"
TAS,7470,Solstice Energy,Single Rate,"Select Residential Single Rate",SR,124.4906,10,"tasnetworks"
NT,800,Jacana Energy,Single Rate,"Jacana Energy - Everyday Home",SR,46.69090909090909,8.3,"PowerAndWater"
NT,800,Jacana Energy,Time of Use,"Switch to Six",TOU,46.69090909090909,8.3,"PowerAndWater"
NT,800,Rimfire Energy,Single Rate,"Rimfire Energy - Standard Tariff",SR,46.69090909090909,8.3,"PowerAndWater"
NT,800,Rimfire Energy,Time of Use,"Rimfire Energy - Time of Use Tariff",TOU,46.69090909090909,8.3,"PowerAndWater"
NT,810,Jacana Energy,Single Rate,"Jacana Energy - Everyday Home",SR,46.69090909090909,8.3,"PowerAndWater"
NT,810,Jacana Energy,Time of Use,"Switch to Six",TOU,46.69090909090909,8.3,"PowerAndWater"
NT,810,Rimfire Energy,Single Rate,"Rimfire Energy - Standard Tariff",SR,46.69090909090909,8.3,"PowerAndWater"
NT,810,Rimfire Energy,Time of Use,"Rimfire Energy - Time of Use Tariff",TOU,46.69090909090909,8.3,"PowerAndWater"
NT,820,Jacana Energy,Single Rate,"Jacana Energy - Everyday Home",SR,46.69090909090909,8.3,"PowerAndWater"
NT,820,Jacana Energy,Time of Use,"Switch to Six",TOU,46.69090909090909,8.3,"PowerAndWater"
NT,820,Rimfire Energy,Single Rate,"Rimfire Energy - Standard Tariff",SR,46.69090909090909,8.3,"PowerAndWater"
NT,820,Rimfire Energy,Time of Use,"Rimfire Energy - Time of Use Tariff",TOU,46.69090909090909,8.3,"PowerAndWater"
NT,830,Jacana Energy,Single Rate,"Jacana Energy - Everyday Home",SR,46.69090909090909,8.3,"PowerAndWater"
NT,830,Jacana Energy,Time of Use,"Switch to Six",TOU,46.69090909090909,8.3,"PowerAndWater"
NT,830,Rimfire Energy,Single Rate,"Rimfire Energy - Standard Tariff",SR,46.69090909090909,8.3,"PowerAndWater"
NT,830,Rimfire Energy,Time of Use,"Rimfire Energy - Time of Use Tariff",TOU,46.69090909090909,8.3,"PowerAndWater"
NT,850,Jacana Energy,Single Rate,"Jacana Energy - Everyday Home",SR,46.69090909090909,8.3,"PowerAndWater"
NT,850,Jacana Energy,Time of Use,"Switch to Six",TOU,46.69090909090909,8.3,"PowerAndWater"
NT,850,Rimfire Energy,Single Rate,"Rimfire Energy - Standard Tariff",SR,46.69090909090909,8.3,"PowerAndWater"
NT,850,Rimfire Energy,Time of Use,"Rimfire Energy - Time of Use Tariff",TOU,46.69090909090909,8.3,"PowerAndWater"
ACT,2600,ActewAGL,Single Rate,"Battery Saver",SR,121,[{'rate': 8, 'type': 'R', 'scheme': 'OTHER', 'volume': 10, 'description': '8c/kWh for first 10kWh per day', 'displayName': 'Voluntary retailer buyback rate', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 10, 'unitPrice': 8, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}, {'rate': 6, 'type': 'R', 'scheme': 'OTHER', 'description': '6c/kWh for all additional export', 'displayName': 'Voluntary retailer buyback rate', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 6, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}],"evoenergy"
ACT,2600,ActewAGL,Time of Use,"evEnergy Saver",TOU,121,5,"evoenergy"
ACT,2600,Amber Electric,Single Rate,"Solar + CBA Yello Plus: Variable Prices (estimate only)",SR,88.358,2.78,"evoenergy"
ACT,2600,CovaU,Single Rate,"CovaU Basics Residential Single Demand",SR,93.75,5.5,"evoenergy"
ACT,2600,CovaU,Time of Use,"CovaU Basics Residential TOU 7 Days",TOU,105.8,5.5,"evoenergy"
ACT,2600,Energy Locals,Single Rate,"Local Rewards",SR,92.2727,[{'rate': 5, 'type': 'R', 'scheme': 'OTHER', 'volume': 5, 'endDate': '2030-06-30', 'startDate': '2025-06-01', 'description': 'Solar feed-in tariff (incl. GST, if any). | 0-5kWh/day', 'displayName': 'Solar FiT 2025: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 5, 'unitPrice': 5, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}, {'rate': 2, 'type': 'R', 'scheme': 'OTHER', 'endDate': '2030-06-30', 'startDate': '2025-06-01', 'description': 'Solar feed-in tariff (incl. GST, if any). | 5kWh+/day', 'displayName': 'Solar FiT 2025: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 2, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}],"evoenergy"
ACT,2600,Energy Locals,Time of Use,"Online Member",TOU,82.2727,15,"evoenergy"
ACT,2600,EnergyAustralia,Single Rate,"Balance Plan - My Connect",SR,114.7,4,"evoenergy"
ACT,2600,EnergyAustralia,Time of Use,"Balance Plan - Third Party Offer (7 day TOU Interval)",TOU,114.7,4,"evoenergy"
ACT,2600,Origin Energy,Single Rate,"Origin Affinity Variable - iSelect",SR,101.41,5,"evoenergy"
ACT,2600,Origin Energy,Time of Use,"Origin Affinity Variable - iSelect",TOU,103.12,5,"evoenergy"
ACT,2600,Red Energy,Single Rate,"Red BCNA Saver (020)",SR,118,4,"evoenergy"
ACT,2600,Red Energy,Time of Use,"Qantas Red Saver",TOU,102,4,"evoenergy"
ACT,2601,ActewAGL,Single Rate,"Battery Saver",SR,121,[{'rate': 8, 'type': 'R', 'scheme': 'OTHER', 'volume': 10, 'description': '8c/kWh for first 10kWh per day', 'displayName': 'Voluntary retailer buyback rate', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 10, 'unitPrice': 8, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}, {'rate': 6, 'type': 'R', 'scheme': 'OTHER', 'description': '6c/kWh for all additional export', 'displayName': 'Voluntary retailer buyback rate', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 6, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}],"evoenergy"
ACT,2601,ActewAGL,Time of Use,"evEnergy Saver",TOU,121,5,"evoenergy"
ACT,2601,Amber Electric,Single Rate,"Solar + CBA Yello Plus: Variable Prices (estimate only)",SR,88.358,2.78,"evoenergy"
ACT,2601,CovaU,Single Rate,"CovaU Basics Residential Single Demand",SR,93.75,5.5,"evoenergy"
ACT,2601,CovaU,Time of Use,"CovaU Basics Residential TOU 7 Days",TOU,105.8,5.5,"evoenergy"
ACT,2601,Energy Locals,Single Rate,"Local Rewards",SR,92.2727,[{'rate': 5, 'type': 'R', 'scheme': 'OTHER', 'volume': 5, 'endDate': '2030-06-30', 'startDate': '2025-06-01', 'description': 'Solar feed-in tariff (incl. GST, if any). | 0-5kWh/day', 'displayName': 'Solar FiT 2025: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 5, 'unitPrice': 5, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}, {'rate': 2, 'type': 'R', 'scheme': 'OTHER', 'endDate': '2030-06-30', 'startDate': '2025-06-01', 'description': 'Solar feed-in tariff (incl. GST, if any). | 5kWh+/day', 'displayName': 'Solar FiT 2025: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 2, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}],"evoenergy"
ACT,2601,Energy Locals,Time of Use,"Online Member",TOU,82.2727,15,"evoenergy"
ACT,2601,EnergyAustralia,Single Rate,"Balance Plan - My Connect",SR,114.7,4,"evoenergy"
ACT,2601,EnergyAustralia,Time of Use,"Balance Plan - Third Party Offer (7 day TOU Interval)",TOU,114.7,4,"evoenergy"
ACT,2601,Origin Energy,Single Rate,"Origin Affinity Variable - iSelect",SR,101.41,5,"evoenergy"
ACT,2601,Origin Energy,Time of Use,"Origin Affinity Variable - iSelect",TOU,103.12,5,"evoenergy"
ACT,2601,Red Energy,Single Rate,"Red BCNA Saver (020)",SR,118,4,"evoenergy"
ACT,2601,Red Energy,Time of Use,"Qantas Red Saver",TOU,102,4,"evoenergy"
ACT,2602,ActewAGL,Single Rate,"Battery Saver",SR,121,[{'rate': 8, 'type': 'R', 'scheme': 'OTHER', 'volume': 10, 'description': '8c/kWh for first 10kWh per day', 'displayName': 'Voluntary retailer buyback rate', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 10, 'unitPrice': 8, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}, {'rate': 6, 'type': 'R', 'scheme': 'OTHER', 'description': '6c/kWh for all additional export', 'displayName': 'Voluntary retailer buyback rate', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 6, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}],"evoenergy"
ACT,2602,ActewAGL,Time of Use,"evEnergy Saver",TOU,121,5,"evoenergy"
ACT,2602,Amber Electric,Single Rate,"Solar + CBA Yello Plus: Variable Prices (estimate only)",SR,88.358,2.78,"evoenergy"
ACT,2602,CovaU,Single Rate,"CovaU Basics Residential Single Demand",SR,93.75,5.5,"evoenergy"
ACT,2602,CovaU,Time of Use,"CovaU Basics Residential TOU 7 Days",TOU,105.8,5.5,"evoenergy"
